age,fnlwgt,capital-gain,capital-loss,hours-per-week,education-num,workclass,education,marital-status,occupation,relationship,race,sex,native-country,class
67.6189874,164253.24078,21583.193544,780.597234,69.557723,7.7981792, Private, 10th, Divorced, Tech-support, Wife, Other, Male, Philippines,50K-
38.5235325,91136.79411,2051.382187,0.478162,19.6597726,13.8343123, Self-emp-not-inc, 11th, Married-civ-spouse, Protective-serv, Other-relative, Black, Male, Vietnam,50K-
21.2038881,89138.69385,3014.056212,962.628565,8.026241,17.2343926, ?, 11th, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female, South,50K-
58.24597,17772.533,446.744461,1189.252765,63.4306281,10.7577102, Self-emp-not-inc, 12th, Married-spouse-absent, Transport-moving, Husband, Other, Male, South,50K-
2.1820744,247.12813,12.888791,0.478162,1.8887634,8.9532066, Self-emp-not-inc, Bachelors, Separated, ?, Wife, Asian-Pac-Islander, Male, Japan,50K-
21.8694975,559462.87862,5747.976903,1074.514162,60.8688614,2.0186498, Federal-gov, 9th, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male, Taiwan,50K-
12.0228856,89400.40228,22340.581219,162.651256,1.8887634,9.2743984, State-gov, Assoc-voc, Married-AF-spouse, Other-service, Husband, White, Male, Mexico,50K-
30.9476325,171255.16493,12.888791,1129.737322,1.8887634,11.5302868, State-gov, 10th, Separated, ?, Husband, Other, Male, China,50K-
14.8687705,281444.4968,12509.320891,1137.586477,5.9106452,5.1230119, Self-emp-inc, Bachelors, Widowed, Craft-repair, Own-child, White, Female, Thailand,50K-
68.1719994,225728.82971,5286.723888,991.201813,26.8445039,5.3639384, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female, India,50K-
1.6597896,239809.28659,17339.337086,1208.017631,32.3902984,11.7557166, Without-pay, Masters, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female, Hungary,50K-
25.3178655,108653.9851,22309.632191,1094.493956,72.088251,13.8011256, State-gov, 9th, Divorced, Tech-support, Own-child, Asian-Pac-Islander, Female, Puerto-Rico,50K-
15.866164,247.12813,2507.411495,285.852726,70.734453,8.5783806, Local-gov, Masters, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male, Columbia,50K-
7.5520809,420598.14346,4537.624977,464.638527,2.136873,15.0908001, Federal-gov, Doctorate, Divorced, Tech-support, Husband, White, Male, England,50K-
70.8738462,311802.43385,6994.276442,77.051922,5.4012746,16.5573932, ?, 11th, Separated, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female, China,50K-
65.1158308,2192.07164,3877.521634,1232.792331,39.5482908,13.3463738, ?, Doctorate, Married-AF-spouse, Sales, Husband, Amer-Indian-Eskimo, Male, India,50K-
19.8709915,247.12813,5920.09963,1335.61187,39.0079656,8.8475199, State-gov, Doctorate, Divorced, Transport-moving, Wife, Black, Male, Philippines,50K-
1.6597896,247.12813,12.888791,0.478162,1.8887634,10.8660071, State-gov, 12th, Married-AF-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male, Columbia,50K-
1.6597896,247.12813,12.888791,0.478162,1.8887634,6.5818442, Federal-gov, 12th, Widowed, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Male, United-States,50K-
1.6597896,83294.46958,7750.162739,661.904199,1.8887634,11.4403358, Self-emp-not-inc, 9th, Married-spouse-absent, Handlers-cleaners, Wife, Asian-Pac-Islander, Male, Hungary,50K-
47.6528567,54338.20139,5029.369575,1390.196329,21.8479632,9.0307691, Self-emp-not-inc, 1st-4th, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Male, United-States,50K-
4.9489291,115302.83045,679.097979,461.222618,32.0943017,8.2664315, Private, Doctorate, Divorced, ?, Husband, Black, Male, Japan,50K-
56.4213499,218631.85824,1633.431399,796.472042,63.0223842,10.3858459, Without-pay, Bachelors, Married-spouse-absent, Sales, Not-in-family, Amer-Indian-Eskimo, Female, Taiwan,50K-
9.4398412,270744.62303,6198.757761,358.555491,10.6006267,15.497278, Without-pay, Bachelors, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Male, Greece,50K-
67.6336512,81407.89527,5486.917181,339.488246,80.7956053,13.4412622, Federal-gov, 5th-6th, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female, Trinadad&Tobago,50K-
24.6184627,151219.84059,8627.123081,887.215555,68.0453165,11.9438539, Federal-gov, Bachelors, Divorced, Priv-house-serv, Own-child, White, Male, England,50K-
44.6297018,415906.21039,22748.913019,1172.885664,29.2446635,10.5172742, Without-pay, Bachelors, Married-AF-spouse, Tech-support, Own-child, White, Female, China,50K-
63.4414252,483234.77483,12050.088078,1457.916448,69.4826903,9.4307539, Self-emp-not-inc, 12th, Widowed, Transport-moving, Unmarried, Other, Female, Dominican-Republic,50K-
48.4470036,247.12813,12.888791,231.72706,1.8887634,11.5723248, Private, 9th, Separated, Transport-moving, Husband, Asian-Pac-Islander, Male, Trinadad&Tobago,50K-
19.599426,155712.06022,3464.967523,0.478162,23.294191,15.8931826, ?, 12th, Married-AF-spouse, Priv-house-serv, Husband, White, Female, Iran,50K-
28.2470526,88276.75964,2539.709999,1375.007923,35.6365437,16.0579458, ?, Masters, Widowed, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Male, Italy,50K-
41.6462893,214416.73961,16721.049759,1459.264497,14.8224054,11.4285432, ?, 7th-8th, Married-AF-spouse, Other-service, Unmarried, White, Female, South,50K-
