Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,class
120332.66,1397.8378,394.6833,316.75919,1.3276349,0.6885365,79424.593,341.55589,0.68313905,0.978334,0.8617699,0.82282337,0.0058556436,0.0012486973,0.5764173,0.991506,CALI
140674.5,877.9927,541.3905,312.22955,1.3805287,0.9723546,124569.578,375.27137,0.84310124,0.9757203,0.858962,0.76049437,0.006115219,0.0009588342,0.63008542,0.989189,CALI
139237.24,1389.5283,328.7928,291.94562,1.5382787,0.9433614,133639.361,244.95232,0.66079884,1.0027492,0.9345933,0.73521204,0.0049321462,0.0016770222,0.61281076,0.998674,CALI
127456.61,1271.6188,388.3388,255.92595,1.4120614,0.9049465,132889.573,301.23795,0.68687979,0.997126,0.7955057,0.73416897,0.0040495024,0.0017530893,0.61439786,0.996393,CALI
135407.7,1123.4713,385.1989,263.38065,1.5789079,0.7513256,133058.049,392.58737,0.67654969,0.9963177,0.8096082,0.78998608,0.0059330998,0.0010630933,0.54138436,1.003345,CALI
29686.58,1303.8818,370.6206,313.97307,2.0138912,0.8048097,121650.894,402.29083,0.66573592,0.9805714,0.7324876,0.78342983,0.0044390768,0.001826129,0.73249835,1.004033,CALI
126649.94,1089.9951,415.1715,312.89712,1.5404182,0.844971,8218.377,323.59012,0.82727807,0.9775138,0.759132,0.72880172,0.0037306619,0.0018289058,0.70899791,0.985696,CALI
63489.83,1086.0394,385.9005,315.07293,1.6645518,1.0018941,132712.667,269.92546,0.69054455,0.9802899,0.8708861,0.73063827,0.0045167835,0.001166788,0.63744536,1.000366,CALI
31085.4,1098.5248,312.4073,314.85211,1.624972,0.725745,117922.624,229.85316,0.82443266,0.9718967,0.8121123,0.7553147,0.0039269879,0.0012903065,0.71800265,0.986774,CALI
116340.63,1310.5748,326.3725,316.33735,1.9985967,0.6352316,67626.371,355.38787,0.79690786,0.9828565,0.8373718,0.83207058,0.0040045979,0.0007772015,0.6109279,0.987812,CALI
118410.35,976.3343,445.0732,271.44612,2.1215386,0.7575277,126892.067,260.00627,0.83451365,1.0012935,0.9584581,0.78153958,0.0037367903,0.0013674068,0.68850946,0.997142,CALI
131480.32,1374.4547,282.0563,283.76922,1.4030249,0.6003035,125916.027,307.03754,0.73376635,0.9697169,0.7833134,0.67239265,0.003983873,0.001105033,0.62264257,0.98597,CALI
127945.65,769.1875,317.9238,308.06601,1.8186282,0.9459715,118176.995,276.17992,0.80270233,0.9943541,0.8681669,0.85776008,0.0037162723,0.0013835772,0.72514225,0.982954,CALI
130495.76,1042.1243,358.2,234.59753,1.1390424,0.9915259,129369.235,360.68211,0.69247138,0.9900821,0.9792087,0.71908761,0.004043278,0.0009532057,0.72269817,0.998254,CALI
115126.52,1378.5744,419.4984,313.93615,2.1621917,0.7682451,51012.591,297.65067,0.67181774,0.9998442,0.7519921,0.68447991,0.0040668299,0.0020453772,0.53848677,1.002614,CALI
111725.94,720.338,446.1662,233.10657,1.3470053,0.9210214,128740.032,351.23617,0.77816484,0.9940878,0.8661775,0.78341354,0.0039824402,0.0016547079,0.74085534,0.98446,CALI
89281.03,596.0109,457.9816,316.07134,1.2820921,0.9901827,126740.714,340.50985,0.76031179,0.9753243,0.9446727,0.85038063,0.0039377128,0.0013539331,0.67643009,0.982803,CALI
142185.63,1359.9035,326.4767,266.06749,1.7999486,0.95485,123949.463,393.82755,0.65638355,0.9950372,0.7534209,0.77565771,0.0048127593,0.0009923007,0.57170907,0.993655,CALI
122534.98,773.4384,476.984,186.81999,1.3046346,0.8310274,133231.162,270.69076,0.82284893,0.9906424,0.7238863,0.85552391,0.0039174521,0.0007023194,0.71175275,0.99405,CALI
39252.31,832.6962,415.3485,311.72137,1.5248767,0.9455574,137370.159,355.5615,0.73546543,0.9861617,0.9485991,0.74352576,0.0038781757,0.0009280389,0.70804325,0.98221,CALI
131912.8,943.1978,372.5989,265.11763,1.1927385,0.6726636,136430.228,223.456,0.66170435,0.9912576,0.9462251,0.83726408,0.0040464188,0.0015530261,0.59243682,0.991971,CALI
101326.63,1364.5988,551.7586,176.76407,1.6198371,0.6831475,130376.754,346.7968,0.68977099,0.9997977,1.0004073,0.75456107,0.0038157448,0.0014752851,0.63776218,1.003214,CALI
117630.02,1366.2285,352.1683,234.1568,1.6213688,0.6343197,80217.884,407.2882,0.7447813,0.9719279,0.7218727,0.8514673,0.006718325,0.0008814284,0.45530329,0.998374,CALI
28110.7,1269.4855,321.4934,250.18041,1.8342381,0.6485086,123518.42,404.89938,0.64172301,0.9975754,0.8956183,0.85340571,0.0035980061,0.0012834079,0.53734952,0.9891,CALI
116559.38,909.2913,443.474,315.07311,1.2635679,0.7693109,30933.325,399.51177,0.78168442,0.9954537,0.8605617,0.77004301,0.0037482782,0.0019880859,0.55853393,0.986115,CALI
121415.56,1398.6568,266.5804,274.09535,1.9006299,0.7198888,128892.734,341.36898,0.75702419,0.9801674,0.8033176,0.70158727,0.003897409,0.001187112,0.55243134,1.003913,CALI
132994.54,1348.8411,486.7293,289.4892,1.4008492,0.6754464,125807.055,277.06292,0.83258465,0.9962613,0.97272,0.79407132,0.0042945198,0.0013986524,0.56086895,0.983379,CALI
134816.36,757.5219,482.9948,246.36737,1.393854,0.7172967,130717.693,357.0811,0.66478421,0.9950986,0.9692345,0.72947376,0.0046883128,0.0011981079,0.59350758,0.987128,DERMASON
85735.21,1215.4289,452.8907,311.93755,1.1229979,0.6564709,4527.056,342.83494,0.85573885,0.993795,0.7159525,0.72361863,0.0072072654,0.0004453494,0.44347897,0.994458,DERMASON
