fixed acidity,volatile acidity,citric acid,residual sugar,is_red,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.250115,0.50713378,0.28833729,1.07247,0.94758767,0.048398152,26.135456,12.974796295,0.99665505,3.3010111,0.42113408,8.9960642,4.8257612136123855
8.053765,0.52174181,0.29991171,0.129096,0.94714332,0.087372027,25.738897,12.081388474,0.99827725,3.3574092,0.38353619,8.8878698,4.267747976004263
8.304362,0.48892736,0.32018879,4.603398,0.95340306,0.099707946,13.650768,32.934181213,0.99727225,3.2818887,0.41934946,8.5103083,4.265277700836963
8.443157,0.46571368,0.28973708,6.026773,0.94500113,0.124458663,25.131353,26.89356041,0.99095011,3.3387647,0.45832965,8.6471729,4.9608161429389925
8.294789,0.47262746,0.30792475,2.784298,0.93867683,0.032941099,28.051144,3.819569826,0.99368733,3.2711279,0.43536094,7.9375267,4.923845740347999
8.002588,0.49730444,0.25944996,7.024574,0.94631851,0.059770852,19.9778,17.178012848,0.99402195,3.3060966,0.46993831,8.7008963,4.9612645914018865
8.422806,0.48021525,0.25111005,0.930262,0.96251667,0.087938577,30.564146,36.600429535,0.99076581,3.3642051,0.31455016,8.7388411,4.1382650607685845
8.420877,0.51297212,0.263019,1.219053,0.94364083,0.097357303,23.743067,56.356807709,0.99429536,3.3178535,0.48482573,7.9235415,4.359893422162779
8.32757,0.47169536,0.24640174,3.565154,0.94690675,0.026880415,26.543125,41.953086853,0.99426538,3.3476152,0.41382942,8.3423758,4.807565667630217
8.266918,0.50599027,0.29177871,1.246455,0.95253116,0.045426212,23.391666,37.08605957,0.9951849,3.2934272,0.59746605,8.4611731,4.936404484332753
8.328744,0.46446377,0.29093912,0.138492,0.94953728,0.060162388,20.972773,40.43939209,0.99179065,3.3102596,0.3871271,8.3276501,4.520899317665505
8.397834,0.56424302,0.32866031,2.482364,0.94904995,0.113055669,26.841925,35.004127502,0.99483758,3.3893421,0.5607658,8.2263746,4.7025857287251265
8.299664,0.48142952,0.30903229,1.223761,0.95339543,0.064134784,31.289946,5.4518857,0.99507171,3.2979736,0.44646093,9.1712809,4.998052217191017
8.297459,0.48655605,0.29280543,2.644751,0.94574994,0.0895463,24.659191,33.770412445,0.99734932,3.3115189,0.45225146,8.6972771,4.706118551388586
8.402328,0.50373173,0.32279876,4.194639,0.95112765,0.118098401,18.571829,24.731416702,0.99290115,3.3719888,0.41703579,9.5714846,4.888215831701633
8.480706,0.52128625,0.2806462,4.816751,0.95385921,0.071033023,26.013355,13.306999207,0.99661148,3.3089559,0.55748439,7.8807011,4.691726169579639
8.437006,0.47906291,0.2641297,7.272101,0.94471902,0.096299738,26.467899,55.526763916,1.00104952,3.3529534,0.4751389,8.3075409,4.629631489555591
8.165764,0.48699707,0.30235073,2.046438,0.94419807,0.05134346,20.586185,34.027698517,0.99587065,3.3159957,0.58623248,7.9149923,4.63129736646183
8.509798,0.50586134,0.32181895,0.680947,0.94055325,0.064511396,16.627943,4.971297264,0.99632204,3.2641649,0.46353513,7.6581898,4.5265382376899685
8.34165,0.49653813,0.30291098,2.41955,0.95576656,0.108971737,20.001959,21.909282684,0.99398655,3.3104248,0.45060086,8.2876663,4.554583263348157
8.479399,0.50541729,0.27849457,4.167611,0.95635831,0.06599392,16.857307,57.362316132,0.99726397,3.2752838,0.48951912,9.3147173,4.991740292846989
8.339217,0.51910615,0.29995185,1.676924,0.95366663,0.102522925,19.078032,42.017467499,0.99274164,3.3129804,0.41799697,9.4513731,4.802943696285962
8.371822,0.43468422,0.28311074,5.531365,0.94769144,0.086907692,27.108473,34.005130768,0.9932074,3.3360503,0.47923732,8.2537336,4.890728132630862
8.420939,0.51480854,0.27071893,2.717674,0.95863962,0.037308823,16.042271,1.725900531,0.99646163,3.3143795,0.3563498,9.2735825,4.366156521692064
8.106012,0.4467701,0.27668327,0.529997,0.94786173,0.119225331,26.232002,14.751079559,0.99225903,3.3444476,0.43432844,8.3189335,4.736463155375845
8.214213,0.49453115,0.27110168,0.880044,0.94646305,0.06900648,21.195301,0.380716771,0.99523449,3.2890534,0.4275898,9.257575,4.917198737597549
8.562762,0.44550163,0.24571556,1.521893,0.95743436,0.046536054,26.900969,53.017570496,0.99769861,3.3223069,0.42673868,8.5732794,4.808123671861304
8.207394,0.48538634,0.29705739,3.661006,0.95355397,0.131659448,24.102491,41.541812897,0.99760282,3.3340077,0.52515256,8.5262861,4.874528534266861
8.328037,0.44633839,0.2936998,4.265139,0.94119763,0.049110021,19.933372,18.693891525,0.99609244,3.3531513,0.43816724,8.6377382,4.707488864897864
8.382248,0.48105255,0.29841536,0.43233,0.94804013,0.063976064,22.055809,44.405128479,0.99455589,3.348382,0.4850592,8.9209719,4.855874601863524
8.173619,0.57262552,0.2911337,1.320691,0.94808042,0.035172265,26.368166,47.617015839,0.99501449,3.3118382,0.4311021,8.7814674,4.796636148416611
8.473461,0.52406776,0.27307844,5.136025,0.94856656,0.102155983,21.183434,30.604318619,0.99089754,3.3228302,0.35330865,9.3307447,4.637875959885585
8.075341,0.47319221,0.30148116,0.754351,0.94866395,0.073504314,26.55714,3.503744841,0.99540687,3.3584504,0.359449,9.2851372,4.485190120081639
8.34372,0.5201534,0.24925768,0.954803,0.95164645,0.121518724,31.631443,24.126817703,0.99519002,3.2779276,0.42509088,9.2266865,4.841691483252948
8.233457,0.55224866,0.29213703,9.849819,0.94890511,0.067796335,27.228569,28.911355972,0.99687564,3.3232846,0.47487608,8.3655367,4.803766283173426
8.497993,0.43316874,0.30753312,8.32225,0.94249284,0.051360581,21.446667,30.27504921,0.99577862,3.3115332,0.31842563,8.9611616,4.278673333930817
8.385016,0.53218615,0.22933929,2.366961,0.95531279,0.031878095,25.779526,47.60011673,0.99753457,3.2916512,0.48472768,8.2238312,4.688113185682202
8.2678,0.51261222,0.30617902,0.789045,0.93745768,0.105582379,28.95701,8.756240845,0.99258351,3.3331997,0.57343489,7.4445853,4.573061315081127
8.280377,0.50840193,0.29690349,0.238044,0.94000244,0.064260095,21.5226,18.969575882,0.99427551,3.3359282,0.40686169,8.9673367,4.652542675582496
8.562013,0.55361879,0.28520244,2.399649,0.94815463,0.071374975,18.452522,17.140453339,0.99499756,3.3557601,0.42525783,9.1851692,4.652494162371692
8.283861,0.54147285,0.28871149,3.301749,0.94832587,0.080259331,25.551519,5.184869766,0.9960953,3.3164885,0.56764454,8.4266911,4.939614600193658
8.238803,0.51338577,0.30467069,2.16116,0.95266032,0.083657958,28.375385,12.63603878,0.99600512,3.292726,0.46959254,8.991436,4.880159188866688
8.419289,0.48745316,0.31350657,4.956109,0.94851995,0.052722752,24.859135,42.29542923,0.99544072,3.3252604,0.34840205,9.0737715,4.561051471689721
8.132771,0.57785469,0.30793196,0.234774,0.94925243,0.046560679,25.086308,16.577453613,0.99440604,3.2793696,0.52787709,8.5956488,4.910685407879765
8.536443,0.51246625,0.23399235,0.602397,0.93398774,0.062917016,20.737259,41.766506195,0.99397761,3.3188438,0.44545454,8.3860188,4.675448258184175
8.291507,0.46203202,0.3091594,3.230549,0.94908226,0.063281983,27.362083,41.023914337,0.99909729,3.3045602,0.50990963,8.887002,4.95310957428107
8.045094,0.46917522,0.28412488,2.202853,0.94971138,0.082795076,22.425455,51.448547363,0.99987984,3.2800107,0.49595484,9.329731,4.969284415562309
8.258558,0.47272807,0.2832126,3.348818,0.9581542,0.097603798,21.423908,51.474533081,0.99281192,3.3330383,0.43554306,9.3398819,4.93184721962016
8.272317,0.41889271,0.30862385,3.65277,0.95785481,0.080388933,15.593503,20.67215538,0.99409395,3.2998703,0.43257284,8.8615646,4.772116989588872
8.183483,0.47084421,0.31606406,0.933093,0.95714575,0.067557596,17.489632,24.042715073,0.99647015,3.3546567,0.39249927,9.4522429,4.5376124335733
8.296343,0.45966095,0.30039266,4.759355,0.95280546,0.097961269,23.660006,43.701255798,0.99952561,3.3254819,0.36982074,10.1401854,4.8348136369727435
8.295939,0.48343709,0.33069405,3.271048,0.94732487,0.086278073,19.848408,7.131705761,0.99757129,3.327002,0.54943967,7.9285021,4.5563830309020625
8.278429,0.59196937,0.25967118,1.666645,0.94386345,0.055189256,19.969009,6.871979237,0.99175626,3.2992876,0.41500488,8.6522341,4.5655411188502795
8.527058,0.55179983,0.29026577,4.752354,0.94918591,0.056097738,26.920343,9.742006302,0.99226809,3.312583,0.58942068,8.0790691,4.958383131976104
8.184986,0.56703389,0.29196534,3.295618,0.95174605,0.03023064,23.674246,39.203411102,0.9936105,3.2720175,0.37487933,9.5373974,4.950758515884514
8.347085,0.53156781,0.27965993,2.201752,0.95951754,0.070071124,31.397903,18.989990234,0.99622387,3.3907185,0.54232705,7.8251162,4.638977318850253
8.201018,0.53956819,0.31741694,1.512911,0.95424426,0.151931971,30.672611,27.074487686,0.99717772,3.3438694,0.39564613,10.2404642,4.896814493321298
8.430315,0.51748812,0.28156182,2.237806,0.94386268,0.007269532,22.398018,41.735370636,0.99651313,3.3170741,0.36612308,8.9769087,4.686311419346014
8.271132,0.52059036,0.307919,5.234407,0.95908737,0.087895148,13.921411,31.190158844,0.99555224,3.3184319,0.44673789,9.0576057,4.6804261900494515
8.010678,0.50738543,0.28430203,6.001885,0.95683461,0.01030503,26.898825,36.33599472,0.99757856,3.3893633,0.4021332,9.3366032,4.85333390855331
8.195831,0.4201746,0.29503319,0.694619,0.94538295,0.081815042,20.311216,24.594442368,0.99550158,3.3434815,0.50156176,7.9555097,4.691127113759465
8.061543,0.48744974,0.30122226,0.833111,0.95293987,0.09014333,29.994791,9.590301514,0.99218065,3.2991328,0.38651711,9.6934881,4.991794358970013
8.081437,0.54072422,0.30759698,1.550629,0.95147461,0.092185602,25.955456,34.146903992,0.99551326,3.3264995,0.53075236,8.7846584,4.859889667656832
8.173364,0.49111626,0.28211021,2.270144,0.94588482,0.086872846,14.247115,31.90023613,0.99457514,3.2785788,0.43957195,9.632515,4.941694836948471
8.341088,0.4836556,0.29920262,1.927219,0.95118433,0.032893203,19.698727,11.03798008,0.99720842,3.3049946,0.40640774,10.0126419,4.982155431184055
8.220919,0.49873644,0.29948211,2.012304,0.9496119,0.079399578,29.599882,33.530952454,0.99420422,3.3364573,0.49684006,8.4333897,4.809393088304283
8.005628,0.51115322,0.25147876,4.942731,0.95099026,0.048928309,28.796759,28.151519775,0.99147266,3.372931,0.41957963,8.0569191,4.735475347768068
8.316108,0.47351414,0.2796981,0.86459,0.94459063,0.060174894,23.208529,22.750864029,0.99697125,3.3251467,0.44179606,9.3047647,4.851171930795678
8.43366,0.48930088,0.28090149,3.076712,0.95776474,0.042716499,24.487457,5.776589394,0.99452353,3.3303144,0.42085394,8.9203434,4.895449211704141
8.293566,0.47767836,0.32404169,1.109633,0.94772112,0.087874293,30.649452,35.141895294,0.99470443,3.2812388,0.44295231,9.5625792,4.990395168976137
8.57722,0.49347588,0.27390316,4.633732,0.95925534,0.059531562,19.848469,6.383806705,0.99523777,3.3171742,0.4177354,9.6402674,4.982470189429134
8.247532,0.58268595,0.2941246,2.91598,0.94764143,0.052513037,17.706076,42.722026825,0.99364519,3.2705038,0.55270314,7.6580548,4.532088992614707
8.331882,0.51228106,0.332165,1.985267,0.95173627,0.10431093,28.794476,34.144275665,0.99506533,3.356672,0.52741587,8.7707062,4.864023536813752
8.614662,0.52273452,0.28448966,3.725808,0.95707136,0.107218206,21.972942,17.356622696,0.99495965,3.26004,0.42929453,9.2719641,4.820937224045272
8.162518,0.52716279,0.33273858,2.750494,0.94698775,0.08426448,25.631268,4.372553825,0.99603164,3.3776979,0.36594728,9.9701109,4.680836764974054
7.900361,0.51843596,0.3023614,4.825953,0.95016313,0.081630521,18.756693,25.967294693,0.99660975,3.3969169,0.39559981,9.7364426,4.664558290878509
8.248793,0.5391978,0.298233,5.310248,0.94782305,0.091744661,24.317522,32.843811035,0.99344426,3.3646662,0.46625075,8.8534698,4.918076419539163
8.341794,0.43953007,0.30042773,2.240988,0.94935685,0.047168784,26.1987,13.705523491,0.99562961,3.3514342,0.52412826,8.9384756,5.066085290420719
8.162804,0.45662543,0.30565286,0.437693,0.95165688,0.03445182,24.35372,11.778198242,0.99754393,3.3518581,0.47124082,9.4596062,5.011551501615164
8.34443,0.50598663,0.27556461,5.601951,0.9532162,0.07288938,14.644657,33.890651703,0.9960379,3.3468411,0.49343055,9.4641333,5.019404901286471
8.170331,0.47587469,0.28985265,4.866491,0.9458946,0.056773331,25.782782,26.505279541,0.99296218,3.3115797,0.42190674,9.1007442,5.004937473224663
8.349309,0.47539672,0.29250851,2.214953,0.94734472,0.091486849,27.153112,4.026020527,0.99317247,3.3446774,0.51561821,8.5824375,5.008496379961047
8.020976,0.51073492,0.31042245,6.789348,0.94846416,0.05018454,20.34631,17.333978653,0.99465549,3.305414,0.54080474,9.3618288,5.177686286671205
8.269937,0.44465685,0.27743226,0.62048,0.96343464,0.062481802,31.150032,36.016746521,0.99240488,3.3360145,0.58017576,9.0868292,5.194548303844863
8.062064,0.46991056,0.28631601,0.619918,0.94695932,0.057461608,20.780539,53.904670715,0.99816465,3.3453436,0.68665999,8.6018572,5.05018059831498
8.430402,0.49329144,0.29267979,3.112625,0.94244516,0.030630773,26.59193,41.059337616,0.99622524,3.2715807,0.60499865,9.2142677,5.221794115424388
8.276937,0.47438648,0.30027285,1.402391,0.95179564,0.055965785,22.760569,35.816326141,0.99488801,3.2938769,0.57902431,9.0592546,5.098139230505403
8.146943,0.48283821,0.29001403,1.092165,0.94654512,0.013091165,21.505869,41.033420563,0.99336714,3.3263066,0.4552497,9.5294619,5.088925037496518
8.3292,0.51859504,0.2709567,2.733477,0.95272642,0.05561227,26.521086,34.918453217,0.99509686,3.3225653,0.4358018,9.5055094,5.019948159616089
7.898064,0.53364092,0.27437571,0.001224,0.95585454,0.084143944,30.285492,5.5551548,0.99532133,3.3071568,0.46245146,9.5180197,5.0161408213212395
8.461902,0.52225131,0.30194736,2.005646,0.94249243,0.003047916,24.703928,34.093048096,0.99640751,3.3368723,0.58296669,8.8098125,5.035059251335499
8.176118,0.55668336,0.28546917,3.837811,0.95126587,0.061618857,18.770973,25.014369965,0.99313647,3.321501,0.57046878,10.4264097,5.493945764813254
8.193485,0.48842072,0.2560235,3.907508,0.95237595,0.072781928,26.239111,14.214178085,0.99693543,3.3131216,0.50743449,8.9823322,5.0302211048456105
8.130014,0.47346964,0.28852823,7.562038,0.94858354,0.059460115,28.414427,53.092761993,0.99851066,3.3569694,0.5413053,8.9863815,5.120205462673965
8.191092,0.49481699,0.31265661,2.615564,0.94732958,0.035819434,21.327318,33.433853149,0.9960016,3.2502143,0.53193927,9.5785236,5.202724461321211
8.583672,0.49115658,0.30451906,0.052685,0.94064552,0.071721204,17.746965,4.126802444,0.99563032,3.3064585,0.5095489,10.4245329,5.273443558819018
8.100591,0.52665728,0.3259818,0.998866,0.9504872,0.103654802,19.606796,21.588495255,0.99369341,3.3287737,0.57148033,9.6182499,5.15508357031219
8.401107,0.50137436,0.30907431,3.048454,0.95409763,0.02714064,17.480104,56.483970642,0.99730933,3.2999816,0.4247441,9.8604403,5.002928291304788
8.182399,0.54589248,0.30432087,1.440587,0.95026243,0.071337946,19.94553,42.591453552,0.9927159,3.3151858,0.57432771,9.2850142,5.087676958263436
