age,fnlwgt,capital-gain,capital-loss,hours-per-week,education-num,workclass,education,marital-status,occupation,relationship,race,sex,native-country,class
6.1744614,4845.0376,199.4321,1.4293151,7.789643,4.5372724, ?, Doctorate, Separated, Adm-clerical, Unmarried, Black, Female, United-States,50K-
40.5483822,289962.6601,6004.2698,1331.4135355,23.555665,6.4599369, ?, 11th, Widowed, Other-service, Other-relative, White, Female, Italy,50K-
41.8455905,150697.4873,518.5562,455.5821592,40.015683,6.2989478, Federal-gov, 9th, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male, Dominican-Republic,50K-
22.4265704,237904.6705,17547.845,569.123912,47.056629,11.2780592, Self-emp-not-inc, Preschool, Divorced, Transport-moving, Wife, White, Female, Poland,50K-
6.1744614,4845.0376,4.4359,1.4293151,7.026468,12.6091999, State-gov, 10th, Separated, Farming-fishing, Not-in-family, Other, Female, ?,50K-
16.341302,46683.1159,8616.1466,518.4823896,7.026468,9.3627182, Self-emp-inc, Some-college, Married-spouse-absent, Exec-managerial, Wife, Asian-Pac-Islander, Female, Italy,50K-
32.8984057,25369.399,1291.0416,383.9447572,56.387336,16.4046143, ?, 9th, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male, Outlying-US(Guam-USVI-etc),50K-
56.5868171,350432.1215,19918.3352,1064.5548672,46.076031,12.4182106, ?, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female, El-Salvador,50K-
24.7891914,264761.1548,8998.3589,1314.5312269,7.026468,10.8418208, Local-gov, 11th, Married-spouse-absent, Exec-managerial, Husband, White, Male, Peru,50K-
16.1296837,67278.8773,19059.0906,369.3739977,66.704744,8.2333492, Self-emp-inc, 1st-4th, Married-spouse-absent, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male, Poland,50K-
54.3651405,17154.7138,16712.9491,1026.6133691,38.701804,7.5931446, Self-emp-not-inc, Prof-school, Separated, Other-service, Husband, Asian-Pac-Islander, Male, ?,50K-
33.9115211,231506.7464,18402.6692,169.7059265,58.448487,11.7348795, State-gov, Assoc-voc, Separated, Adm-clerical, Wife, Other, Male, India,50K-
9.9056588,297187.7617,15025.9211,23.5410436,42.009753,13.0217888, ?, 9th, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female, Dominican-Republic,50K-
51.433904,103255.8701,6521.7111,868.3590196,43.933441,13.9409611, Federal-gov, 9th, Married-spouse-absent, Other-service, Not-in-family, Black, Female, Poland,50K-
31.9214813,54974.3355,8206.3519,347.8774528,74.315789,11.8100462, Self-emp-inc, 11th, Married-AF-spouse, ?, Other-relative, Amer-Indian-Eskimo, Female, Mexico,50K-
6.1744614,4845.0376,4.4359,1.4293151,7.026468,8.29034, Federal-gov, 9th, Separated, Exec-managerial, Unmarried, Other, Female, Mexico,50K-
52.4781594,46597.8786,9269.4132,58.4039273,26.251955,10.5677339, Self-emp-inc, 1st-4th, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female, Japan,50K-
15.7654723,138777.007,1910.6103,252.3278705,64.563388,15.2868097, Self-emp-inc, 11th, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Female, India,50K-
6.1744614,4845.0376,4.4359,1.4293151,47.999876,11.3768523, ?, HS-grad, Married-AF-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female, Trinadad&Tobago,50K-
51.8545546,252343.9353,12875.414,643.1760329,20.781903,9.5068296, Federal-gov, 1st-4th, Never-married, Tech-support, Wife, White, Male, United-States,50K-
28.2001807,357786.8261,2641.2528,46.7610904,73.365217,6.0044637, Self-emp-inc, 5th-6th, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male, Trinadad&Tobago,50K-
30.9250389,389692.7092,5953.9361,655.5111448,71.698614,4.4668121, Self-emp-not-inc, HS-grad, Widowed, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male, Puerto-Rico,50K-
47.5336864,294578.7491,18297.9756,84.0769528,26.197328,13.6643629, Self-emp-not-inc, 10th, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male, Mexico,50K-
16.6899184,454905.8093,4.4359,757.8523107,7.026468,9.3615141, Federal-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Male, Japan,50K-
30.1737428,482337.951,2633.9051,739.4366051,74.207459,12.1086171, Federal-gov, 9th, Widowed, Transport-moving, Unmarried, White, Male, ?,50K-
28.6930842,365020.8672,2511.9026,879.9792994,64.289548,5.1572568, State-gov, 7th-8th, Married-AF-spouse, Priv-house-serv, Unmarried, Black, Male, Italy,50K-
26.2899531,202765.1463,10406.4648,341.5519204,52.901033,15.7403739, State-gov, Prof-school, Never-married, Priv-house-serv, Own-child, Amer-Indian-Eskimo, Male, France,50K-
44.4722494,443155.6979,5529.7558,1233.1040966,29.007261,14.50866, Federal-gov, 10th, Separated, Handlers-cleaners, Unmarried, White, Male, Poland,50K-
11.3578084,252581.7795,15834.3636,29.5634353,21.075945,10.101114, Local-gov, 9th, Divorced, Craft-repair, Wife, Other, Male, Peru,50K-
51.9634213,405427.4408,5347.9725,279.4175624,64.179439,11.4377651, State-gov, 5th-6th, Married-AF-spouse, Tech-support, Not-in-family, Other, Male, Guatemala,50K-
24.363886,381488.6296,7032.0591,185.8786446,16.852431,8.0989326, ?, Assoc-voc, Separated, Adm-clerical, Own-child, White, Female, Trinadad&Tobago,50K-
11.8263321,185901.8348,8833.392,45.5262051,42.970512,11.922588, Self-emp-inc, 9th, Divorced, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Male, Italy,50K-
44.5258016,177429.0872,2556.4631,1024.081191,50.749204,15.2769088, State-gov, HS-grad, Widowed, Transport-moving, Unmarried, Asian-Pac-Islander, Female, Philippines,50K-
39.3968435,115737.3674,20750.8019,595.0678015,52.531194,11.2121843, Self-emp-not-inc, Prof-school, Separated, Transport-moving, Other-relative, Black, Female, Outlying-US(Guam-USVI-etc),50K-
