sepal_length,sepal_width,petal_length,petal_width,class
5.7292547,2.77734,1.363963085,0.8075089463,Iris-versicolor
3.758993,2.04966,4.78196208,0.7879040129,Iris-versicolor
6.5278185,3.47116,2.34798326,1.4235952053,Iris-versicolor
5.82438,1.93267,0.742076592,1.2121492515,Iris-versicolor
5.1828111,2.70931,3.792965456,0.0026216204,Iris-versicolor
6.666299,3.60959,1.516570113,1.3610277653,Iris-versicolor
7.2583085,3.72656,3.739156113,3.2853003975,Iris-versicolor
7.7399882,2.41452,4.833342753,0.8885630621,Iris-versicolor
4.6981298,3.23152,3.670765903,2.2854606314,Iris-versicolor
8.0163718,3.29678,3.682059486,1.2335590127,Iris-versicolor
7.3278711,3.09727,0.226282584,0.9055188055,Iris-versicolor
5.9743533,1.99804,1.385739627,1.2472905133,Iris-versicolor
5.9469528,2.69291,4.454375786,0.7328128875,Iris-versicolor
6.4342631,2.37553,4.463856907,1.7476319101,Iris-versicolor
8.3655499,3.15458,4.795979845,1.6538142895,Iris-versicolor
4.2633677,2.75429,3.016539775,2.3054659678,Iris-versicolor
5.8279211,3.50505,3.227768221,0.0026216204,Iris-versicolor
7.8038147,2.74887,1.775717317,1.0009327353,Iris-versicolor
4.8199475,3.07427,4.405761353,1.326578074,Iris-versicolor
5.8074793,3.30548,1.182089064,1.608680227,Iris-versicolor
5.0825105,3.69271,7.424496879,1.2324730898,Iris-versicolor
4.460752,3.30315,6.739889699,0.7865361359,Iris-versicolor
3.6815195,2.98392,4.250747567,1.534693978,Iris-versicolor
6.1844838,3.51393,0.009449772,0.8719721531,Iris-versicolor
4.3945812,3.05588,6.595718863,0.9132587557,Iris-versicolor
6.9147396,2.7397,4.381238867,0.3239693824,Iris-versicolor
5.1403592,1.87547,3.364031872,3.533393689,Iris-versicolor
5.2041793,3.0212,1.734457657,1.4482531287,Iris-versicolor
5.698789,3.30988,2.901599048,1.8611827169,Iris-versicolor
4.1261221,2.77922,3.857859328,1.7942450973,Iris-versicolor
6.9476041,3.29072,3.507011517,0.8276733018,Iris-versicolor
6.2184181,2.07606,4.109284778,1.0866876654,Iris-versicolor
5.8678496,3.43748,2.717451325,0.0026216204,Iris-versicolor
5.7689686,3.25236,3.137699291,3.0221018413,Iris-versicolor
6.5905879,3.19391,3.14759644,2.6043774196,Iris-versicolor
5.4849873,3.85376,3.14363937,2.4041956671,Iris-versicolor
7.4040402,3.11832,0.082652556,0.7632229451,Iris-versicolor
6.5328603,3.73122,3.614663988,1.2525203152,Iris-versicolor
5.9030878,3.01447,3.274160084,1.3125193598,Iris-versicolor
7.9359617,2.3792,0.219143028,1.091963642,Iris-versicolor
7.907209,2.76849,3.178155416,0.8346561902,Iris-versicolor
6.1806323,3.29123,3.037202679,0.8025470486,Iris-versicolor
3.8330662,2.55078,3.112411284,0.8564417934,Iris-versicolor
4.4992614,2.62326,7.759022524,0.7666206837,Iris-versicolor
6.8060504,2.82995,0.73018387,1.450896507,Iris-versicolor
5.1489174,2.978,6.005009514,0.9881103219,Iris-versicolor
6.206501,2.68862,0.76225794,1.4490294459,Iris-versicolor
5.7529829,2.71345,1.840473171,0.8732261928,Iris-versicolor
6.283226,2.80385,3.202627275,0.8623480182,Iris-versicolor
7.4665722,2.45146,3.227808276,0.6153555914,Iris-versicolor
6.8094561,3.23271,3.268962513,0.5018938258,Iris-versicolor
5.7567371,2.52061,1.035294707,1.2960609819,Iris-versicolor
4.6324167,3.27897,2.858010509,3.0583713549,Iris-versicolor
4.8964817,3.3997,5.011216167,1.420707239,Iris-versicolor
4.2673217,3.90756,5.387472041,0.7934108978,Iris-versicolor
3.9915267,3.09699,3.331737278,0.7779362247,Iris-versicolor
8.0598382,2.31321,3.393113158,0.9193888601,Iris-versicolor
8.3626546,2.72993,3.400503815,0.5849637217,Iris-versicolor
5.5499031,3.14513,3.232356616,0.7318777301,Iris-versicolor
4.0088158,2.9208,3.815998665,2.7566996437,Iris-versicolor
7.2176774,2.19252,0.432828841,1.5918119066,Iris-versicolor
5.7176263,2.89524,2.980298823,2.0457240729,Iris-versicolor
7.0698698,3.80889,2.662913255,2.4927588946,Iris-versicolor
6.5107184,2.45488,3.635843806,0.737770589,Iris-versicolor
3.9175469,3.72662,3.671545417,2.3898987629,Iris-versicolor
7.7862945,3.32783,3.641950277,1.5757761476,Iris-versicolor
5.6414746,3.04935,3.172378063,3.1620447375,Iris-versicolor
6.4346139,2.57341,3.872631906,1.5200741563,Iris-versicolor
5.769808,3.68521,2.86310728,2.2026497871,Iris-versicolor
6.9924624,3.65562,3.651931812,2.4633687448,Iris-versicolor
4.9967268,2.22157,4.78876289,2.7672157736,Iris-versicolor
6.2110451,1.87547,0.064783628,1.1510570492,Iris-versicolor
4.3606205,3.24669,5.82742717,0.7694283006,Iris-versicolor
7.7748792,3.28491,4.551137342,0.6179278854,Iris-versicolor
6.4964447,2.94572,2.883401516,0.3788254876,Iris-versicolor
3.816849,2.79238,3.869614797,2.13185671,Iris-versicolor
