fixed acidity,volatile acidity,citric acid,residual sugar,is_red,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.1987295,0.42647025,0.3075574,3.1589,0.9370145,0.0971502,29.50946,60.465015,0.99681056,3.1938531,0.4907127,8.359884,4.482939224230542
7.9269714,0.50348765,0.2711967,5.6522,0.7578711,0.0614336,0.007068,44.346039,0.99583501,3.2203064,0.43113062,9.121624,4.916168618470275
8.0070705,0.43140715,0.2479317,2.8242,0.9233026,0.0576268,20.422684,57.038445,0.99620503,3.104228,0.52106726,8.373626,4.876710591026088
7.8649621,0.49326208,0.3141079,1.6186,0.9043409,0.0614056,5.226738,85.935173,0.99392575,3.2634392,0.43219867,8.95649,4.689810711527392
8.1873894,0.53563821,0.3806496,1.9712,1.0549185,0.0437797,34.537003,45.222416,0.99529171,3.2647574,0.49864978,8.243084,4.559289870468401
7.7463903,0.52206427,0.3378042,0.5618,1.0938359,0.0994664,7.23321,46.816959,0.9958418,3.2995698,0.46518868,9.007251,4.6255887382037635
5.3258495,0.51615697,0.1837744,0.1215,1.048862,0.0987075,22.591806,57.546295,0.99378294,3.2702136,0.58725154,9.581296,4.930150184488751
8.6922312,0.57628691,0.2522791,3.1608,1.0948319,0.0854324,27.115637,50.810131,0.99519539,3.2538326,0.47375706,8.694503,4.63896808307907
8.5696144,0.59458017,0.2448165,2.9654,0.969056,0.0750829,21.366098,46.802452,0.99635655,3.3650758,0.43670592,9.627534,4.884116973080606
6.8926783,0.55978584,0.0873518,0.5007,1.0921228,0.0673941,36.946739,65.742516,0.99570727,3.2428887,0.50710088,8.859517,4.883327460152637
8.8419771,0.42374584,0.1952008,1.0795,0.9440532,0.0899129,15.123672,58.698341,0.99719107,3.318593,0.43361598,8.957094,4.746927604906068
7.6326332,0.53698939,0.2182814,3.1623,0.9747425,0.0315485,42.751225,66.731674,0.99321544,3.21398,0.40544185,9.024796,4.9587378596717615
9.2579336,0.44725782,0.3004462,0.4436,1.0131358,0.0872579,16.647305,53.227676,0.99689156,3.2914484,0.43543398,9.539558,4.683611841715866
7.8795004,0.39842916,0.3558308,1.5891,0.8677857,0.0652794,18.257563,43.799072,0.99303639,3.2898424,0.38802695,9.337284,4.875602239430685
7.936903,0.40738237,0.2633114,1.1132,0.965359,0.0698666,30.544529,34.221664,0.9960022,3.2570548,0.41351736,8.855498,4.9039081035192424
8.4227448,0.53251076,0.1155982,0.2116,1.0405471,0.0690445,38.217659,30.703665,0.99429566,3.3702638,0.40483141,8.44916,4.807241283673596
7.6227531,0.34955725,0.3312836,4.5401,0.889779,0.0922273,40.384281,80.912277,0.9955458,3.189307,0.52118564,8.495701,4.938766929325576
7.1440325,0.59272194,0.5286191,2.0381,0.9604795,0.0625967,13.853654,23.447636,0.99394208,3.3374984,0.59722662,9.023355,4.852284836433364
8.5618248,0.55445302,0.3639666,3.8736,0.9084469,0.1253579,31.442108,49.554028,0.99657422,3.367713,0.55078822,8.701005,4.816852083610386
7.3939109,0.53549778,0.2771212,1.3214,1.0332987,0.0871128,43.850628,48.105255,0.99546748,3.1855357,0.4500401,9.013752,4.839782027004927
7.689187,0.44754162,0.4091926,0.0007,0.9746724,0.1332254,29.38485,47.69009,0.99721062,3.2951338,0.50005919,9.544191,4.960651861884053
7.2549987,0.5628919,0.040571,3.8986,1.1071242,0.1102359,35.055023,74.342751,0.99428856,3.294816,0.63943696,9.312387,4.897328418052607
8.1094904,0.4443337,0.318085,5.2067,0.9675652,0.0970332,22.907679,68.548401,0.99354082,3.300771,0.45081013,9.353752,4.963377660462968
