Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,class
142624.38275,1411.83849,432.748011,285.044356,1.3209599,0.64977939,154272.776539,358.33242,0.88343332,0.9858097,0.77544036,0.78562957,0.0059654524,0.00147640876,0.92121881,0.98987246,CALI
144005.49857,1420.10607,305.119965,309.780633,1.0280935,0.72609621,90586.913708,176.47974,0.87150367,0.9749427,0.75579803,0.97410118,0.0058421519,0.00051704289,0.63627355,0.99071693,CALI
141104.531,1341.06097,588.760435,280.153899,2.1048628,0.57037584,121001.449065,190.75814,0.86212664,0.978116,1.00839494,0.9314945,0.0056405672,0.00065918027,0.38241688,1.00197312,CALI
86903.10376,1014.23066,308.367096,271.773195,1.2970436,0.48310769,153445.378827,134.75656,0.69531623,0.9783255,0.73679166,0.82063045,0.0062181306,0.0003453527,0.85236639,0.99137112,CALI
70797.72852,1357.78976,542.746773,289.920738,1.0905536,0.54511629,132732.496005,210.8267,0.75526993,0.9737662,0.95975903,0.87195776,0.0026959155,0.00118695907,0.42081868,1.00357407,CALI
136384.3599,1477.20397,445.23814,282.448066,1.1474898,0.64444549,129468.774175,120.71066,0.83549122,0.9781318,0.87353382,0.72148149,0.0040634376,0.00089393411,0.82214713,1.00605188,CALI
142140.63437,1278.82428,622.783742,192.797214,2.012144,0.64970421,132549.488429,394.71047,0.71175411,0.9907291,1.06978206,0.95835814,0.0062717266,0.0011156079,0.42130096,1.00304818,CALI
105892.70564,1395.38507,626.516814,301.042502,1.492609,0.77086046,142041.202942,186.68747,0.72296583,0.9879934,0.80260698,0.79032016,0.0043879681,0.00138025022,0.64822277,1.00406865,CALI
138017.63977,1290.32995,554.828397,294.541662,1.8241075,0.63432207,124062.204879,138.17326,0.73470418,0.992968,0.96617906,0.93944542,0.0054201253,0.00103608827,0.87107204,0.99950266,CALI
150245.07194,1226.50033,305.993481,304.144415,0.978225,0.56875311,125630.464466,286.04465,0.71001982,0.9958884,0.78602158,0.94935814,0.00512531,0.00105666968,0.8327967,0.98031078,CALI
137730.41873,1399.20082,533.570063,299.30183,1.1912741,1.10766568,78754.074439,406.92928,0.78115485,0.9784809,0.99640907,0.97652646,0.004081267,0.00083972865,0.87651941,0.99765237,CALI
126727.72184,1381.90259,254.997667,250.026954,0.9655179,0.62499654,133530.635999,341.09015,0.90050885,0.9818008,0.72077633,0.93768308,0.0081630244,0.00135420563,0.5210811,1.00681573,CALI
105831.544,1427.10309,490.202127,290.543,1.428815,0.65107287,73585.526993,371.44999,0.79307267,0.9770791,0.79021123,0.94911275,0.0085554541,0.00071285091,0.61456603,0.99622137,CALI
88813.89927,1475.04947,300.185858,289.899832,1.1203895,0.73305242,128748.294275,353.7256,0.89362768,0.9810736,0.75295859,0.88467369,0.0054295622,0.00063636438,0.77324235,0.98849454,CALI
278.38107,1448.15198,430.047213,224.058183,0.9631851,0.47056824,114539.018559,134.59115,0.68726851,0.9731524,0.71674317,0.75241529,0.0033415473,0.00132988024,0.5707009,0.98223298,DERMASON
88561.17535,706.36604,625.087478,99.179324,1.5241887,0.83951182,138932.378953,346.54556,0.74393299,0.9758863,0.94771924,0.76642762,0.0047033108,0.00087155742,0.55414248,0.99400931,DERMASON
155019.14226,876.75678,236.144909,294.263115,1.1524724,1.04704814,73175.207473,257.0264,0.84077996,0.9841195,1.06854547,0.82117874,0.0069348669,0.00140496765,0.74014939,0.98882431,DERMASON
64980.9049,1163.98726,569.58954,229.938453,1.9036911,0.93133931,122380.400211,118.05332,0.90865641,0.9887679,0.82532274,0.8514086,0.0061262917,0.00079675702,0.401006,0.99933951,DERMASON
100493.50257,1399.17994,412.006343,298.367721,1.4522569,0.95730926,122060.408558,199.08987,0.80292275,0.992808,0.91322231,0.67137661,0.0040567188,0.00133936415,0.46537196,0.98978347,DERMASON
125058.96563,726.90716,413.573594,320.907093,1.2184817,1.02103852,95693.823583,153.29396,0.71523674,0.9875718,0.82984764,0.80329118,0.0040861671,0.00091846753,0.38339557,0.9943251,DERMASON
