age,fnlwgt,capital-gain,capital-loss,hours-per-week,education-num,workclass,education,marital-status,occupation,relationship,race,sex,native-country,class
50.42372136,249936.37213,11993.459867,859.8570019154,79.69523,11.61657, State-gov, 10th, Married-civ-spouse, Priv-house-serv, Not-in-family, White, Male, Ireland,50K-
17.28067006,5442.40657,2726.68381,136.9283510373,30.92675,10.12911, State-gov, 12th, Married-AF-spouse, Transport-moving, Wife, White, Male, Columbia,50K-
48.84457848,544380.3209,2193.098565,1199.7321606346,79.00155,14.86758, Private, 1st-4th, Never-married, Protective-serv, Other-relative, Asian-Pac-Islander, Female, Columbia,50K-
61.61896205,134673.58711,14516.526762,1182.3750280392,69.46394,16.49246, Self-emp-inc, 7th-8th, Never-married, Farming-fishing, Unmarried, Other, Female, Ireland,50K-
29.33877872,161173.4251,24045.678223,551.3910606897,39.41776,10.94639, State-gov, 9th, Married-civ-spouse, Protective-serv, Husband, Other, Female, Japan,50K-
34.50787927,76152.80582,3807.938791,872.9293215277,75.40569,13.96406, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male, Honduras,50K-
50.70060357,481068.36404,12016.250935,1087.3372712746,76.91651,6.46189, Self-emp-inc, 5th-6th, Divorced, Protective-serv, Own-child, Asian-Pac-Islander, Female, Iran,50K-
42.17130515,240979.36173,4254.802433,1523.9363998445,32.32765,18.1941, Local-gov, 1st-4th, Divorced, Handlers-cleaners, Wife, Black, Female, England,50K-
2.91842331,495993.05308,2868.816936,243.0567913052,84.49775,7.98442, Self-emp-not-inc, HS-grad, Separated, Adm-clerical, Wife, White, Female, Ecuador,50K-
54.88913373,467464.11225,15860.255254,879.9849587973,75.45269,14.66528, Self-emp-inc, 10th, Widowed, Priv-house-serv, Other-relative, Black, Female, Greece,50K-
14.84665383,136824.06734,5454.960887,731.527842679,16.26897,7.86316, ?, Preschool, Never-married, Priv-house-serv, Other-relative, Amer-Indian-Eskimo, Male, Greece,50K-
0.03904451,217.71783,5.621231,0.0054957275,0.50684,9.27359, Never-worked, Doctorate, Divorced, Machine-op-inspct, Not-in-family, White, Male, Ireland,50K-
78.28455892,99903.2395,2666.314219,996.8406524775,9.76781,10.71118, Private, 10th, Divorced, Priv-house-serv, Wife, White, Male, Germany,50K-
