age,fnlwgt,capital-gain,capital-loss,hours-per-week,education-num,workclass,education,marital-status,occupation,relationship,race,sex,native-country,class
17.80761345,349872.45,9386.0866599,287.54986,6.192126,9.4599672, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male, Puerto-Rico,50K-
8.9512564,37.87,0.1215001,467.88512,60.339957,5.9283075, ?, 10th, Married-civ-spouse, ?, Husband, Black, Female, Columbia,50K-
3.94557717,323434.98,12394.7617428,618.01629,77.310925,12.2449512, Local-gov, 5th-6th, Married-spouse-absent, Prof-specialty, Own-child, White, Male, Mexico,50K-
12.42667342,37.87,21734.0822734,200.01511,54.849099,14.0732575, Local-gov, Bachelors, Never-married, Handlers-cleaners, Other-relative, White, Male, Cambodia,50K-
24.01690566,275723.96,5044.6994753,328.81394,33.446631,10.7577085, State-gov, 1st-4th, Divorced, Priv-house-serv, Husband, Asian-Pac-Islander, Male, Cambodia,50K-
10.46557005,52130.52,10058.2741716,1049.73107,43.595625,6.186969, Federal-gov, Prof-school, Widowed, ?, Not-in-family, Other, Male, Germany,50K-
78.83709973,157791.57,7125.0003892,150.60739,16.293451,1.9073155, Private, 9th, Married-civ-spouse, ?, Own-child, Other, Male, ?,50K-
70.0115833,245050.28,2763.6407851,1100.36336,50.149361,8.7279434, ?, Preschool, Separated, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male, England,50K-
45.83750023,529361.22,7212.6348326,1099.91964,25.696456,10.9069271, Private, 5th-6th, Married-spouse-absent, Other-service, Wife, Other, Male, Vietnam,50K-
5.99013439,88845.55,1371.7781262,629.46654,79.683503,2.4928554, State-gov, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male, Columbia,50K-
79.15311711,157268.87,19844.7373348,1183.33296,47.024684,10.9230868, Federal-gov, 7th-8th, Separated, Farming-fishing, Wife, White, Male, England,50K-
22.69375672,37.87,1314.8053446,317.20492,0.061077,18.2179637, ?, Doctorate, Divorced, Transport-moving, Unmarried, Black, Male, Vietnam,50K-
0.07042796,154449.01,423.0527806,609.01881,25.669143,9.7493794, Self-emp-not-inc, 9th, Never-married, Adm-clerical, Wife, Other, Male, Puerto-Rico,50K-
31.79078964,512044.23,0.1215001,816.5409,32.987315,3.7442714, Self-emp-inc, Assoc-acdm, Widowed, Exec-managerial, Husband, Asian-Pac-Islander, Male, Canada,50K-
42.56415897,133455.02,2288.6384949,613.75406,34.061299,10.2668883, Federal-gov, 7th-8th, Widowed, Protective-serv, Husband, Other, Female, United-States,50K-
0.07042796,37.87,18466.7850986,699.50459,20.660569,9.6905814, ?, HS-grad, Never-married, Farming-fishing, Other-relative, Black, Male, El-Salvador,50K-
55.55011288,458931.46,8494.4657207,812.81346,75.408991,8.8844236, Private, HS-grad, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Male, Haiti,50K-
46.28767934,376751.23,7252.334082,26.71502,24.908183,6.503997, State-gov, HS-grad, Separated, Exec-managerial, Other-relative, Other, Male, Puerto-Rico,50K-
53.86331654,543318.37,16904.3879555,49.87025,25.769314,9.64426, ?, Doctorate, Separated, Other-service, Own-child, Other, Male, ?,50K-
0.07042796,37.87,0.1215001,177.60511,14.352422,14.7798368, Private, Assoc-voc, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male, Haiti,50K-
3.41748025,37.87,0.1215001,281.30544,0.061077,9.8630758, Local-gov, Bachelors, Separated, ?, Own-child, Black, Male, Nicaragua,50K-
34.8684335,5263.09,2878.9169388,6.02593,77.332001,15.7849542, Federal-gov, Masters, Never-married, Tech-support, Own-child, White, Female, Cuba,50K-
58.23283288,3393.59,18868.3151538,338.57765,30.882566,13.9537548, Federal-gov, 9th, Married-civ-spouse, Other-service, Wife, Other, Male, Columbia,50K-
6.15259934,327763.76,0.1215001,152.78434,75.020079,8.0386735, Private, 5th-6th, Married-civ-spouse, ?, Wife, White, Female, England,50K-
56.23949561,345342.12,1262.1622332,191.62739,70.806577,9.3595993, ?, Assoc-acdm, Married-civ-spouse, Tech-support, Other-relative, Asian-Pac-Islander, Female, Haiti,50K-
32.37924076,522365.58,8121.171222,728.80921,3.975765,11.6051534, Local-gov, Some-college, Widowed, Transport-moving, Unmarried, Asian-Pac-Islander, Female, ?,50K-
58.1950299,217177.75,4936.2934792,960.75293,30.042027,11.5899145, ?, 11th, Never-married, ?, Other-relative, Black, Female, United-States,50K-
0.07042796,37.87,0.1215001,0.00875,49.631446,7.7527836, Local-gov, 10th, Married-spouse-absent, Farming-fishing, Own-child, Amer-Indian-Eskimo, Male, ?,50K-
19.52203412,462583.16,6436.8841079,51.70699,17.094628,6.0121106, Self-emp-inc, Masters, Never-married, Handlers-cleaners, Wife, Other, Male, United-States,50K-
83.65965025,560131.15,9026.7620264,6.40617,31.060581,10.4233117, State-gov, 9th, Divorced, Adm-clerical, Other-relative, White, Male, China,50K-
63.00849696,397086.66,17846.5894141,581.08476,24.188769,9.3536471, ?, 10th, Divorced, Tech-support, Unmarried, White, Male, China,50K-
85.93169255,306120.34,2349.381224,448.87428,13.577603,8.4561071, Self-emp-not-inc, Some-college, Widowed, Tech-support, Husband, Black, Male, Vietnam,50K-
68.19941331,273267.26,6104.7691455,1117.54748,50.863845,12.1792786, Self-emp-inc, 12th, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, Nicaragua,50K-
31.37217865,404688.6,3967.5677646,306.9161,85.430662,7.44503, ?, 11th, Married-civ-spouse, Priv-house-serv, Husband, White, Male, Canada,50K-
53.30223473,58634.97,655.7271043,861.66242,48.891891,13.876624, Private, HS-grad, Divorced, Priv-house-serv, Own-child, Other, Female, United-States,50K-
20.33775127,459664.85,12806.8964791,310.83376,71.621702,11.43112, Federal-gov, 1st-4th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male, Columbia,50K-
16.72740117,462849.62,13361.1751283,832.46119,11.461443,11.9328381, Self-emp-inc, HS-grad, Widowed, Transport-moving, Wife, Black, Male, El-Salvador,50K-
84.27407821,503226.25,19486.5886198,598.57982,46.800932,11.7659737, Federal-gov, Assoc-voc, Never-married, Protective-serv, Unmarried, Other, Male, Cambodia,50K-
45.67098519,303542.56,3142.6840605,958.46658,63.719448,7.7647957, Self-emp-inc, 12th, Married-civ-spouse, Prof-specialty, Own-child, White, Female, Mexico,50K-
63.05844324,232115.06,12018.2630756,785.02162,71.682993,10.5941053, State-gov, 7th-8th, Never-married, Farming-fishing, Wife, Amer-Indian-Eskimo, Male, Cambodia,50K-
43.08697872,360256.32,17274.9740982,656.10477,47.830995,15.3599435, Self-emp-not-inc, HS-grad, Separated, Priv-house-serv, Other-relative, Asian-Pac-Islander, Female, ?,50K-
