age,fnlwgt,capital-gain,capital-loss,hours-per-week,education-num,workclass,education,marital-status,occupation,relationship,race,sex,native-country,class
16.86249,115.8,22237.11481587,883.48,44.809003,10.701799, Local-gov, Masters, Never-married, Exec-managerial, Unmarried, White, Female, Dominican-Republic,50K-
9.24389,167590.1,5986.64839863,1143.8192,48.239569,12.401599, Federal-gov, Some-college, Separated, Tech-support, Husband, Asian-Pac-Islander, Male, Puerto-Rico,50K-
39.47854,255433.0,3874.52910763,1142.3285,45.073641,14.714876, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Other-relative, Other, Male, United-States,50K-
27.4246,533227.7,3300.71057713,421.6258,70.418456,13.317535, Private, Prof-school, Widowed, Tech-support, Not-in-family, Other, Male, Mexico,50K-
44.59798,399503.0,13699.30488426,222.024,34.329726,12.042812, Self-emp-not-inc, Prof-school, Separated, ?, Unmarried, White, Male, Nicaragua,50K-
31.13135,455216.2,17968.73865397,846.3856,9.899557,15.615386, Self-emp-not-inc, Assoc-voc, Widowed, Machine-op-inspct, Not-in-family, White, Male, United-States,50K-
57.5217,259265.2,4560.74589825,1121.5341,78.636814,13.44426, Private, Bachelors, Widowed, Protective-serv, Not-in-family, Asian-Pac-Islander, Male, Dominican-Republic,50K-
80.78938,296998.2,20646.22498084,1093.344,8.311189,9.146109, Private, 10th, Married-civ-spouse, Farming-fishing, Own-child, Black, Male, Nicaragua,50K-
31.55769,3681.3,6549.67875636,864.5039,48.383359,2.660915, Federal-gov, HS-grad, Never-married, Protective-serv, Husband, White, Male, Dominican-Republic,50K-
62.05931,334326.5,21846.52487337,167.1652,49.054997,8.280539, Private, Some-college, Widowed, Machine-op-inspct, Unmarried, Black, Female, United-States,50K-
0.00534,115.8,0.02279104,0.1212,47.803286,15.187893, Private, 11th, Never-married, Prof-specialty, Own-child, Other, Male, ?,50K-
0.00534,161198.0,16500.09758686,556.4994,0.041447,16.672521, Self-emp-not-inc, 1st-4th, Married-AF-spouse, Machine-op-inspct, Unmarried, White, Male, United-States,50K-
34.32846,544313.6,2253.50510954,442.9603,14.897059,13.253841, Self-emp-inc, 5th-6th, Widowed, Tech-support, Own-child, Amer-Indian-Eskimo, Male, Nicaragua,50K-
80.8685,286870.8,22276.93184091,565.0452,18.42438,11.415327, Local-gov, HS-grad, Widowed, Priv-house-serv, Unmarried, Asian-Pac-Islander, Male, Cuba,50K-
14.46975,275049.4,3183.89665328,957.1764,84.020959,14.034754, ?, HS-grad, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female, Nicaragua,50K-
7.00994,77580.4,0.02279104,0.1212,31.96147,9.31062, Self-emp-inc, Prof-school, Married-civ-spouse, Other-service, Wife, Other, Male, United-States,50K-
0.00534,81525.5,0.02279104,940.2538,0.041447,5.448743, ?, Masters, Married-civ-spouse, Tech-support, Not-in-family, Other, Male, Mexico,50K-
11.0166,44799.4,15340.5975218,441.8468,0.041447,12.360761, Private, 12th, Divorced, Sales, Wife, White, Female, England,50K-
0.00534,115.8,0.02279104,0.1212,54.786304,9.736387, Self-emp-not-inc, Prof-school, Divorced, Other-service, Unmarried, Black, Female, Japan,50K-
44.72839,63822.3,21840.11809667,790.1338,23.906851,10.881304, State-gov, Prof-school, Widowed, Adm-clerical, Own-child, White, Male, Japan,50K-
49.40805,397479.8,1186.98784964,574.8347,78.214303,6.479851, Self-emp-not-inc, 1st-4th, Never-married, Exec-managerial, Husband, Other, Male, Nicaragua,50K-
39.41258,434867.3,11283.11737578,0.1212,0.041447,13.330563, State-gov, Bachelors, Widowed, Prof-specialty, Husband, White, Male, Guatemala,50K+
39.11595,196084.9,17015.56078716,661.5791,61.132805,16.264965, Local-gov, 5th-6th, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male, Dominican-Republic,50K+
4.50434,115.8,21565.80712694,1160.7323,40.399843,19.646906, ?, HS-grad, Separated, Sales, Husband, White, Male, Philippines,50K+
49.86803,101246.2,17047.40030621,937.8045,85.148144,5.787303, Self-emp-not-inc, Masters, Separated, Priv-house-serv, Wife, White, Female, India,50K+
65.19514,383281.6,22062.33318901,716.1103,45.740246,7.586405, ?, Masters, Married-spouse-absent, ?, Wife, Other, Male, Dominican-Republic,50K+
58.76848,338186.8,8005.9256178,887.6753,23.117968,10.224531, Local-gov, 10th, Widowed, Sales, Husband, Amer-Indian-Eskimo, Male, Nicaragua,50K+
60.80066,482555.6,19410.32074045,823.2213,11.178319,9.500594, Local-gov, 1st-4th, Married-civ-spouse, Adm-clerical, Other-relative, White, Male, Nicaragua,50K+
44.21786,131050.7,21721.58040948,1168.5657,36.639345,14.600516, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Other-relative, White, Male, Guatemala,50K+
53.5986,232916.5,11243.90018907,242.4775,67.407442,12.435978, Federal-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Other-relative, Black, Female, England,50K+
72.65225,162867.1,13951.4580608,467.1851,22.936789,9.207931, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female, Guatemala,50K+
60.15876,461002.2,17971.73540297,69.7138,83.61518,7.532872, State-gov, Doctorate, Married-civ-spouse, ?, Unmarried, Other, Male, Dominican-Republic,50K+
68.06141,83455.9,10048.57886456,920.0807,35.536496,10.47983, Self-emp-inc, 1st-4th, Never-married, Prof-specialty, Husband, Other, Male, Japan,50K+
77.76363,395191.8,10288.26142835,125.6915,2.222109,12.576209, State-gov, Prof-school, Married-spouse-absent, Machine-op-inspct, Own-child, Black, Female, Dominican-Republic,50K+
43.58672,185110.4,8794.01212265,201.6781,75.612777,13.363197, Local-gov, Doctorate, Married-AF-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male, England,50K+
11.66478,489777.0,17335.05275774,0.1212,1.66239,13.886991, Private, 12th, Widowed, Other-service, Husband, Other, Male, Guatemala,50K+
45.21864,120015.4,17905.65286388,394.3907,24.503716,15.824754, Private, Assoc-voc, Divorced, Prof-specialty, Wife, White, Female, Guatemala,50K+
55.24288,224394.4,14725.06911045,920.7719,53.080186,15.356676, Federal-gov, Doctorate, Widowed, Transport-moving, Own-child, Asian-Pac-Islander, Female, ?,50K+
11.56607,115.8,18302.00286404,0.1212,68.736875,16.17836, Private, Masters, Married-spouse-absent, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male, United-States,50K+
38.49871,414546.8,20509.4111226,354.272,59.406536,11.637451, Self-emp-not-inc, Bachelors, Married-AF-spouse, Machine-op-inspct, Husband, Other, Male, England,50K+
34.04793,115.8,18369.57024957,165.6389,8.877404,13.368084, Federal-gov, 9th, Married-spouse-absent, Prof-specialty, Wife, Black, Female, Puerto-Rico,50K+
17.12434,441059.4,17721.98130313,371.0907,59.507969,15.807992, Private, Prof-school, Divorced, Machine-op-inspct, Not-in-family, Other, Male, India,50K+
71.53837,216751.1,14703.53616321,196.8478,62.01689,8.240457, Federal-gov, 1st-4th, Divorced, Transport-moving, Husband, Other, Female, Mexico,50K+
47.1269,449985.7,17779.35690667,255.7352,66.885853,12.619033, Self-emp-inc, 1st-4th, Widowed, Prof-specialty, Other-relative, White, Male, Dominican-Republic,50K+
9.11115,377947.0,9094.34580466,891.4372,86.82557,10.669079, Private, Doctorate, Married-spouse-absent, Craft-repair, Husband, Other, Male, Guatemala,50K+
18.20146,115.8,19730.64450193,0.1212,85.132989,13.12216, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Male, India,50K+
43.04014,115.8,16698.83276189,233.8212,58.300884,13.46445, Federal-gov, 1st-4th, Widowed, ?, Not-in-family, Black, Male, Japan,50K+
43.31823,122903.6,19587.24055097,286.6103,54.500029,12.624756, ?, 11th, Divorced, Farming-fishing, Wife, Amer-Indian-Eskimo, Male, Philippines,50K+
25.16555,335363.1,9345.85048704,313.1351,84.432154,14.907836, Local-gov, 10th, Married-AF-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male, Dominican-Republic,50K+
29.15397,226889.7,17152.84238415,124.4291,9.579643,7.158655, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Other, Male, Jamaica,50K+
36.69645,303493.0,14178.50097061,0.1212,26.630348,4.380306, Federal-gov, 9th, Married-AF-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, Mexico,50K+
69.4387,452618.6,14342.832519,767.9243,39.823745,15.636441, ?, Assoc-acdm, Married-spouse-absent, Sales, Own-child, White, Male, England,50K+
17.45973,349881.7,12266.69596115,667.9411,14.034993,10.885739, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male, Jamaica,50K+
67.65239,410771.9,22522.62987806,253.306,82.335685,8.285455, Private, Bachelors, Married-spouse-absent, Other-service, Wife, Amer-Indian-Eskimo, Female, Guatemala,50K+
58.81052,349685.1,11804.64792949,840.0007,46.291622,14.72837, Private, HS-grad, Married-AF-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male, Philippines,50K+
25.23111,178146.6,23444.95166398,723.9575,45.217812,14.389728, Private, Prof-school, Divorced, Craft-repair, Husband, Black, Male, Philippines,50K+
63.62545,213860.1,17358.24109178,474.5816,33.140757,9.12289, ?, 12th, Married-spouse-absent, Prof-specialty, Husband, Amer-Indian-Eskimo, Female, Nicaragua,50K+
29.48071,429491.2,18614.12212168,246.1813,22.747996,10.45663, State-gov, Doctorate, Married-spouse-absent, Protective-serv, Wife, Other, Female, France,50K+
