age,fnlwgt,capital-gain,capital-loss,hours-per-week,education-num,workclass,education,marital-status,occupation,relationship,race,sex,native-country,class
29.059062,150276.5,7987.5798,0.05701,82.46986,8.726464, Local-gov, 10th, Never-married, Farming-fishing, Unmarried, White, Female, ?,50K-
0.049691,64.1,3.2055,0.05701,1.406274,8.622614, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Female, United-States,50K-
0.049691,64.1,3.2055,0.05701,1.406274,14.19403, Private, Assoc-acdm, Widowed, Tech-support, Husband, Amer-Indian-Eskimo, Male, United-States,50K-
29.078582,287956.5,5957.266,518.64687,41.288392,7.445019, Self-emp-inc, 12th, Never-married, Farming-fishing, Husband, Black, Male, United-States,50K-
4.011833,310338.7,3312.2841,404.42144,35.099448,14.974693, Local-gov, Doctorate, Widowed, Tech-support, Not-in-family, White, Male, United-States,50K-
3.054993,64.1,15995.1945,0.05701,59.281262,4.254099, Self-emp-not-inc, 11th, Married-spouse-absent, Protective-serv, Own-child, Asian-Pac-Islander, Female, United-States,50K-
61.676472,270884.0,2305.3922,1268.71889,42.42887,14.052056, Private, Assoc-voc, Married-spouse-absent, ?, Husband, Asian-Pac-Islander, Male, ?,50K-
23.619735,394841.0,20520.9324,1275.59584,33.495889,9.09609, Private, 11th, Widowed, Protective-serv, Husband, Black, Female, United-States,50K-
6.495114,120272.3,3.2055,0.05701,9.646668,7.184481, Private, HS-grad, Married-spouse-absent, Tech-support, Unmarried, Asian-Pac-Islander, Female, United-States,50K-
54.650389,650.9,12586.7512,914.83989,58.159219,9.369919, Private, 12th, Married-civ-spouse, Priv-house-serv, Wife, Amer-Indian-Eskimo, Male, United-States,50K-
0.049691,64.1,20798.1496,0.05701,4.334438,5.254151, Federal-gov, Masters, Divorced, Priv-house-serv, Other-relative, Black, Male, United-States,50K-
0.049691,64.1,3.2055,0.05701,34.847003,16.525145, ?, Masters, Widowed, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female, United-States,50K-
0.049691,64.1,3.2055,627.3135,62.115768,1.390385, Federal-gov, 11th, Married-spouse-absent, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male, United-States,50K-
2.489051,542682.9,19474.7119,811.99535,19.477876,13.702697, State-gov, Bachelors, Widowed, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female, ?,50K-
29.450666,233105.6,9140.6734,295.01866,1.512891,13.578219, Local-gov, 1st-4th, Divorced, Priv-house-serv, Wife, Asian-Pac-Islander, Female, United-States,50K-
