dteday,holiday,weekday,workingday,season,yr,mnth,hr,temp,atemp,hum,windspeed,weathersit,cnt
2.7357726097,0.0125030261,0.7315766,0.7837448,1.5875471,0.1252998412,4.9276152,1.940185,0.2679019,0.23113917,0.45195457,0.2266153,1,14.789250526871813
2.5805485249,0.1120496541,3.1255283,0.6651312,1.1187297,0.0195384007,2.114388,2.140109,0.45266548,0.21549733,0.56518716,0.3250628,1,15.112018939510845
1.5818407536,0.1524360925,1.7142656,0.9439594,1.7671968,0.0486382134,2.4484389,2.598884,0.59008688,0.21671695,0.51207793,0.2238781,1,72.23532282043261
3.4563772678,0.1236478165,1.67,1.2065095,1.0194665,0.0950335935,3.4946156,1.985759,0.23383594,0.29506108,0.55423272,0.2230918,1,45.159634852727976
4.6826195717,0.1217690855,2.7204733,0.7696015,0.9547954,0.0354217626,4.6330385,2.649165,0.26678377,0.11266237,0.46961135,0.2731242,1,36.38492644750273
7.7994098663,0.1542231441,1.9344118,0.9269258,1.2652241,0.2171766162,3.2974048,1.698054,0.4027552,0.1972564,0.48646209,0.2741563,1,14.701323607832244
7.7994098663,0.1542231441,1.9344118,0.9269258,1.2652241,0.2171766162,3.2974048,1.698054,0.4027552,0.1972564,0.48646209,0.2741563,1,14.701323607832244
2.4891111851,0.1182149351,2.5457354,0.9227969,1.1407439,0.1150208935,0.2846255,2.944064,0.35871869,0.31748372,0.49355069,0.3253689,1,55.55375212002949
2.3128225803,1.99727e-05,1.9452345,0.7976356,1.2902254,0.1502367854,4.248106,2.567465,0.47846642,0.15559535,0.48934609,0.3050288,1,39.021142169640434
3.4563772678,0.1236478165,1.67,1.2065095,1.0194665,0.0950335935,3.4946156,1.985759,0.23383594,0.29506108,0.55423272,0.2230918,1,45.159634852727976
4.6826195717,0.0294580609,2.7204733,0.8375451,1.3800445,0.0354217626,0.0011549,2.919289,0.34442806,0.00027683,0.46961135,0.2731242,1,51.14959133530558
6.1847691536,0.179168582,1.3690068,0.994239,1.6302499,0.1118471473,3.118398,1.763535,0.26512361,0.22036082,0.48897281,0.3249634,1,16.348510925015585
2.3128225803,1.99727e-05,1.9452345,0.7976356,1.2902254,0.1502367854,4.248106,2.567465,0.47846642,0.15559535,0.48934609,0.3050288,1,39.021142169640434
3.6197154522,0.0368519872,1.9736135,0.9520038,1.5093203,0.0984447598,1.2071739,2.88201,0.38381779,0.26578179,0.53755772,0.2571971,1,65.33190195071936
1.0847661495,0.207748577,2.92746,0.8885483,1.4392127,0.0607998557,2.3837302,2.972984,0.10525861,0.25822157,0.4224613,0.2343594,1,63.56871774359869
7.1404647827,0.2004837692,2.3293717,1.1462432,1.1937447,0.0774389803,3.3350384,1.591077,0.33622059,0.21053156,0.48885056,0.2435052,1,18.843466111675756
3.5828225613,0.0113596972,1.9627807,0.6929675,1.5502177,0.0793669149,1.7175007,2.938657,0.37289941,0.22071624,0.46173847,0.2729197,1,59.05785527574229
7.9240293503,0.0916344896,1.5867413,1.2893261,1.4676815,0.1822642982,2.7316418,1.949081,0.23318206,0.04989597,0.4231641,0.2358437,1,35.67010557328076
1.5818407536,0.1524360925,1.7142656,0.9439594,1.7671968,0.0486382134,0.0011549,2.598884,0.00097667,0.21671695,0.51207793,0.2238781,1,30.331430248783345
3.4563772678,0.1236478165,1.67,1.2065095,0.2975521,0.0950335935,0.0011549,2.60361,0.23383594,0.21420299,0.55423272,0.2230918,1,67.54687254761104
1.1402601004,0.207748577,2.92746,0.8885483,1.4392127,0.0607998557,2.7108476,1.877734,0.28128177,0.25822157,0.42593646,0.2343594,1,20.946718748332277
3.5828225613,0.0113596972,1.9627807,0.6929675,1.5502177,0.0793669149,1.7175007,2.938657,0.37289941,0.22071624,0.46173847,0.2729197,1,59.05785527574229
3.6197154522,0.0368519872,1.9736135,0.9520038,1.5093203,0.0984447598,1.2071739,2.88201,0.38381779,0.26578179,0.53755772,0.2571971,1,65.33190195071936
7.7994098663,0.1542231441,1.3350438,0.9269258,1.2652241,0.0687236264,1.7431977,1.980937,0.4027552,0.1972564,0.48646209,0.2423692,1,20.6539805055164
7.5040364265,0.0647476614,2.5650294,0.9702922,1.2906053,0.1134545505,0.9620736,2.19273,0.3187654,0.24005239,0.34548357,0.1626745,1,27.175738200307837
3.6619696617,0.0219759531,2.147351,0.7503183,1.0147671,0.0845715478,1.5452404,2.642193,0.28553227,0.25905985,0.32967177,0.2371579,1,37.42049892520608
3.639893055,0.2783497274,1.67,0.8152957,0.2975521,1.05396e-05,3.0826409,1.941768,0.00097667,0.33207211,0.55423272,0.2799326,1,16.645896826290475
7.1404647827,0.2004837692,2.3293717,1.1462432,1.1937447,0.0774389803,3.3350384,1.591077,0.33622059,0.21053156,0.48885056,0.2435052,1,18.843466111675756
3.6619696617,0.0219759531,2.147351,0.7503183,1.0147671,0.0845715478,1.5452404,2.642193,0.28553227,0.25905985,0.32967177,0.2371579,1,37.42049892520608
