dteday,holiday,weekday,workingday,season,yr,mnth,hr,temp,atemp,hum,windspeed,weathersit,cnt
0.145595,0.0427474305,3.7095754,0.5085732341,3.75642347336,1.51188373566,5.6945133209,4.0095038414,0.43270227313,0.59822673,0.5221315622,0.13874179125,1,129.39901568013204
21.777903,0.18801353872,3.2007027,0.9034351707,2.73077845573,1.37448883057,7.9131650925,2.4645178318,0.62863367796,0.63224596,0.7934336662,0.1337928623,1,88.84656229244996
26.349247,0.28946745396,5.1075044,0.3196513355,2.09229278564,0.18488802016,8.4287405014,6.4170217514,0.48191058636,0.57515472,0.9633816481,0.21019536257,1,144.37891538839565
13.155901,0.07338800281,5.0908189,1.4105606079,3.25166916847,0.71878933907,0.7123268843,20.0571861267,0.54825693369,0.37062612,0.5551227331,0.29805225134,1,74.59864036748031
0.145595,0.0427474305,3.7095754,0.5085732341,3.75642347336,1.51188373566,5.6945133209,4.0095038414,0.43270227313,0.59822673,0.5221315622,0.13874179125,1,129.39901568013204
11.947186,0.08073101193,3.1878595,0.5420215726,2.4287750721,0.27020227909,8.2554922104,4.4876084328,0.62352871895,0.5795756,0.7607489228,0.04333657771,2,71.16792092131922
15.437536,0.33988249302,7.3761134,0.083554782,3.2857375145,0.75598579645,9.3181295395,4.1079239845,0.68736666441,0.3530286,0.7528384328,0.30046373606,2,75.88476448987272
22.305752,0.03659339249,3.5985618,0.5197779536,3.84830546379,1.11624133587,11.4508905411,3.520345211,0.51241320372,0.31560174,0.6269959807,0.37600538135,1,137.96592513047636
11.439384,0.07634565979,0.8098127,0.565083921,2.45723557472,0.09725702554,1.5625524521,5.1222572327,0.51628160477,0.49029097,1.0841994286,0.31806403399,1,131.86604143799659
12.256143,0.00315321074,5.9214873,1.2096555233,1.46076059341,0.30238175392,1.6544568539,17.3388652802,0.4155254066,0.58106303,0.4176546931,0.25914958119,1,71.61085924840154
4.811036,0.0804708153,0.4297818,0.7265230417,1.43151021004,0.44193863869,2.3841664791,13.9825363159,0.49665999413,0.3365038,0.5312858224,0.19002497196,1,105.8300321299981
20.681906,0.0857693553,1.9893142,0.3809851706,2.56028175354,0.11003758013,3.3662991524,5.2261652946,0.53493076563,0.405186,0.3918368518,0.26759132743,1,179.21410533104913
16.733263,0.19055743515,3.0747898,1.3567705154,3.30403256416,0.04456438497,4.8640985489,2.0037884712,0.34974828362,0.83031172,0.4922776222,0.26455482841,1,105.70966731413418
17.28409,0.12026236206,3.1870353,1.0874031782,2.02392363548,0.55310565233,0.0983303338,10.7310295105,0.51708072424,0.21433744,0.7079522014,0.18840448558,1,143.8975065314247
