Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,class
110778.56,1339.79721,287.28689,322.39103,1.0425358,0.47174032,93448.28,231.07727,0.79764148,0.9884275,0.94037737,0.9980312,0.0060023614,0.0016522564,0.7719806,0.9995217,SEKER
112841.89,1194.97707,402.43986,320.18037,0.9806672,0.47790064,115298.42,231.10718,0.88169556,0.9957832,0.79589725,0.9794467,0.0067670127,0.0017664255,0.80848262,1.0074106,SEKER
109238.7,1325.6796,208.11831,273.83376,1.0062635,0.67844908,111646.75,293.60275,0.84069762,0.9831833,0.7552058,1.0322084,0.0066107885,0.0014175074,0.59550109,0.9915522,SEKER
107084.98,1256.25772,379.90008,331.91241,1.0273403,0.52821729,101165.29,152.85946,0.88696455,0.9891953,0.92635256,0.9961868,0.0063275368,0.0015372602,0.82035064,1.0030069,SEKER
97293.37,1331.02763,167.67806,321.6587,1.1766919,0.4563331,98691.89,148.65054,0.68506202,0.9798957,0.73316429,0.9617882,0.0061593114,0.0016230723,0.72878521,0.9954631,SEKER
112599.44,1331.64866,418.69078,298.8655,1.0233282,0.66304619,79376.2,177.69486,0.751417,1.0027578,0.83831722,0.9934105,0.0072153487,0.0013941161,0.81430976,0.9981887,SEKER
127362.45,1224.30651,419.0034,308.64376,1.1625181,0.52516388,105401.92,152.03035,0.69766864,0.9794735,0.87817267,0.9639338,0.0066688423,0.0015665293,0.90375222,0.9905765,SEKER
111036.32,1159.44374,386.39245,316.72417,1.5119585,0.47766853,82725.48,204.46759,0.67181893,0.9954614,0.74615574,0.9921501,0.0084285463,0.0013606284,0.61594694,0.9980561,SEKER
119878.32,1253.24221,235.14737,324.57304,1.4150003,0.50315046,106433.73,192.73551,0.73545279,1.000525,0.79965188,1.0159264,0.0057867721,0.0014091831,0.77740026,0.9893884,SEKER
121459.42,1305.00235,359.4887,317.12708,1.1302388,0.51814937,89144.05,118.4264,0.68616222,0.9899848,0.7742883,0.9913064,0.0074407962,0.0015514085,0.61839408,0.9957153,SEKER
104525.63,1240.4337,426.91674,324.07883,1.3202669,0.60773587,94385.03,106.82154,0.72192268,0.9934771,0.73386221,0.8978477,0.005184924,0.0017391353,0.90688512,0.9888339,SEKER
116206.77,1294.84615,382.76411,287.35358,1.0748736,0.49149274,91877.34,295.99227,0.76103841,1.0001072,0.75701493,1.0041545,0.0063508091,0.0017936648,0.91156997,0.9883753,SEKER
118418.99,1339.77115,339.64764,314.83903,1.0516105,0.7147719,111317.16,328.28997,0.78314411,0.9963121,0.84367941,1.0130846,0.0048617558,0.0020666262,0.74537289,0.9904066,SEKER
127235.65,1347.1056,331.8501,322.7741,1.0882714,0.71985717,82738.75,248.62309,0.79495329,0.9884707,0.761923,0.9015932,0.0069313746,0.0015215493,0.82595592,0.9981691,SEKER
109167.08,1207.88248,412.24798,325.04952,1.0265834,0.51877653,82577.59,185.77819,0.72762101,0.989273,0.77041983,0.9451201,0.0068703445,0.0016697538,0.74542245,1.0018344,SEKER
100737.76,1243.94618,419.29223,318.38686,1.264235,0.49834091,103421.63,182.76856,0.81316354,0.9935849,0.77741804,0.9344515,0.0065194265,0.0016161159,0.90370661,0.9964243,SEKER
98283.38,1334.65471,253.58433,308.91303,1.0821313,0.73668784,116303.74,184.66211,0.6681824,0.9788584,0.7313508,1.0049433,0.0067899225,0.0014916769,0.89825746,0.9912927,SEKER
87245.87,1342.54991,195.82615,320.82826,1.0803914,0.45097228,77865.75,165.10697,0.70873811,0.9808101,0.84844237,1.0342689,0.0073335867,0.001351824,0.86369446,0.9868189,SEKER
84488.55,1327.40045,229.19035,329.88789,1.0709801,0.6832032,76352.18,327.92485,0.72353599,0.9926592,0.75604859,1.0137115,0.0058416556,0.00151251,0.74163902,0.9903244,SEKER
116725.85,1264.3559,398.56183,275.03872,1.0870759,0.48766745,88070.34,289.07923,0.8333698,0.9935824,0.82214082,1.0197934,0.0077880109,0.0013340942,0.89730774,0.9955085,SEKER
103596.03,1349.36929,302.99976,331.97692,1.1283173,0.5404442,77081.23,266.32764,0.67997912,0.9915887,0.80072238,1.0302072,0.0056256637,0.0017285624,0.78116555,0.9837385,SEKER
92673.4,1177.12908,309.58851,325.48183,1.0717329,0.61362824,110285.77,153.11273,0.70557131,0.9787436,0.78618568,0.9914798,0.0048271399,0.0018783088,0.78067317,0.9890335,SEKER
