sepal_length,sepal_width,petal_length,petal_width,class
5.481523,3.0503635,3.12487,1.6126564,Iris-versicolor
5.377752,3.3267685,3.85735,2.1648217,Iris-versicolor
5.40114,2.4895253,3.09893,0.4275094,Iris-versicolor
4.86116,2.989321,4.5692,1.0294563,Iris-versicolor
5.740816,2.7725806,4.78257,1.0375598,Iris-versicolor
5.813487,2.7179271,4.02125,2.1831683,Iris-versicolor
5.528353,2.438702,2.50497,1.9132041,Iris-versicolor
5.277084,2.7843715,2.53772,0.8711648,Iris-versicolor
5.067253,2.5783442,1.96148,1.4665803,Iris-versicolor
5.480709,2.4766604,3.59063,1.6159595,Iris-versicolor
5.417226,2.8933201,3.90045,1.3210448,Iris-versicolor
5.413549,2.8687032,1.96148,1.3990148,Iris-versicolor
4.825072,2.9349611,4.04152,1.3336155,Iris-versicolor
5.814924,2.7013816,3.63562,1.920686,Iris-versicolor
5.649352,2.5185762,3.48701,1.6277329,Iris-versicolor
5.533124,2.2661197,3.63387,1.2377597,Iris-versicolor
4.667774,2.2768137,4.21852,0.7548247,Iris-versicolor
4.493139,3.089539,3.53623,1.0223506,Iris-versicolor
4.608189,2.412043,4.58245,1.7339582,Iris-versicolor
5.361452,2.9184611,2.59782,0.8187548,Iris-versicolor
5.698872,2.3672479,3.63258,1.8143816,Iris-versicolor
4.884656,3.2606869,3.32522,1.2096519,Iris-versicolor
6.832845,3.0320109,2.8884,0.516839,Iris-versicolor
6.837084,3.1078422,1.97917,0.9498879,Iris-versicolor
5.598257,2.920227,4.11321,0.596923,Iris-versicolor
5.177693,3.3950074,3.7445,1.3328733,Iris-versicolor
5.065074,3.1029294,3.68218,1.2081117,Iris-versicolor
6.317309,2.7980521,1.96277,1.1465834,Iris-versicolor
5.320524,2.8159767,3.42951,1.9554634,Iris-versicolor
6.008022,2.781097,3.23971,1.4611033,Iris-versicolor
6.030703,2.4833061,5.00292,1.3405314,Iris-versicolor
5.325815,2.8228374,3.50039,1.215429,Iris-versicolor
6.650646,2.7555519,4.73801,1.1609759,Iris-versicolor
5.587982,2.7224719,4.37102,0.6436132,Iris-versicolor
4.690284,3.003793,4.01461,1.3011322,Iris-versicolor
5.097668,2.9176872,2.99317,1.6274895,Iris-versicolor
5.550708,2.1259092,3.65996,0.8252767,Iris-versicolor
5.168996,2.6763694,2.87332,1.6693235,Iris-versicolor
5.30735,2.9975456,4.21256,1.1486369,Iris-versicolor
5.755871,3.3938166,3.23106,1.0423619,Iris-versicolor
5.756666,3.2800361,4.09884,1.3915815,Iris-versicolor
5.149147,2.7375491,1.96148,1.5062426,Iris-versicolor
5.454002,2.8612792,3.39304,1.0689368,Iris-versicolor
4.596231,2.5440138,3.94956,1.0932924,Iris-versicolor
5.449417,2.6972519,2.79835,1.8133258,Iris-versicolor
5.674257,3.0361645,3.16909,1.5303226,Iris-versicolor
5.360717,3.1795585,2.54103,1.0367801,Iris-versicolor
6.276138,2.6234102,2.7741,0.6785093,Iris-versicolor
5.85665,2.6962719,3.09892,1.2293801,Iris-versicolor
5.015446,3.3472837,3.44699,1.1309429,Iris-versicolor
5.233147,2.5857178,2.74215,1.2513992,Iris-versicolor
5.263927,2.8663566,3.74824,1.5673282,Iris-versicolor
4.946019,2.7166654,4.78014,0.8026679,Iris-versicolor
5.790412,2.9898078,4.2829,1.4834359,Iris-versicolor
5.938954,2.5149644,4.90439,0.6626604,Iris-versicolor
5.801256,3.0376016,3.85378,0.7834178,Iris-versicolor
5.406139,2.9989862,3.03943,1.2847339,Iris-versicolor
4.70515,2.7402923,2.6976,1.630951,Iris-versicolor
5.618517,2.8443774,3.93556,1.3768676,Iris-versicolor
6.702589,2.5184993,2.79069,0.9645914,Iris-versicolor
4.631395,2.4308705,3.07774,2.1607503,Iris-versicolor
4.788886,2.9832724,3.20392,2.1116927,Iris-versicolor
4.493139,3.0859193,3.60747,1.04497,Iris-versicolor
4.493139,2.9258144,3.20086,0.9952545,Iris-versicolor
5.842914,2.6775036,4.19521,0.4360612,Iris-versicolor
5.955688,2.2699832,2.1399,1.1205098,Iris-versicolor
6.008887,3.0979354,2.34592,1.4353723,Iris-versicolor
5.486125,2.9635702,2.76213,0.6640927,Iris-versicolor
5.479125,2.8655993,2.55969,1.0800359,Iris-versicolor
4.493139,2.6104657,3.6846,1.8416596,Iris-versicolor
6.785898,2.6873772,2.77465,0.9195155,Iris-versicolor
5.55219,2.8670967,4.01203,0.4275094,Iris-versicolor
5.523523,2.8624222,3.31942,2.1572888,Iris-versicolor
4.717895,2.8750203,5.32826,0.9741948,Iris-versicolor
4.982959,2.9186031,2.66525,1.1869793,Iris-versicolor
4.792795,2.5890532,4.9225,1.6283981,Iris-versicolor
6.288081,2.428747,2.25646,1.6217014,Iris-versicolor
6.162593,3.2717128,2.32673,1.3991083,Iris-versicolor
5.115368,3.0958587,2.94917,1.6850274,Iris-versicolor
5.843321,3.1374866,3.43103,0.7162406,Iris-versicolor
5.132126,3.0831158,4.73714,0.7010691,Iris-versicolor
4.93437,2.5100537,3.2801,1.4672263,Iris-versicolor
4.99119,3.2779017,3.52284,1.0089615,Iris-versicolor
6.233797,3.4729058,2.63146,2.0689012,Iris-versicolor
5.708172,3.401292,2.50522,1.2338431,Iris-versicolor
5.7437,3.1365762,4.69841,1.8783845,Iris-versicolor
5.247947,2.9933712,3.42897,0.8338347,Iris-versicolor
5.093139,2.8964106,3.97332,1.0829155,Iris-versicolor
6.083034,3.272832,2.82006,0.7588889,Iris-versicolor
5.589974,2.3158917,2.70004,1.2298906,Iris-versicolor
6.06564,2.4725629,2.44477,1.3017042,Iris-versicolor
4.981114,3.5063743,2.70062,1.7110803,Iris-versicolor
4.956537,2.5434264,3.27661,1.111396,Iris-versicolor
5.424418,3.3594197,4.43823,1.16275,Iris-versicolor
5.615992,3.2154965,1.96148,1.3197056,Iris-versicolor
5.496467,2.8710832,3.46457,1.042943,Iris-versicolor
4.578015,2.9491286,3.59182,1.0761841,Iris-versicolor
5.685043,2.82511,3.58159,0.4275094,Iris-versicolor
5.447215,3.2809199,4.24746,0.7352083,Iris-versicolor
4.649806,2.1182952,4.51785,1.2085132,Iris-versicolor
5.147993,3.0557515,4.71588,1.1344817,Iris-versicolor
5.172191,2.9095936,4.12802,0.9797293,Iris-versicolor
5.979169,3.2808643,2.91373,1.0741455,Iris-versicolor
6.751689,2.7751345,2.7901,1.28798,Iris-versicolor
5.118815,2.9321949,5.9728,0.8650564,Iris-versicolor
5.316564,3.556935,4.1756,1.0024371,Iris-versicolor
5.33073,2.6946699,5.12316,0.9236187,Iris-versicolor
6.224599,2.9904432,2.257,0.9351777,Iris-versicolor
5.606189,2.8625928,4.63046,0.756034,Iris-versicolor
5.920597,2.6403887,4.71722,1.6167488,Iris-versicolor
5.125887,2.7732108,3.59412,0.4275094,Iris-versicolor
5.085991,2.8086776,4.26681,0.8200869,Iris-versicolor
5.910569,2.7608775,2.71769,2.2079895,Iris-versicolor
5.250285,2.4593824,3.72237,0.9981403,Iris-versicolor
4.868041,3.5756497,2.95229,1.2710743,Iris-versicolor
5.7817,3.1648965,3.81049,0.4752622,Iris-versicolor
6.726283,3.0920433,3.83206,1.370674,Iris-versicolor
5.554738,2.9076404,2.37795,0.958642,Iris-versicolor
6.488519,2.7798351,4.59647,0.8587036,Iris-versicolor
6.4797,3.4457327,2.14979,1.4999606,Iris-versicolor
4.561757,3.0098793,5.40439,1.3792402,Iris-virginica
5.923042,3.3974619,5.52583,1.8462398,Iris-virginica
6.702025,2.8632734,5.21365,1.1270585,Iris-virginica
6.303243,2.968739,2.95622,1.8432294,Iris-virginica
5.810238,2.3290374,5.26131,0.7965517,Iris-virginica
6.290362,2.8863301,4.36229,1.9394605,Iris-virginica
6.194462,2.204966,5.54681,1.9661442,Iris-virginica
5.814916,2.8783035,6.24952,1.1371753,Iris-virginica
5.37807,2.4582086,5.037,2.0470788,Iris-virginica
6.583144,2.7285209,5.55936,1.4139547,Iris-virginica
6.276441,2.9944838,6.07089,0.8427639,Iris-virginica
4.772018,2.9550218,5.28013,1.8792446,Iris-virginica
6.452734,2.6096803,4.05394,2.1329389,Iris-virginica
6.686125,2.6886142,2.89895,2.1936458,Iris-virginica
