age,fnlwgt,capital-gain,capital-loss,hours-per-week,education-num,workclass,education,marital-status,occupation,relationship,race,sex,native-country,class
44.4216848,201657.1414,11665.860081,901.9680893,68.525576,6.3019794, Self-emp-inc, Some-college, Widowed, Sales, Own-child, White, Female, France,50K-
38.5289709,451886.8083,4943.713042,1150.4639794,43.650074,10.8492144, ?, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female, United-States,50K-
29.3848335,3154.7483,9.400723,1229.178389,5.630023,10.1890023, Local-gov, Doctorate, Married-civ-spouse, Craft-repair, Own-child, Black, Male, United-States,50K-
55.2888277,501000.6301,18205.066048,1274.9593307,30.755336,10.0458892, Private, 11th, Married-AF-spouse, Farming-fishing, Own-child, Other, Male, China,50K-
1.4465684,95933.3754,12991.904966,1.399308,45.218312,3.6610546, Federal-gov, Bachelors, Divorced, Protective-serv, Other-relative, Black, Male, United-States,50K-
10.8544131,452731.1137,11301.255075,1046.7662111,38.329543,8.1650375, Private, 9th, Married-civ-spouse, Protective-serv, Own-child, Other, Male, ?,50K-
18.3550641,271113.7367,9.400723,634.0624775,47.953957,7.602248, Local-gov, 5th-6th, Married-spouse-absent, Handlers-cleaners, Unmarried, Other, Male, Canada,50K-
48.9776508,465151.579,18715.481101,617.6473017,68.0401,7.8599087, Self-emp-not-inc, 5th-6th, Never-married, ?, Husband, Asian-Pac-Islander, Male, Canada,50K-
68.7662872,462194.0892,11235.770882,732.2056847,42.643925,8.8749866, ?, 10th, Widowed, Handlers-cleaners, Not-in-family, White, Male, Puerto-Rico,50K-
70.3322813,187140.1141,6881.585266,206.2763349,69.15006,14.1919941, ?, Some-college, Married-spouse-absent, Transport-moving, Wife, Amer-Indian-Eskimo, Male, ?,50K-
47.9635023,208588.7257,10196.678369,970.2750309,51.49039,12.3113631, Without-pay, Masters, Married-spouse-absent, Tech-support, Not-in-family, White, Male, Haiti,50K-
33.5917356,139671.5357,19697.019859,692.734616,16.898013,11.3927974, Without-pay, Prof-school, Widowed, Exec-managerial, Not-in-family, White, Male, Mexico,50K-
22.3614256,209726.5515,13473.922177,394.3346845,50.455917,4.4295806, ?, Doctorate, Married-spouse-absent, ?, Unmarried, Amer-Indian-Eskimo, Male, El-Salvador,50K-
67.9439609,27195.3585,17475.172423,311.7042715,24.179036,12.2464275, Private, HS-grad, Widowed, Handlers-cleaners, Other-relative, White, Male, Mexico,50K-
51.2392414,74059.6782,20370.687222,784.1404619,67.065239,12.1996115, State-gov, 12th, Divorced, Transport-moving, Wife, Other, Male, Taiwan,50K-
37.0912755,148487.7143,9217.986617,386.6933439,38.240078,9.7993218, Without-pay, 5th-6th, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male, Philippines,50K-
41.6284069,312843.7974,6966.134028,903.9252037,72.708236,10.1249207, Private, Masters, Married-AF-spouse, Sales, Other-relative, Black, Male, France,50K-
61.963527,193014.0915,15322.341893,408.6205225,26.066072,8.451667, Private, Prof-school, Divorced, Exec-managerial, Other-relative, Black, Female, Peru,50K-
70.6874348,291531.5594,17712.998034,893.1650822,63.428409,10.9169034, Self-emp-inc, Assoc-acdm, Never-married, Transport-moving, Unmarried, Black, Male, Yugoslavia,50K-
21.8701889,3154.7483,7517.725735,1.399308,27.236349,15.3867859, State-gov, Doctorate, Married-spouse-absent, Tech-support, Own-child, White, Female, Canada,50K-
48.0631191,510329.1739,19775.018445,217.3074834,38.971432,8.2189046, Private, 12th, Never-married, Protective-serv, Husband, White, Male, Peru,50K-
29.4301372,103428.0968,11713.832277,176.6438909,55.424931,7.1775705, Local-gov, 5th-6th, Never-married, Protective-serv, Own-child, White, Male, Peru,50K-
1.4465684,398144.4211,11046.048307,769.6536543,40.334929,14.2624703, Self-emp-inc, 9th, Divorced, Adm-clerical, Unmarried, White, Male, China,50K-
25.5658672,3154.7483,19615.548396,1.399308,51.218078,11.1819627, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male, Haiti,50K-
22.1072364,334273.831,15441.166589,346.4290452,25.710869,10.7844829, Private, Prof-school, Widowed, Handlers-cleaners, Not-in-family, White, Female, Mexico,50K-
14.8455125,3154.7483,9.400723,796.4775997,53.188722,11.9376242, Local-gov, Some-college, Separated, Protective-serv, Own-child, Asian-Pac-Islander, Female, Peru,50K-
23.2920065,409453.2297,1724.172965,1291.8362984,5.630023,11.0078073, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Sales, Not-in-family, White, Female, Philippines,50K-
9.9490959,482352.6769,11973.358842,620.8348549,20.017486,7.0759731, Federal-gov, 9th, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male, England,50K-
23.7492539,362110.3647,6598.909405,836.1637408,16.80156,13.6214602, State-gov, 12th, Married-AF-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female, Haiti,50K-
56.8870367,222980.0553,7147.142354,1097.0033809,50.617504,8.4620874, ?, 11th, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female, France,50K-
60.6186904,494847.1294,20321.152316,718.453067,30.806844,11.1071137, Self-emp-not-inc, HS-grad, Married-AF-spouse, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female, Philippines,50K-
14.4570043,265317.6452,9201.213687,369.0936396,5.630023,12.0863248, Federal-gov, 7th-8th, Married-spouse-absent, ?, Not-in-family, Asian-Pac-Islander, Male, ?,50K-
