age,fnlwgt,capital-gain,capital-loss,hours-per-week,education-num,workclass,education,marital-status,occupation,relationship,race,sex,native-country,class
6.1744614,4845.0376,4.4359,717.9385988,22.303806,10.7616836, Federal-gov, Doctorate, Widowed, Adm-clerical, Unmarried, Black, Male, United-States,50K-
8.5132404,425149.8702,17480.5343,963.7729291,66.629849,12.7090722, Private, Bachelors, Married-civ-spouse, Protective-serv, Own-child, Other, Male, Honduras,50K-
18.7812066,164307.5505,4.4359,1.4293151,32.355095,10.1520513, ?, HS-grad, Widowed, ?, Not-in-family, Amer-Indian-Eskimo, Female, Ireland,50K-
13.8198533,307334.8495,4.4359,364.0064869,21.531776,13.1945911, Private, 12th, Widowed, Exec-managerial, Husband, White, Male, Philippines,50K-
42.7413987,115375.6795,3571.6388,397.6551672,43.748729,14.5908474, Federal-gov, 11th, Married-AF-spouse, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Male, Italy,50K-
39.2299464,261705.8226,4155.27,46.7591268,38.324081,6.192101, Private, 10th, Divorced, Sales, Husband, White, Male, Iran,50K-
17.6022486,427401.3429,24580.4283,1012.0192195,19.383435,5.721574, State-gov, 1st-4th, Never-married, Craft-repair, Wife, White, Male, Ireland,50K-
6.8776665,4845.0376,11950.359,802.5374054,42.714676,8.68939, Federal-gov, Assoc-voc, Separated, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male, United-States,50K-
55.5968402,355735.7099,164.4341,502.3144465,59.909988,12.9508155, Private, Doctorate, Never-married, Other-service, Wife, Black, Male, Ireland,50K-
22.9818654,4845.0376,23373.7199,1018.479867,21.138988,10.2879804, Federal-gov, 5th-6th, Never-married, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Male, Trinadad&Tobago,50K-
65.2892104,43355.9073,4975.9237,1350.6655798,52.478493,10.3342187, Private, 5th-6th, Never-married, Prof-specialty, Other-relative, Black, Male, Guatemala,50K-
6.1744614,4845.0376,4.4359,494.5542279,48.826766,10.4664465, Self-emp-not-inc, 10th, Divorced, Priv-house-serv, Other-relative, Other, Male, Canada,50K-
46.4676622,483322.4194,3142.0852,41.8639146,45.75798,9.8208198, Local-gov, HS-grad, Separated, Farming-fishing, Wife, Black, Male, Outlying-US(Guam-USVI-etc),50K-
20.6237159,143236.871,4.4359,1.4293151,21.095368,9.4981997, Self-emp-not-inc, 7th-8th, Divorced, Priv-house-serv, Unmarried, Amer-Indian-Eskimo, Male, Philippines,50K-
9.658327,4845.0376,9970.8831,5.6912166,36.713266,10.0109973, ?, HS-grad, Widowed, Sales, Own-child, Black, Female, Canada,50K-
62.4252499,343648.943,6414.0506,121.2791179,24.971223,9.0011649, Local-gov, 1st-4th, Married-spouse-absent, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male, United-States,50K-
33.7788554,292104.1952,4.4359,102.827412,7.026468,10.882766, Self-emp-not-inc, 11th, Separated, Protective-serv, Not-in-family, Other, Female, Mexico,50K-
26.7634837,83034.2959,11062.2329,1.4293151,23.317873,10.4177797, Self-emp-inc, 11th, Separated, Craft-repair, Wife, Other, Male, South,50K-
