Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,class
117123.70581,1455.9396,424.19752,316.68111,1.2706377,1.03861398,90183.80891,445.87762,0.71820048,0.9876338,0.97775,0.8716633,0.0046038912,0.000820948,0.82913,0.98852777,CALI
138114.1204,1558.1389,254.35386,251.94592,1.0157888,0.83402892,158287.67267,356.543741,0.73812215,0.9850802,0.69673,0.6870304,0.0041010737,0.002183106,0.4066599,0.99745204,CALI
43052.73698,1373.8651,142.955129,352.8998,2.3132138,0.4982547,128316.66934,444.168975,0.86464693,0.9763527,1.050827,0.6838442,0.0046874352,0.000526683,0.7030617,1.00628097,CALI
156881.64113,1458.6978,512.172701,344.7698,0.7992482,0.91099516,118124.43052,333.019451,0.58595058,0.9879427,0.8971,0.7373001,0.0046169229,0.001189022,0.7425949,0.99856333,CALI
29526.60819,1340.7526,346.677681,321.47844,0.7065394,0.7477034,90754.1678,447.157493,0.58488401,0.97511,1.041659,0.9502444,0.0071862925,0.00143273,0.7454012,1.00845104,CALI
45733.09204,1341.473,506.208271,232.79817,1.6518131,0.59692707,84410.5724,471.041912,0.60848978,0.9954012,0.813154,0.613545,0.003607688,0.002201467,0.6235586,1.00332979,CALI
84578.09091,1488.565,397.44867,307.15526,0.8480188,0.6831027,93767.73121,392.731461,0.58818662,0.9755701,0.937286,0.9077256,0.003818638,0.000829227,0.6441446,0.98926905,CALI
160854.13544,1477.7633,46.671096,87.21113,1.5999703,0.8666577,100901.08656,461.390738,0.72723424,0.9973466,1.010705,0.7715364,0.003395015,0.001173344,0.6960363,0.98985678,CALI
122147.21815,1420.3925,352.870244,82.50372,1.2553065,1.05205625,107786.23584,387.378389,0.8701483,0.9919127,0.792543,0.775166,0.0027629923,0.001979059,0.6684301,0.98139545,CALI
150628.56186,929.8163,578.622935,338.86324,1.8441202,0.92270239,124901.48882,416.091874,0.5842145,0.9950832,0.988111,0.7529372,0.0077283766,0.001191271,0.7045395,0.98854389,CALI
60354.22589,1316.4151,509.094598,327.87484,1.843358,0.42989364,81068.17333,463.530219,0.60031792,0.9777218,0.913502,0.9972502,0.0045916569,0.001306276,0.5270615,1.003991,CALI
130092.8515,1636.9725,107.058961,332.3558,1.2112293,0.81825906,134093.28088,95.938228,0.79797086,0.9905009,0.740734,0.9042899,0.0091936008,0.000232343,0.8542355,1.00085089,CALI
