age,fnlwgt,capital-gain,capital-loss,hours-per-week,education-num,workclass,education,marital-status,occupation,relationship,race,sex,native-country,class
34.570104,131166.47,5072.4131,49.5336,41.864152,13.3765127, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Male, United-States,50K-
92.764464,590137.26,8887.4568,769.00246,74.186545,13.6330774, Federal-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male, United-States,50K-
36.401285,69437.76,18678.7218,1127.92058,82.785744,15.5442318, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female, United-States,50K-
77.32071,440481.29,3993.207,284.34295,56.139613,12.5989898, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male, United-States,50K-
0.218754,352697.4,3694.6682,0.01898,0.198677,8.068259, Local-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male, United-States,50K-
85.316775,197214.45,3550.2976,347.78192,17.767577,13.2691756, Private, 12th, Married-civ-spouse, Tech-support, Husband, White, Male, United-States,50K-
0.218754,484153.17,9680.2574,0.01898,23.504949,13.4404367, Private, HS-grad, Divorced, ?, Wife, White, Male, United-States,50K-
23.628625,134269.66,15446.0211,288.38846,17.050265,12.4937316, State-gov, HS-grad, Separated, Sales, Wife, Asian-Pac-Islander, Male, United-States,50K-
71.756404,252358.35,2769.6608,907.18899,41.419253,13.0870707, ?, 10th, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female, United-States,50K-
37.875249,412223.01,9790.7449,519.73727,43.867577,11.3043211, State-gov, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Female, United-States,50K-
6.482553,302004.42,7797.0002,641.34527,31.35858,12.0911753, Local-gov, Assoc-voc, Never-married, Prof-specialty, Husband, Black, Female, United-States,50K-
57.100674,135331.45,21035.3685,603.4933,58.991042,14.247274, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Black, Male, United-States,50K-
8.292305,45958.47,3851.7281,833.98329,80.37449,15.8025243, ?, HS-grad, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male, United-States,50K-
12.623906,182.6,13515.0027,352.51215,86.248646,9.6187181, ?, 10th, Never-married, Sales, Husband, White, Male, United-States,50K-
73.34142,613412.21,10179.7168,663.45164,12.438849,13.6534902, Federal-gov, 10th, Married-civ-spouse, Machine-op-inspct, Wife, White, Male, United-States,50K+
5.725804,182.6,17339.9294,205.49645,12.646756,11.7805931, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Female, United-States,50K+
80.65447,590830.57,16901.785,1097.83089,50.620346,16.3073905, ?, HS-grad, Never-married, Tech-support, Husband, Black, Male, United-States,50K+
48.620179,162306.65,15452.0689,1131.27229,53.443952,6.4533764, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male, United-States,50K+
10.61666,515424.25,17633.983,721.10781,37.282148,7.4611541, State-gov, Bachelors, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Male, United-States,50K+
0.218754,364636.79,18883.1625,825.72737,55.31367,12.8891111, Local-gov, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Black, Male, United-States,50K+
36.188727,185882.87,6113.0101,574.39429,0.95853,13.7492263, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Male, United-States,50K+
59.059693,460277.56,19026.1332,1091.90418,39.586622,3.8365058, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, Black, Female, United-States,50K+
