fixed acidity,volatile acidity,citric acid,residual sugar,is_red,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.427909,0.45199901,0.1713655293,12.3185873032,0.37106919289,0.02255945839,30.20633,12.116268,0.99523574,3.2085292,0.65138066,8.808132,5.725561261103881
7.221887,0.31012699,0.1858895272,3.6459870338,0.16714665294,0.05139686167,2.43042,87.290283,0.99364626,2.9399962,0.25898525,7.906781,5.0645596778376465
7.601133,0.24711883,0.57114714384,7.9735121727,0.24315209687,0.04018085077,8.7279,128.661102,0.99333018,2.9809277,0.43177035,8.637217,5.511243703724759
7.144292,0.41222253,0.22788070142,0.7203749418,0.43211242557,0.04741882533,49.6315,143.840027,0.99197143,3.3962729,0.37507758,10.13941,5.263538542462774
7.648304,0.6333009,0.28197401762,4.8747010231,0.15332305431,0.06344620883,41.9355,154.161621,0.99655628,3.0789361,0.27736133,11.806379,5.288319907277955
8.278775,0.22549479,0.13729529083,8.2921123505,1.00382256508,0.04846051335,23.12745,218.120926,0.99832648,3.1144791,0.6783554,9.828125,5.14927188344305
2.347858,0.00109236,0.00027673444,2.2945644855,0.61043429375,0.08301334083,0.03264,0.018693,0.99153763,3.5038617,0.66857201,6.468755,5.238167074943469
8.695958,0.43065655,0.05190046504,6.0799188614,0.70905935764,0.07080850005,36.77909,171.191681,0.99720562,3.024307,0.70556045,10.811997,5.485249609245269
8.150069,0.22624743,0.31475517154,9.1524209976,0.41667926311,0.06073514372,49.87067,219.035828,0.99897403,3.4543147,0.42968541,10.186131,5.515508058869271
5.481484,0.19753687,0.28343340755,10.5935916901,0.58095937967,0.01460440829,28.19357,37.450241,0.99881315,3.4118693,0.4586404,10.050817,5.7887618165648105
7.132547,0.47714803,0.1300598979,2.2443175316,0.22832654417,0.05592220649,25.98942,60.332893,0.99452198,3.2440257,0.66634583,10.254098,5.296794593022575
5.603277,0.29835439,0.2178041935,3.4162445068,0.24050472677,0.13498446345,20.59278,166.957474,0.99122244,3.2164414,0.54145312,8.215569,5.355158621949479
7.71779,0.35809061,0.30521392822,6.5659923553,0.11149248481,0.05410843343,22.65176,174.76149,0.99504846,3.2447226,0.20874433,9.585829,5.248509016172376
6.847514,0.61586159,0.2694350183,10.4697141647,0.31540343165,0.05914879218,43.76072,71.362755,0.99871755,3.0054405,0.43460593,10.074947,5.248930097610069
7.727017,0.34459201,0.47166097164,6.6055049896,0.4253731668,0.0850802958,31.42171,157.110138,0.99731255,3.1504908,0.45911083,8.709311,5.243143950409264
7.879747,0.52717859,0.45247247815,13.6509447098,0.87456977367,0.14758493006,50.2472,85.924675,0.9982366,3.6304739,0.56728303,10.193937,5.266196611470157
6.81181,0.1419315,0.30039265752,3.4289953709,0.70435804129,0.06095233932,20.32073,132.197571,0.99917257,3.1546171,0.49142069,10.29565,5.533832733165324
8.993855,0.46376041,0.21813626587,15.8800573349,0.18962475657,0.06717321277,9.71175,82.904472,0.9964202,3.3359671,0.60141128,10.891071,5.9790037778169625
7.042126,0.45598525,0.54316741228,10.2861728668,0.18727263808,0.02354843356,50.31635,191.87233,0.99321514,3.3449402,0.56132066,10.012313,5.6227210936648
3.679732,0.66632992,0.38995048404,6.3048610687,0.81726175547,0.05538031459,27.29622,176.053436,0.99379617,3.3281488,0.91788781,11.123479,5.2278500360274
6.169263,0.24765329,0.32039928436,0.9427868128,0.45325937867,0.03959601372,18.72103,176.791245,0.99392587,3.3709352,0.60951537,10.926896,5.394259855347757
6.299855,0.3927767,0.3091032207,1.0654720068,0.70575875044,0.03082137741,23.97141,15.533955,0.99201763,3.3011482,0.61766124,9.944177,5.813347036553861
6.271199,0.30814564,0.52921849489,0.5270111561,0.18900844455,0.00449205888,17.74521,92.790512,0.99201643,3.2954283,0.37316251,10.590447,5.620677100942911
6.228935,0.33967572,0.22549657524,6.4189515114,0.40782284737,0.08233227581,4.49579,128.788528,0.99801874,3.1356857,0.73843032,7.477985,5.57081249010546
9.091782,0.3587769,0.47906917334,5.5076265335,0.48188751936,0.06710778177,15.64678,136.912033,0.98958719,3.0709529,0.55814338,12.131725,5.716203006254077
6.980924,0.30989718,0.33496007323,9.0893621445,0.52899283171,0.07281825691,27.47673,70.428596,0.99625039,3.3576107,0.38929847,10.272066,5.556982216550967
8.230191,0.30834547,0.4129961431,3.9605596066,0.75826066732,0.06630977988,61.96831,268.983978,0.99719161,3.3129025,0.66562688,9.767008,5.336644607244094
8.021926,0.58978122,0.3563978672,9.4469861984,0.51870089769,0.04674690217,45.69548,203.479248,0.99531877,3.401768,0.4339709,10.71521,5.338374165662788
7.991793,0.3732695,0.24090006948,3.3632283211,0.92845529318,0.00897927396,27.56393,91.525467,0.99669534,3.0714781,0.30434698,12.241429,5.500774860589008
5.690223,0.61536545,0.44320958853,5.0112538338,0.21720318496,0.04780084267,45.93924,37.921223,0.98806685,3.0941298,0.51314038,9.787694,5.718831472256866
6.455283,0.31741861,0.36223864555,0.1309835315,1.17830944061,0.10045141727,32.50423,30.275991,0.99196309,2.9847445,0.5806067,10.265774,5.413889404973873
8.610823,0.35302392,0.18327260017,2.4026737213,0.12466169149,0.0607471019,5.9938,125.598297,0.9889459,3.0986624,0.15037759,10.494463,5.4970987815340635
5.285799,0.22647053,0.45078396797,5.4901814461,0.05866261199,0.07307642698,23.62623,120.226616,0.99500376,3.2382982,0.46841723,11.096074,5.897211432934654
7.411743,0.34934333,0.3749050796,0.629427135,0.42016300559,0.08661712706,38.29107,58.464779,0.99426764,3.1083481,0.60656822,10.524372,5.975864490493187
8.932913,0.29606232,0.10654570162,4.8432307243,0.18397256732,0.06444583833,29.26697,133.791061,0.99725288,3.3047249,0.51749367,11.246664,5.938566522977202
6.583414,0.25442195,0.39399781823,11.3547878265,0.67614883184,0.08187483996,5.26933,168.50415,0.99291569,3.0502844,0.72876805,8.769562,5.332198280164752
6.809295,0.52782696,0.40282937884,12.0842380524,0.6292065382,0.07921288162,25.94619,114.233276,0.99395293,3.2089827,0.49637395,10.612891,5.774548048470625
8.572501,0.11824122,0.16191351414,4.4693446159,0.42695018649,0.07740785182,29.83352,190.503311,0.99174654,3.4059014,0.5213232,10.924009,5.8571305208248186
