age,fnlwgt,capital-gain,capital-loss,hours-per-week,education-num,workclass,education,marital-status,occupation,relationship,race,sex,native-country,class
0.00534,115.8,0.02279104,681.9219,0.041447,14.032423, Federal-gov, 1st-4th, Married-AF-spouse, Adm-clerical, Other-relative, White, Female, France,50K-
25.39574,494783.2,4928.50504339,915.1792,16.313494,8.036095, Self-emp-not-inc, 10th, Married-civ-spouse, Other-service, Other-relative, White, Male, United-States,50K-
26.40077,406782.7,14944.63280614,484.6449,18.973691,10.709406, Private, 9th, Widowed, Priv-house-serv, Husband, Asian-Pac-Islander, Male, Japan,50K-
44.43086,131832.5,15249.42113061,779.0033,68.241687,2.918896, Local-gov, Assoc-voc, Widowed, Farming-fishing, Wife, Amer-Indian-Eskimo, Male, ?,50K-
0.00534,115.8,7504.7819772,292.8826,49.494211,16.190651, ?, Assoc-voc, Never-married, ?, Husband, Black, Male, France,50K-
39.3882,357259.9,11218.87846999,19.8569,37.625669,3.334572, State-gov, 5th-6th, Widowed, Priv-house-serv, Other-relative, Black, Male, Jamaica,50K-
62.85385,19332.3,195.62447453,1083.2965,36.221077,9.902055, Self-emp-not-inc, 5th-6th, Widowed, Transport-moving, Own-child, Black, Female, France,50K-
0.00534,379716.5,3565.73186196,0.1212,0.041447,12.749957, ?, 10th, Separated, Farming-fishing, Not-in-family, Black, Male, France,50K-
64.59841,190826.4,8442.79627154,729.1721,31.006204,15.366908, Private, 10th, Separated, Sales, Own-child, Amer-Indian-Eskimo, Female, Mexico,50K-
29.9496,475308.8,5816.50973971,356.1738,20.291449,14.749881, Self-emp-not-inc, 11th, Married-AF-spouse, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female, Mexico,50K-
45.51346,29783.1,17658.07847946,8.6787,51.165793,7.922843, Local-gov, 9th, Married-civ-spouse, Transport-moving, Own-child, Black, Male, Japan,50K-
5.67016,520464.5,3629.21288107,11.7722,23.924405,12.915021, Federal-gov, Some-college, Separated, Farming-fishing, Wife, Amer-Indian-Eskimo, Male, Nicaragua,50K-
31.72169,17665.9,22637.64789204,203.8832,1.318385,12.381671, ?, Some-college, Widowed, Farming-fishing, Wife, Other, Female, Nicaragua,50K-
48.74453,272105.1,3780.69344615,686.6535,49.672456,18.884355, Private, 5th-6th, Married-spouse-absent, Protective-serv, Unmarried, Black, Male, England,50K-
2.47445,295968.5,15622.26891812,396.7201,47.532922,9.593652, Self-emp-not-inc, HS-grad, Married-spouse-absent, Farming-fishing, Wife, Other, Male, Cuba,50K-
46.54336,54477.0,15225.94723615,559.0661,40.035945,10.404573, Federal-gov, HS-grad, Separated, Prof-specialty, Other-relative, Other, Female, Puerto-Rico,50K-
66.7038,328205.3,12299.21043598,1033.6771,55.933108,11.263689, Private, 11th, Divorced, Other-service, Other-relative, White, Male, Philippines,50K-
11.3579,396589.5,5983.83604119,129.5421,11.828109,7.982428, Self-emp-inc, 9th, Married-civ-spouse, Prof-specialty, Other-relative, White, Female, Japan,50K-
28.08402,145273.1,12901.4888807,1010.577,2.854806,7.469988, Private, Assoc-acdm, Widowed, Adm-clerical, Unmarried, Black, Male, Jamaica,50K-
55.49481,515281.0,15766.42016249,287.8786,51.906258,12.332563, Federal-gov, 11th, Widowed, Handlers-cleaners, Own-child, White, Female, England,50K-
37.15771,191258.4,1382.73117051,938.8885,79.088243,12.714953, Self-emp-not-inc, Assoc-acdm, Married-spouse-absent, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male, Japan,50K-
49.88008,409134.1,11135.50566047,518.403,38.81084,8.262826, State-gov, Assoc-acdm, Married-AF-spouse, ?, Not-in-family, White, Female, Japan,50K-
45.01583,75727.5,18206.17595621,101.1195,0.65302,15.932731, Federal-gov, Masters, Separated, Transport-moving, Own-child, Asian-Pac-Islander, Female, Jamaica,50K-
74.3378,1401.6,1849.62546938,145.2888,30.202096,11.742762, Self-emp-not-inc, Bachelors, Married-spouse-absent, ?, Unmarried, Amer-Indian-Eskimo, Male, Puerto-Rico,50K-
34.39478,237171.5,16064.7921605,41.0563,6.841622,8.861023, Federal-gov, Some-college, Married-spouse-absent, Prof-specialty, Own-child, Asian-Pac-Islander, Male, Mexico,50K-
32.97117,445508.0,16930.50124565,1162.7664,69.569266,9.987349, ?, Masters, Married-spouse-absent, ?, Unmarried, Asian-Pac-Islander, Female, France,50K-
12.90618,295854.4,17542.47866742,600.3981,62.404251,14.392113, State-gov, 1st-4th, Married-AF-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female, Dominican-Republic,50K-
0.00534,115.8,0.02279104,0.1212,85.684429,13.16661, ?, 9th, Separated, Exec-managerial, Husband, Other, Female, Dominican-Republic,50K-
0.00534,115.8,0.02279104,843.7498,34.932549,13.12195, Local-gov, 5th-6th, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Male, Dominican-Republic,50K-
78.36886,448531.4,202.15251814,786.3384,69.566898,12.450624, ?, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male, Philippines,50K-
39.15562,483563.6,7665.99593733,541.9467,46.375202,12.153935, Local-gov, Masters, Divorced, Tech-support, Own-child, Black, Female, United-States,50K-
30.56109,365203.2,872.06289746,11.1146,11.664121,16.146528, Self-emp-not-inc, 11th, Never-married, Priv-house-serv, Unmarried, Other, Male, ?,50K-
0.00534,115.8,0.02279104,1059.7086,29.354516,11.068484, ?, 11th, Divorced, Prof-specialty, Other-relative, Black, Female, France,50K-
81.94004,214869.3,1434.75544569,945.3096,63.644349,16.214274, ?, 10th, Separated, Craft-repair, Husband, Other, Male, England,50K-
0.00534,145952.8,4474.1016858,1018.5495,26.948426,14.861264, Self-emp-not-inc, Doctorate, Married-spouse-absent, ?, Unmarried, Black, Female, Japan,50K-
6.42535,247568.7,4792.69214303,460.1477,37.732207,7.68121, Self-emp-inc, 1st-4th, Married-civ-spouse, Sales, Unmarried, White, Female, Philippines,50K-
3.29375,484697.2,22331.42180293,891.9276,45.857677,17.003078, Private, Prof-school, Never-married, Farming-fishing, Unmarried, Other, Male, Mexico,50K-
57.37535,92135.8,6920.06309713,352.2238,73.919921,15.657499, Local-gov, 10th, Divorced, Handlers-cleaners, Wife, White, Male, Cuba,50K-
76.66165,223527.4,6195.65763314,1074.3227,77.958399,9.270983, State-gov, Masters, Separated, Other-service, Husband, Black, Male, India,50K-
0.00534,115.8,8762.00151845,978.294,0.041447,7.527927, Local-gov, HS-grad, Married-AF-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male, France,50K-
71.69682,193239.0,3856.0363207,369.6796,19.10386,7.856578, Self-emp-not-inc, Assoc-acdm, Widowed, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female, Cuba,50K-
0.00534,115.8,0.02279104,0.1212,40.663285,9.82162, Self-emp-not-inc, 1st-4th, Married-spouse-absent, Exec-managerial, Husband, Other, Male, Nicaragua,50K-
82.25563,73731.1,3094.25837569,583.8772,66.943531,5.471686, Federal-gov, 12th, Married-AF-spouse, Transport-moving, Other-relative, Asian-Pac-Islander, Male, France,50K-
17.99114,202150.2,17711.9514862,1034.8223,10.396383,4.348882, Local-gov, 1st-4th, Never-married, Craft-repair, Unmarried, Black, Female, England,50K-
49.30812,545742.2,353.52644259,572.2819,32.117542,14.494398, Private, Prof-school, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male, Nicaragua,50K-
58.55665,199582.5,22014.60799637,813.4077,66.930169,12.301366, Federal-gov, Some-college, Separated, Craft-repair, Wife, Amer-Indian-Eskimo, Male, France,50K-
43.98476,263304.5,10892.53064968,865.0112,17.342246,12.622353, Private, 12th, Never-married, Adm-clerical, Own-child, Black, Male, ?,50K-
77.97259,401806.7,16566.48159438,214.8494,77.083797,11.597564, Private, 5th-6th, Never-married, Exec-managerial, Not-in-family, White, Female, India,50K-
45.39593,392360.3,20186.49989201,149.6128,47.048351,5.501101, ?, 12th, Married-spouse-absent, Farming-fishing, Own-child, Other, Male, India,50K-
77.93383,281019.3,5444.40394917,564.7077,13.909537,14.096672, Local-gov, Prof-school, Never-married, Protective-serv, Own-child, Black, Male, United-States,50K-
58.0941,330922.1,19328.34147297,720.3799,66.656851,13.693282, ?, 11th, Divorced, Protective-serv, Own-child, White, Female, England,50K-
13.23598,115.8,0.02279104,896.0051,6.154963,16.354594, ?, Assoc-acdm, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male, Dominican-Republic,50K-
36.77893,186267.0,4048.00964384,917.2473,84.289047,15.26662, State-gov, Assoc-acdm, Married-spouse-absent, Craft-repair, Other-relative, Black, Male, United-States,50K-
23.74753,439056.0,9084.18326211,129.938,35.577194,11.641912, Self-emp-not-inc, Prof-school, Widowed, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male, Mexico,50K-
