sepal_length,sepal_width,petal_length,petal_width,class
4.6915336,3.5449649,4.542317573,0.76091886426,Iris-versicolor
3.6937091,3.1603782,4.647497605,1.38114440281,Iris-versicolor
5.904817,3.1250625,4.309932442,1.89346881283,Iris-versicolor
5.5753624,3.2818158,1.339429017,0.81213311487,Iris-versicolor
7.0047176,3.1397145,3.905566904,0.92076127313,Iris-versicolor
6.8854207,2.5314251,3.521521942,1.71872358525,Iris-versicolor
5.1470984,2.7869058,3.623534393,0.29387124879,Iris-versicolor
4.8579789,3.4920016,3.390952183,1.96318976216,Iris-versicolor
5.2717962,2.5566513,0.894004699,1.14111061693,Iris-versicolor
7.0492778,2.904136,0.878759394,1.1269711648,Iris-versicolor
5.6321703,2.1899604,3.802412274,0.68215145552,Iris-versicolor
4.051493,4.2732153,2.65839404,1.17156914842,Iris-versicolor
5.761605,3.1012883,3.020458,2.59743399875,Iris-versicolor
5.4570845,2.9043085,4.712864744,2.4092709481,Iris-versicolor
4.74679,3.096367,4.569040279,0.95921836245,Iris-versicolor
4.5175557,3.8026872,3.761024563,1.08344938022,Iris-versicolor
4.5699059,2.8067433,6.96391333,0.70750466394,Iris-versicolor
6.817077,2.8749691,3.996752118,0.52987237097,Iris-versicolor
6.1410202,3.367334,0.870649524,0.97201310736,Iris-versicolor
5.8371594,3.7795299,3.01612745,2.08396443683,Iris-versicolor
5.5485993,3.4852739,2.438555756,1.64718905571,Iris-versicolor
5.399781,3.2072363,4.124305678,0.85230853293,Iris-versicolor
7.2272791,3.1016331,2.161556262,1.03247921665,Iris-versicolor
5.7674169,2.6805252,4.355120769,1.42106914573,Iris-versicolor
7.3844015,3.2057463,4.956279532,1.57873804718,Iris-versicolor
7.2444561,2.7868082,4.285505965,1.67733649289,Iris-versicolor
5.6313546,2.594392,2.630388109,2.80728109065,Iris-versicolor
3.2438489,3.6932851,4.179693925,1.86712140888,Iris-versicolor
5.1917351,3.2655613,4.676198579,2.4013631659,Iris-versicolor
4.3774386,2.4396065,4.01348312,0.96914555993,Iris-versicolor
3.9206553,3.017935,3.958202927,1.87735628027,Iris-versicolor
4.5084622,2.1094758,5.047471764,1.61907843394,Iris-versicolor
4.2026404,2.939513,4.866376767,1.21652111402,Iris-versicolor
3.664824,3.1670725,4.537986868,2.46332417771,Iris-versicolor
5.2558886,2.1184463,4.694163823,0.05901325299,Iris-versicolor
5.047314,3.6496589,5.323840994,1.20245461218,Iris-versicolor
5.6300731,2.7373094,0.402845579,0.81444697501,Iris-versicolor
4.2579252,2.8266023,5.074981245,1.6558104009,Iris-versicolor
4.5705725,3.5712222,3.511389599,3.47370939393,Iris-versicolor
6.425233,3.2293523,2.592295947,1.19662313145,Iris-versicolor
6.3894482,2.410556,2.586812813,1.66514903836,Iris-versicolor
4.5632584,4.3492627,4.926957293,0.71305793293,Iris-versicolor
5.7774366,3.2407535,0.042002391,0.86962876835,Iris-versicolor
6.4962868,2.5993892,3.33936683,1.60702070231,Iris-versicolor
3.9633263,3.1347019,3.103509193,2.38095862181,Iris-versicolor
5.8305091,3.3116486,3.508449489,0.35688874487,Iris-versicolor
7.4783346,2.1468716,2.743303397,0.28950964954,Iris-versicolor
4.8708901,3.3873639,6.958332196,0.71839458558,Iris-versicolor
7.0706356,2.5555235,4.493315187,0.55266358508,Iris-versicolor
7.7208341,3.5159091,4.690382685,2.66081081872,Iris-versicolor
6.5401074,2.9464633,3.683095425,1.18122409233,Iris-versicolor
5.5678125,1.9796404,0.211879762,1.37395493324,Iris-versicolor
5.5519117,3.2668204,4.227341338,1.5273886858,Iris-versicolor
5.855867,1.841599,4.704572156,0.35554603115,Iris-versicolor
3.1412448,3.5529761,4.601598196,2.63137621013,Iris-versicolor
6.6287162,3.7422948,3.638561914,2.08461679473,Iris-versicolor
6.4250181,2.9291214,2.19270094,1.04279331664,Iris-versicolor
5.6908737,3.3601223,2.581487934,1.78073826314,Iris-versicolor
6.2021096,3.8337823,3.182985416,1.32111415142,Iris-versicolor
6.4142862,3.1376117,2.933050164,1.59005973435,Iris-versicolor
6.0912271,3.1976854,3.98563689,2.08580977599,Iris-versicolor
5.9320814,1.8002368,3.921573694,1.32300274601,Iris-versicolor
3.6662217,4.0623599,2.873644337,0.87303259841,Iris-versicolor
4.614758,4.2665315,7.040796324,1.6836844218,Iris-versicolor
4.5247546,3.6208599,9.078662403,0.70565605338,Iris-versicolor
5.36206,4.0610695,4.709912694,2.37915164022,Iris-versicolor
4.6382144,3.5594061,2.811446495,2.70549136297,Iris-versicolor
4.9995448,3.6710963,4.339430267,1.2125752257,Iris-versicolor
7.7406265,3.4066461,3.661947479,1.71372295251,Iris-versicolor
6.1630266,2.1525814,1.601004643,0.82994509768,Iris-versicolor
5.6949177,3.4033333,4.460688026,1.13091054589,Iris-versicolor
4.969139,2.9315638,3.32525319,1.22157128229,Iris-versicolor
4.9021397,2.853771,4.485161362,1.60211417938,Iris-versicolor
