fixed acidity,volatile acidity,citric acid,residual sugar,is_red,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.078124,0.49174747,0.43550733,3.2717,1.04160333,0.10082248,37.013828,72.189224,0.99481267,3.3833499,0.66801369,8.802399,4.9069407324389465
8.4773245,0.56233048,0.20554541,4.0439,0.9976083,0.10486209,25.254881,61.583813,0.99460727,3.2675073,0.4359602,8.613683,4.689076670161164
7.6099849,0.58110178,0.33887652,2.1694,1.00711024,0.0783762,8.688174,60.857769,0.99519944,3.2087967,0.52063262,8.607068,4.757103402522011
7.5752254,0.51404428,0.15830337,0.3173,1.14430177,0.10021885,22.683727,70.887474,0.99300897,3.2822249,0.44011542,8.942781,4.6823115587234865
7.8665228,0.46978846,0.28790632,4.2084,0.95122635,0.08855665,33.223061,82.883217,0.996795,3.4205844,0.51844662,8.833327,4.912126267399577
8.9766941,0.50519288,0.32646683,0.1614,1.11818027,0.11145882,52.197372,54.397404,0.99454027,3.2777388,0.41896799,9.228451,4.619627114809419
6.8779864,0.49154982,0.0026688,3.4277,1.0003897,0.04902961,26.477083,78.734314,0.99653953,3.3500178,0.61534142,8.208096,4.985176804385633
8.090065,0.53771091,0.25405672,3.9671,0.9940176,0.10426702,17.113007,59.240257,0.99414515,3.2099893,0.48579055,9.0463,4.927540208091324
9.0860434,0.52661818,0.00411017,0.9203,1.06877697,0.1135884,17.743341,63.282623,0.99303168,3.2803414,0.44897059,9.276638,4.928198635897168
8.5748186,0.43515652,0.43013552,4.2922,1.08148396,0.10758718,19.663208,85.864944,0.99504226,3.2487249,0.59385359,8.658968,4.735846935496467
6.1639595,0.45983967,0.27773774,0.307,1.08831453,0.15074328,24.409843,40.074265,0.99435163,3.2554946,0.43524069,9.476352,4.833731989919473
7.1223817,0.35190025,0.37229311,0.0913,1.04399347,0.070876,31.316319,21.719831,0.99332678,3.2896287,0.38859919,8.898947,4.980690045864864
6.8413191,0.61579442,0.45278484,4.9812,1.02919436,0.12375776,28.446203,24.47636,0.99586725,3.2265546,0.47145474,9.440469,4.959413830738243
7.7442207,0.57897228,0.33397552,5.9296,1.09566844,0.09240496,12.610144,63.102154,0.99539477,3.3746264,0.58091283,9.006686,4.883510590419503
7.5000634,0.50285941,0.3485921,5.3577,0.93515074,0.07085438,23.559059,63.712582,0.99537134,3.3484108,0.49602827,8.787428,4.867708479613254
8.899766,0.50379831,0.47453901,0.8266,0.90305406,0.13211629,24.924711,81.365372,0.99864882,3.2910647,0.44962293,9.21192,4.513814112418027
9.1735592,0.40791535,0.29603007,3.1228,0.84068149,0.04184955,13.287912,24.824057,0.99668938,3.3231022,0.43119448,9.507203,4.990041678159487
7.3922043,0.39151147,0.30564684,3.5631,1.11812329,0.09033328,7.505659,70.567101,0.99713308,3.1834748,0.54480243,8.882979,4.909923807656297
7.0909071,0.40302473,0.01476777,0.8702,1.09845555,0.12748756,20.23962,93.959435,0.99830383,3.1876042,0.45277673,9.236369,4.812298710333506
6.6958051,0.47173151,0.22238445,0.8642,1.0752548,0.07657983,12.655822,56.474403,0.99867016,3.3178697,0.47381166,8.894145,4.788756304101841
8.1675997,0.57789665,0.54837221,4.1147,0.96255457,0.02721697,27.039415,39.851532,0.99217176,3.2722654,0.55825835,8.962152,4.989297332808276
7.713264,0.49261859,0.18499871,5.1073,1.02216363,0.04620757,27.154346,16.630863,0.99594343,3.3621581,0.44277924,8.974128,4.905316600763999
8.5911694,0.35092175,0.31902152,3.1334,0.90945709,0.08192402,2.382523,49.787495,0.99271876,3.3599827,0.5558008,8.594352,4.968964848038173
8.516799,0.62046748,0.33695248,6.4299,0.91348153,0.103339,35.370304,81.888672,0.99996507,3.3458736,0.58896738,8.123285,4.732396464888779
6.4020791,0.52265811,0.33098128,3.168,1.0580883,0.09391351,27.205692,37.776928,0.99356109,3.1285601,0.54389024,8.762868,4.916075836426718
7.0448971,0.58278543,0.25559163,6.2409,0.90952075,0.06403841,8.314054,43.574501,0.99876952,3.4486914,0.44500121,9.001799,4.452895471791898
6.690506,0.61296242,0.4517228,2.0209,0.98644459,0.05589093,33.151623,64.693245,0.99127799,3.1600096,0.40336567,9.007752,4.9114282944967975
8.0918636,0.5308224,0.15109731,8.2135,1.00330949,0.07055873,20.100168,92.116295,0.99535769,3.1724212,0.39930135,9.098984,4.8515652252437755
