fixed acidity,volatile acidity,citric acid,residual sugar,is_red,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
5.5296445,0.1112546846,0.1801802665,1.2964788675,0.2806620002,0.101617,24.93889,133.26576,0.9967424,2.903569,0.610999,11.450767,5.906
2.2846622,0.0005097951,0.06215436012,2.0281989574,0.0157074835,0.074733,0.000909,115.48154,0.9967178,2.619036,0.543608,9.777448,5.26
5.8730965,0.3934500515,0.44274866581,4.7236642838,0.1300990582,0.075321,21.802149,173.19087,0.9925125,3.259558,0.502987,10.994451,5.92
8.5170689,0.6407094002,0.45923095942,7.0172286034,0.3601783216,0.039636,3.844717,165.50867,1.0003698,3.258811,0.556434,9.064903,5.054
6.6113114,0.4945529401,0.25608688593,9.991071701,0.2715203464,0.041458,36.138317,164.4149,0.9968255,3.355977,0.580347,10.485726,5.788
6.6746826,0.1043498516,0.13264897466,7.1815629005,0.4115831554,0.087747,46.933201,177.48705,0.9902941,3.651964,0.369746,10.431218,5.932
7.3771296,0.2620582879,0.39409795403,4.5227899551,0.2812670767,0.041546,12.782042,36.2191,0.9934472,3.276994,0.201801,10.118959,5.222
6.6478271,0.559355855,0.30930745602,5.5565443039,1.0600550175,0.066268,53.682125,102.37777,0.9940206,3.176224,0.591643,9.093705,5.284
6.4162807,0.3822017312,0.12042439729,5.0549945831,0.0176130123,0.08268,32.800713,98.06706,0.9944683,3.027581,0.481708,10.313926,5.312
7.2764368,0.5530951619,0.31774225831,10.6824293137,0.3694654107,0.038613,12.967181,29.92899,0.9911323,3.434369,0.595017,8.706056,5.572
8.3379326,0.342930913,0.42606580257,6.0738534927,1.0843390226,0.023494,31.503962,167.94954,0.99545,3.290176,0.238128,10.666989,5.868
8.5027599,0.3208370507,0.41979929805,0.4676068425,0.1593945622,0.050801,13.625552,187.51733,0.9878616,3.319256,0.390794,11.558282,5.042
7.31602,0.26251176,0.33066031337,7.4687991142,0.5094852448,0.022532,30.254017,102.70906,0.998451,3.193852,0.494647,10.514383,6.0
7.2153764,0.3499226272,0.21116004884,9.8258533478,1.4696483612,0.021019,15.048323,133.93668,0.9935532,3.346883,0.426764,10.155699,5.392
6.3370671,0.4446245432,0.35609197617,9.8806524277,1.3892213106,0.07309,28.689804,157.3858,0.9967436,3.257697,0.61506,10.397426,5.428
2.2846622,0.3812116385,0.18836587667,0.0022456578,6.21284e-05,2.9e-05,49.756802,4.01348,0.988742,2.619036,0.287221,11.196119,5.404
6.6746826,0.1043498516,0.13264897466,7.1815629005,0.4115831554,0.087747,46.933201,177.48705,0.9902941,3.651964,0.369746,10.431218,5.932
6.7727642,0.3118890226,0.40405169129,4.4868793488,0.3193847835,0.040832,35.176289,204.56726,0.9955764,3.073999,0.569237,10.533308,5.354
7.3062186,0.3376818001,0.25850117207,1.2469702959,0.1203864515,0.014789,41.207115,114.3396,0.993621,3.212981,0.705032,10.573569,5.724
5.0017304,0.4551375508,0.38277482986,10.8217697144,0.5679302812,0.036299,20.082058,116.15722,0.9971458,2.80934,0.517845,10.565723,5.746
6.691246,0.2649864852,0.26931148767,6.2093238831,0.2715230584,0.126586,15.276514,119.25445,1.0001525,3.380805,0.282188,10.147839,5.316
5.5194254,0.5586416125,0.30408754945,1.6655097008,1.03971982,0.058351,40.705128,186.27991,0.9932166,3.62581,0.284306,10.627351,5.396
6.3971157,0.4218560755,0.26266813278,4.8088941574,0.0114739658,0.055564,52.855045,223.88486,1.0000439,3.111387,0.704778,10.4796,5.364
7.1933193,0.3119717538,0.26944828033,5.2860565186,0.6592649817,0.03171,68.474762,72.6521,0.9905741,3.319056,0.394429,9.95593,5.636
7.9868159,0.3344319165,0.57123881578,4.0101118088,0.0925004184,0.026958,40.896595,104.45942,0.9969046,3.093361,0.66626,10.013124,5.834
7.0560164,0.4157050848,0.27361321449,7.8944721222,0.035399396,0.106879,25.429211,108.66251,0.9936973,3.133094,0.491384,10.028726,5.39
5.6861911,0.108685337,0.24591033161,0.4602375329,0.9639348984,0.05627,47.3064,167.10417,0.9926888,3.246953,0.491412,8.987059,5.662
8.9001083,0.0356640629,0.41507747769,3.8745744228,0.8158581257,0.099672,6.4844,133.07368,0.9965223,3.152099,0.451828,9.3496,5.53
7.2620668,0.4667279124,0.37212094665,3.475070715,0.3776248395,0.003551,36.708534,181.31607,0.993669,2.969205,0.347614,9.594713,5.162
7.5590839,0.3318509161,0.37677621841,8.8864736557,0.0991887674,0.016917,27.2099,123.66738,0.9970224,3.341048,0.51861,10.187059,5.91
8.5847111,0.4152643681,0.74362146854,12.7117462158,0.668233633,0.021258,55.354599,18.86082,0.9939187,3.50105,0.544788,7.484826,5.232
8.81635,0.5317698717,0.33220806718,0.6636295319,0.4172715545,0.099458,21.813923,105.69263,0.9918877,3.210242,0.406531,8.979346,5.188
8.828166,0.5906203389,0.50636249781,8.29753685,0.5153865218,0.084301,2.725469,84.28448,0.995063,3.007927,0.516992,13.107592,5.712
7.4600592,0.4860046506,0.48042467237,11.448559761,0.4237412214,0.127191,61.439854,110.1262,0.9925175,3.032675,0.638689,8.822414,5.228
7.860949,0.1463789493,0.28751021624,7.2265558243,0.3670111001,0.084176,73.125374,149.9196,0.9978628,3.220166,0.617907,7.751215,5.93
6.2591629,0.5508927703,0.31328877807,8.1907329559,0.2383469641,0.082226,5.243086,65.85039,0.9934429,3.198178,0.300933,11.026329,5.058
