dteday,holiday,weekday,workingday,season,yr,mnth,hr,temp,atemp,hum,windspeed,weathersit,cnt
4.516433,0.07463334,3.552194,0.9379377,0.9915473,0.203998506,0.6347672,2.8711889,0.39818752,0.3894069,0.18981054,0.1561915,1,26.259099274929294
4.516433,0.0653493,3.552194,0.9323927,0.5994943,0.203998506,0.0001066,2.8711889,0.39818752,0.3911143,0.26718983,0.1561915,1,19.232034248390754
4.516433,0.07658322,3.552194,0.9195396,1.0886656,0.025574001,0.4086742,2.8711889,0.39818752,0.3940622,0.18981054,0.1561915,1,17.210760735945577
4.516433,0.07463334,3.552194,0.9379377,0.9915473,0.203998506,0.6347672,2.8711889,0.39818752,0.3894069,0.18981054,0.1561915,1,26.259099274929294
4.654002,0.02541651,2.78253,0.9339629,1.3117249,0.004850481,0.2589141,2.5257533,0.38804418,0.4010101,0.46629712,0.1560287,1,28.27870621463636
4.070945,0.0653493,1.877589,0.9379377,0.9915473,0.203998506,0.4544204,2.8711889,0.39818752,0.3911143,0.18981054,0.1561915,1,23.192651622336584
4.516433,0.07463334,3.552194,0.9379377,0.9915473,0.203998506,0.6347672,2.8711889,0.39818752,0.3894069,0.18981054,0.1561915,1,26.259099274929294
4.778687,0.07658322,3.637808,0.9195396,1.0886656,0.025574001,0.4086742,2.2531469,0.37534589,0.3940622,0.31176525,0.1534654,1,18.816392066349582
4.654002,1.211e-05,2.78253,0.9323927,1.3117249,0.186206415,0.4544204,2.0451584,0.38804418,0.4010101,0.26718983,0.158248,1,17.33235904022258
4.449213,0.0653493,3.54844,0.9323927,0.5994943,0.186206415,0.4544204,2.0451584,0.39724112,0.3911143,0.26718983,0.158248,1,10.494376544306517
4.516433,0.02541651,3.552194,0.9379377,0.0808751,0.004850481,0.2589141,2.8711889,0.39818752,0.4010101,0.18981054,0.1560287,1,7.308041638044
4.788223,0.05533127,3.183123,0.919016,1.1641768,0.134415925,1.6037519,2.116905,0.40725473,0.4055414,0.73143935,0.1566466,1,26.084561183914758
4.585381,0.08869085,3.638734,0.9307274,0.9552382,0.099805728,0.1889995,3.2833045,0.38518542,0.4065462,0.00045899,0.1550525,1,12.346999948362468
4.794533,0.12478545,3.41722,0.9109486,1.0131191,0.029401448,1.3974749,2.4051766,0.40943041,0.4029913,0.16261421,0.1539311,1,18.777658074645363
4.516433,0.07463334,3.552194,0.9379377,0.9915473,0.203998506,0.6347672,2.8711889,0.39818752,0.3894069,0.18981054,0.1561915,1,26.259099274929294
4.516433,1.211e-05,3.552194,0.9323927,0.5994943,0.186206415,0.0001066,2.8711889,0.39818752,0.3911143,0.26718983,0.1561915,1,16.146185096303014
4.682351,0.09713185,3.74597,0.9011503,1.2686412,0.360927999,1.6057881,2.2734351,0.40784577,0.4018673,0.24784851,0.1550756,1,31.50551253521955
4.466283,1.211e-05,1.877589,0.9124632,0.7248767,7.058e-06,0.0001066,3.50317,0.39955506,0.3976486,0.17523454,0.1561599,1,13.601260458805308
4.485042,0.0653493,3.302521,0.9140517,0.5994943,7.058e-06,0.564869,2.0451584,0.39724112,0.4002201,0.63954848,0.158248,1,23.42816832985291
4.449213,0.0653493,3.54844,0.9323927,0.5994943,0.186206415,0.4544204,2.0451584,0.39724112,0.3911143,0.26718983,0.158248,1,10.494376544306517
4.654002,1.211e-05,3.54844,0.9339629,1.3117249,7.058e-06,0.4544204,2.0451584,0.39724112,0.4010101,0.26718983,0.158248,1,14.34181016178689
4.654002,0.02541651,2.78253,0.9339629,1.3117249,0.004850481,0.2589141,2.5257533,0.38804418,0.4010101,0.46629712,0.1560287,1,28.27870621463636
4.449213,0.0653493,3.54844,0.9323927,0.5994943,0.186206415,0.4544204,2.0451584,0.39724112,0.3911143,0.26718983,0.158248,1,10.494376544306517
4.788223,0.05533127,3.183123,0.919016,1.1641768,0.134415925,1.6037519,2.116905,0.40725473,0.4055414,0.73143935,0.1566466,1,26.084561183914758
4.516433,0.07463334,3.552194,0.9379377,0.9915473,0.203998506,0.6347672,2.8711889,0.39818752,0.3894069,0.18981054,0.1561915,1,26.259099274929294
4.449213,0.0653493,3.54844,0.9323927,0.5994943,0.186206415,0.4544204,2.0451584,0.39724112,0.3911143,0.26718983,0.158248,1,10.494376544306517
4.516433,1.211e-05,3.552194,0.9379377,0.9915473,0.203998506,0.6347672,2.8711889,0.39818752,0.3894069,0.18981054,0.1561915,1,23.236142509981093
4.951086,0.04987225,3.747344,0.9549924,1.663939,0.229186624,0.6024481,2.3487253,0.39726144,0.3943966,0.35118487,0.1540243,1,31.731664506915347
4.794533,0.12478545,3.41722,0.9109486,1.0131191,0.029401448,1.3974749,2.4051766,0.40943041,0.4029913,0.16261421,0.1539311,1,18.777658074645363
4.516433,0.07463334,3.552194,0.9379377,0.9915473,0.203998506,0.6347672,2.8711889,0.39818752,0.3894069,0.18981054,0.1561915,1,26.259099274929294
4.810451,0.04957721,2.710961,0.961319,0.6595048,0.228749707,0.6317317,2.4682109,0.38605297,0.403101,0.39326009,0.1538424,1,31.775319647096264
4.794533,0.12478545,3.41722,0.9109486,1.0131191,0.029401448,1.3974749,2.4051766,0.40943041,0.4029913,0.16261421,0.1539311,1,18.777658074645363
4.778687,0.07658322,3.637808,0.9195396,1.0886656,0.025574001,0.4086742,2.2531469,0.37534589,0.3940622,0.31176525,0.1534654,1,18.816392066349582
4.449213,1.211e-05,1.877589,0.9195396,1.0886656,0.186206415,0.4544204,2.0451584,0.37534589,0.3940622,0.26718983,0.1534654,1,12.865253325480696
