sepal_length,sepal_width,petal_length,petal_width,class
7.3231229,3.6462732,2.0118338252,1.072447737,Iris-versicolor
4.7265883,2.0576708,2.5355610592,1.1141339166,Iris-versicolor
3.6774246,3.6938698,2.784106746,1.3231760715,Iris-versicolor
5.8838453,3.5691392,2.6486847652,2.0988216678,Iris-versicolor
6.9809833,3.9026687,4.3596104893,1.3891947416,Iris-versicolor
3.0645638,2.8464384,4.2618171157,1.0868672025,Iris-versicolor
5.1018955,3.3312877,3.3747621427,1.5349567564,Iris-versicolor
7.4321606,3.1367392,4.6400899999,0.2564114781,Iris-versicolor
4.3668913,3.6267691,8.0784591511,1.1767192295,Iris-versicolor
3.7885015,3.0256099,3.252555209,1.0345978687,Iris-versicolor
5.9403874,3.6574203,2.7618735884,1.6465795143,Iris-versicolor
6.4058904,2.9442463,0.6257052697,1.0897617052,Iris-versicolor
3.9844503,3.1112502,2.5082612726,1.3288241985,Iris-versicolor
5.1212239,3.0433409,7.139974421,0.9447957058,Iris-versicolor
6.5018193,3.2903474,4.8285078412,1.306221314,Iris-versicolor
4.4599648,3.1850774,3.332347114,0.9520553945,Iris-versicolor
3.9357853,3.0865009,4.0905443079,1.2829353394,Iris-versicolor
6.2138265,3.0445155,2.9486136576,1.1037520338,Iris-versicolor
3.8373812,3.4038382,5.902209593,0.9336053534,Iris-versicolor
6.769968,3.6562958,0.8765056714,1.1531842927,Iris-versicolor
4.4743528,3.4863805,4.4405042354,1.3335468442,Iris-versicolor
4.9490936,2.7426823,5.2731001734,0.8693315383,Iris-versicolor
6.2441886,1.9763912,3.662988508,0.7174756387,Iris-versicolor
3.9748998,2.4501567,3.7852154037,0.7183037917,Iris-versicolor
5.328271,3.1418374,3.7237778447,2.0091886357,Iris-versicolor
6.6023248,3.5518372,2.8886184455,0.824387831,Iris-versicolor
5.2881204,3.2119156,5.9370827861,0.8207006142,Iris-versicolor
6.239421,2.4621531,0.0627642098,0.7544292354,Iris-versicolor
7.8260985,3.2429629,2.2714618423,1.1077384888,Iris-versicolor
6.4408522,2.3179103,0.3688576011,1.6530805599,Iris-versicolor
5.8972723,3.3285241,3.4137257144,0.8915928055,Iris-versicolor
6.1009917,2.8042528,2.6771363607,0.7963054519,Iris-versicolor
5.7528799,2.1199614,3.0663172789,1.9852092169,Iris-versicolor
4.4846373,2.3687115,2.9783053541,3.5239686859,Iris-versicolor
3.6772193,2.3244706,4.0881831457,1.9041825525,Iris-versicolor
3.6593391,2.3469764,4.9202402766,1.034616973,Iris-versicolor
6.4438494,3.2724475,2.6257448069,1.1943700656,Iris-versicolor
3.6151248,2.7809159,3.071495563,0.7257189649,Iris-versicolor
6.221526,3.5547271,3.238383257,0.0829871685,Iris-versicolor
4.6129701,3.0496448,3.8177113587,2.5097052932,Iris-versicolor
4.0565429,3.3971861,6.0517318988,0.731832597,Iris-versicolor
6.9286746,3.3646781,4.9672909963,1.0359442078,Iris-versicolor
4.2839021,2.9115852,9.0786763991,0.8877881643,Iris-versicolor
4.5655875,3.0008786,9.0274800201,1.2845875216,Iris-versicolor
6.7210045,3.2870875,4.3581995859,0.5420141,Iris-versicolor
7.4594688,1.7907078,3.4726503117,0.7131850121,Iris-versicolor
6.5761813,2.5620917,3.372324067,0.5523466221,Iris-versicolor
6.5751393,2.6991997,1.9606942202,1.5070577362,Iris-versicolor
4.1680963,3.8458945,8.9942385739,1.0424720075,Iris-versicolor
3.5632183,2.5838608,3.5446626488,1.2487037163,Iris-versicolor
5.7007483,2.715033,3.9328296103,2.038393998,Iris-versicolor
5.6403376,3.7335193,4.7013377888,1.448730638,Iris-versicolor
5.1461219,3.3487324,7.7708701597,1.2578526373,Iris-versicolor
3.1689027,2.9221648,3.0367686583,1.2604780387,Iris-versicolor
4.8352642,3.4843572,3.3687163803,2.7046890911,Iris-versicolor
6.0258694,3.1388011,3.8813068767,0.361177485,Iris-versicolor
5.4883986,3.3450862,2.9636996467,2.5833223223,Iris-versicolor
4.8967105,2.6506497,5.5184471434,1.3429205818,Iris-versicolor
4.3925119,3.7242524,6.5986743022,0.7134082495,Iris-versicolor
6.760897,3.8442651,3.2327276514,0.1059368142,Iris-versicolor
7.7032961,2.7417511,3.7058520448,0.4076160755,Iris-versicolor
5.6573544,2.0218092,2.5038696678,0.8372646135,Iris-versicolor
5.7443727,2.4394599,3.9655900742,0.7492225021,Iris-versicolor
4.2428955,3.5022347,4.6903732141,0.9756139162,Iris-versicolor
5.3040695,4.109344,3.4620385211,3.0489159022,Iris-versicolor
6.9602321,3.9142507,1.9608788128,0.8169850794,Iris-versicolor
6.5287557,3.2022445,2.4340746733,1.0809037983,Iris-versicolor
6.8648325,3.2838984,2.7472719059,1.0438158927,Iris-versicolor
4.1901421,2.988837,6.7543443151,1.2359884115,Iris-versicolor
4.8129694,2.967416,2.7902136504,1.8965822944,Iris-versicolor
7.7207366,3.3304464,4.7519684422,0.5839278208,Iris-versicolor
5.02337,3.2719367,3.5270986951,1.4602367651,Iris-versicolor
3.9229875,2.6974254,4.7748484213,0.7687545597,Iris-versicolor
6.4298577,4.8617723,3.2781313605,0.0851975165,Iris-versicolor
4.9276953,2.3561337,7.5790730171,0.7310122001,Iris-versicolor
6.4661873,3.4930107,1.3252283947,1.1548587597,Iris-versicolor
6.5678664,3.6286915,3.9763944513,1.0877055925,Iris-versicolor
6.593807,3.4304142,1.6604360317,1.2747646409,Iris-versicolor
5.9036842,3.0326234,2.1345626199,0.7688017647,Iris-versicolor
6.6340074,3.2169955,3.6607839778,1.2793172105,Iris-versicolor
3.3262566,3.1935277,4.68905424,1.0801775551,Iris-versicolor
5.1420316,2.5508454,1.9063373081,1.0399183191,Iris-versicolor
7.8348918,3.1938887,4.6521037106,0.4489306155,Iris-versicolor
3.6981556,3.5697974,7.1281798139,0.7563637336,Iris-versicolor
8.4686267,3.6151441,3.9552059552,1.3141463563,Iris-versicolor
6.2919643,2.5059193,4.0245894646,0.4505625235,Iris-versicolor
4.8384759,2.8346397,8.2564264774,0.7704449179,Iris-versicolor
6.6588304,2.0706559,3.5528572637,0.8503248473,Iris-versicolor
6.6483593,2.2727114,2.7586564879,1.5298264114,Iris-versicolor
6.3723154,2.8631757,2.9972700902,0.2588441811,Iris-versicolor
4.8127333,2.7691307,5.9570301184,0.7965046043,Iris-versicolor
7.1563091,3.3430399,1.942891131,1.1128741712,Iris-versicolor
3.6685802,3.3215909,3.3877759735,1.5142405476,Iris-versicolor
4.7680909,3.9578633,5.9427193124,1.2102638388,Iris-versicolor
5.0585617,3.3623274,4.0843688523,1.2407918715,Iris-versicolor
4.6505252,4.1814284,3.1546053134,2.2010325409,Iris-versicolor
5.2354697,4.5297752,2.8039717286,1.4364811851,Iris-versicolor
5.4156189,1.6444611,3.7802789312,0.4671140403,Iris-versicolor
7.4007487,2.8705062,2.700222809,0.9252564252,Iris-versicolor
7.1894961,2.9856348,2.095216986,1.2224393658,Iris-versicolor
4.8021844,2.8387814,2.9720674397,1.3636568927,Iris-versicolor
5.6306237,3.2702943,4.6377098906,1.0110316633,Iris-versicolor
7.7466075,2.7108237,1.8351822033,1.0664926512,Iris-versicolor
3.4205906,2.3863121,8.6597694768,0.7139949232,Iris-versicolor
4.1887746,2.548328,9.2830404546,1.0169721671,Iris-versicolor
5.1424573,2.3008978,4.1975136363,0.469705103,Iris-versicolor
