fixed acidity,volatile acidity,citric acid,residual sugar,is_red,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.085302,0.6140855,0.42753,0.5637876,0.9279733,0.054305349,1.438431382,70.50315,1.0011585,3.3129098,0.67081934,9.228754,4.976422862331724
7.292167,0.54719156,0.14647,0.5335867,1.1328638,0.052224595,8.878775597,29.14995,0.9933262,3.2270792,0.64056844,8.327813,4.951914004558627
8.030532,0.61926281,0.41497,1.6360945,1.0407479,0.057233527,9.611321449,1.69208,0.9952784,3.2657125,0.49410158,9.641671,4.747531081824909
7.390985,0.57155615,0.37883,1.4275519,0.9323027,0.064072125,10.631584167,12.31164,0.9931328,3.1798778,0.42988873,8.969213,4.57287996203189
7.50496,0.49136469,0.06013,3.725337,1.0752413,0.052047305,8.337140083,27.94578,0.9890257,3.357738,0.33164403,9.061102,4.190130443608742
7.639077,0.60386348,0.29866,3.378088,0.9822863,0.044279695,2.138297558,33.52666,0.9901617,3.2261131,0.51426679,9.129946,4.957347136963641
7.797372,0.56698769,0.10352,1.1615973,1.1142215,0.046759102,17.530776978,59.26911,0.9980302,3.2928364,0.51896179,9.119715,4.898792712760324
7.920777,0.54332656,0.23498,2.4742379,1.0657628,0.053477932,12.824531555,52.36893,0.9971854,3.2325914,0.57255429,8.999401,4.954858495375495
8.030828,0.55240417,0.40936,0.3010665,0.9006661,0.05298017,6.281694889,29.81588,0.9932737,3.306844,0.51501787,8.846033,4.6621633608715385
8.190672,0.63472795,0.00898,1.051711,1.067899,0.06417574,7.266397476,70.95466,0.9945595,3.233968,0.71873343,9.310003,4.892540748279941
7.606919,0.54078907,0.42707,2.3466022,0.855855,0.063314229,14.344607353,17.0523,0.9913703,3.2095006,0.42328158,8.745124,4.641173566711595
8.242414,0.66835177,1e-05,1.1183778,0.9143113,0.062162418,5.512927055,0.04029,0.9917167,3.2090936,0.58288831,7.751036,4.905842046098802
7.606966,0.53622824,0.03407,1.6270659,1.0200465,0.05440744,10.569728851,45.15857,0.9908515,3.2982886,0.57837236,8.176828,4.944913784675561
8.217099,0.57013792,0.30621,1.0668187,0.9892114,0.057142846,0.017258994,56.72879,0.9899221,3.225071,0.55239224,8.489378,4.732608639431421
8.095996,0.64038283,0.01934,1.7475632,0.9537351,0.024364628,5.825022221,69.94026,0.9939147,3.2656205,0.51737285,8.786783,4.921910301067613
8.110941,0.68169302,0.35077,0.8219386,0.9470423,0.055864528,0.017258994,67.4671,0.996002,3.181385,0.50096142,8.795089,4.807728248210433
7.741975,0.60563588,0.02692,0.173056,1.0210339,0.052586991,15.370436668,57.35814,0.989866,3.3113487,0.75466812,8.862117,4.991341221592572
7.568541,0.56819493,0.21778,0.7550935,1.1434743,0.046327416,4.861721992,40.06179,0.9925013,3.2030864,0.52913946,8.963023,4.880821965069898
8.500058,0.60860467,0.24722,1.4894677,1.0405711,0.057750784,8.795763016,25.32394,0.9975081,3.2724769,0.43842223,8.776906,4.514876339400852
7.094884,0.43491066,0.26817,2.9790652,1.0655349,0.071543604,12.574677467,82.91273,0.9932553,3.1856649,0.49608001,8.474293,4.7301913770887305
7.840513,0.51091897,0.10794,1.8848413,0.8495141,0.053413521,9.095371246,13.32104,0.9901613,3.2828197,0.39953622,8.95012,4.818013328965582
7.651867,0.63155133,0.32685,0.0157085,0.8982776,0.062271651,3.824326992,45.03872,0.9908991,3.2920208,0.55279529,9.352408,4.963021429834368
6.684545,0.60202056,0.30139,3.6027458,0.9991359,0.0611181,10.337323189,31.4269,0.9925881,3.2576292,0.48459727,9.567912,4.937743039805847
7.959683,0.63687986,0.11016,3.1090205,0.8888574,0.051081251,6.204557896,40.66567,0.9931506,3.216748,0.48308331,9.037432,4.943187803919965
8.432419,0.46919358,0.16756,0.9899712,0.8163974,0.060492124,13.164640427,54.65061,0.9934933,3.2710688,0.28617531,9.745848,4.630523910631848
8.218534,0.49713296,0.4274,0.367564,1.0330852,0.059568789,8.859507561,43.4507,0.9990363,3.23118,0.60363477,8.683923,4.812922046509327
8.427203,0.57101476,0.21645,0.4883504,1.0894542,0.056773454,6.27844286,28.58558,1.0006963,3.2286673,0.57777357,8.894776,4.9541582274149825
6.684545,0.60202056,0.30139,3.6027458,0.9991359,0.0611181,10.337323189,31.4269,0.9925881,3.2576292,0.48459727,9.567912,4.937743039805847
9.196402,0.75205886,0.23682,2.0452843,1.0016758,0.055502642,6.254943371,90.53994,0.9951156,3.2056656,0.62071097,9.035551,4.9540490089653275
8.105126,0.57842147,0.29036,0.7579269,1.1702077,0.057825964,3.631258726,32.02364,1.0024792,3.3817017,0.62408227,9.780193,4.957555021059114
9.928768,0.51149672,0.2572,0.7151384,1.0718732,0.052797344,7.225196838,78.0325,0.9950045,3.1763546,0.49490932,9.2001,4.847369494384906
7.600707,0.71874523,0.53581,1.1275947,1.0218041,0.047945332,10.695521355,22.77242,0.9907835,3.1980951,0.54388237,8.938275,4.796343121988494
7.611238,0.54581875,0.63061,3.1718845,0.9752412,0.050904959,7.894600391,19.49684,0.9988626,3.3227303,0.57116038,9.387174,4.699489370833821
8.304357,0.48929328,0.21731,0.4415241,0.936563,0.050356869,6.530157089,84.9326,0.996053,3.2135453,0.45491272,9.241569,4.91223915007418
8.112691,0.52541035,0.31413,2.5485036,0.5980712,0.053332876,3.490381479,38.64979,0.9987354,3.2982628,0.51333028,8.814342,4.766090989925951
8.002125,0.68032682,0.02923,2.4138234,1.1176298,0.051357161,11.027537346,53.34607,0.9925793,3.2409687,0.36637786,9.705969,4.733349538338975
7.575048,0.687693,0.10924,1.1163603,1.2274181,0.049028035,11.833070755,42.5827,0.9916974,3.2827008,0.4070664,9.178345,4.658789141481748
8.321367,0.58007902,0.10333,1.7164037,1.0481089,0.063022599,5.739640236,60.08574,0.9949684,3.387295,0.50549698,9.24177,4.924851776038148
7.781003,0.6053068,0.25813,0.7720188,1.0100019,0.038670257,9.746920586,49.28595,0.9965519,3.2703044,0.47906324,9.38635,4.888268178712562
8.070206,0.59725434,0.31328,1.4720894,1.2909178,0.055098098,14.044128418,57.70825,0.9915453,3.2548892,0.48096848,9.419925,4.7089555766104585
8.107514,0.66296381,0.16412,2.8659575,0.7504681,0.068575077,7.245524883,11.24523,0.9966468,3.3285542,0.57500279,8.184462,4.711091778022147
8.040062,0.57127976,0.49194,2.6215672,0.9960108,0.057506252,11.913680077,60.59193,0.9921879,3.2795327,0.73627847,8.512149,4.8469509472749115
8.405348,0.68656915,0.07117,1.6508911,1.0232549,0.060690805,13.8799963,19.63322,0.9927819,3.2479496,0.4509894,8.435049,4.59711267738165
8.415491,0.53761911,0.35101,1.6872057,1.0894076,0.062673874,12.777798653,41.42601,0.9956819,3.2397573,0.54381299,9.320468,4.987656648572837
8.243781,0.46135938,0.51047,2.6136689,0.980049,0.03993576,9.926938057,43.14473,0.9931368,3.3260076,0.42723408,9.719707,4.848348526899399
8.195363,0.46098334,0.4125,0.9925496,0.9920174,0.054126255,11.819208145,30.37559,0.9925832,3.2563674,0.56158251,9.041988,4.9983057946950336
8.355684,0.58551806,0.49451,0.0352038,1.0560575,0.072639115,8.633122444,43.31681,0.9960034,3.2287469,0.6464777,9.103536,4.925677819675462
7.607466,0.46850303,0.35159,2.754029,1.0556748,0.052302856,10.379663467,22.18294,0.9979928,3.25407,0.4789983,8.941363,4.683956007553824
6.074584,0.59274668,1e-05,0.0001383,0.5980712,0.055691846,6.961655617,0.04029,0.9805977,3.2832484,0.16691886,8.727016,4.900796399108882
8.557158,0.41104782,0.41755,2.3415294,1.098888,0.04880137,3.891586304,15.32798,0.9936893,3.2315843,0.44725505,8.869008,4.880786184609647
8.178264,0.48647964,0.36559,1.5301114,0.9850039,0.044561688,8.404497147,24.3255,0.9929127,3.3094735,0.5861994,8.563222,4.917933045971623
6.074584,0.46815619,0.29031,2.0331256,1.0405856,0.059991255,7.718003273,0.04029,0.994328,3.3150299,0.5802384,8.770647,4.867205611360414
8.46521,0.58141732,0.08609,1.7539595,1.1302282,0.061269324,9.155965805,54.52133,0.9922171,3.1772492,0.71968734,9.252184,4.997538185037033
8.757455,0.58427823,0.22574,0.7069077,1.0210792,0.073675193,10.702055931,4.39836,0.9935562,3.2718258,0.53341919,8.624848,4.9638234786487
8.2984,0.58048505,0.23222,1.2073233,1.0734636,0.06342683,8.447912216,44.46869,0.9969338,3.2602177,0.53559762,9.252787,4.92008356251486
7.797372,0.56698769,0.10352,1.1615973,1.1142215,0.046759102,17.530776978,59.26911,0.9980302,3.2928364,0.51896179,9.119715,4.898792712760324
8.415066,0.64287418,0.4149,3.2309942,0.9239461,0.051757894,9.747886658,23.25893,0.9928077,3.3001964,0.605349,8.930286,4.952835661938479
7.633562,0.60970265,0.40861,0.2115107,1.1338367,0.041450743,4.79891634,29.06163,0.993107,3.2086518,0.49927732,9.554131,4.9006946962016045
7.621142,0.57117069,0.108,2.0529263,1.0975838,0.070735343,1.095844388,29.20634,0.9936113,3.2974029,0.56359559,8.773438,4.880580107672978
7.002146,0.55979741,0.07422,2.3851631,1.0034374,0.034575127,17.806890488,55.0719,0.9925595,3.0343428,0.58315974,8.501141,4.96838576331136
7.952116,0.68149334,0.36189,2.0898545,1.0859877,0.043118957,19.387678146,25.91687,0.9843848,3.2655215,0.38750258,9.422401,4.934767080692223
8.04995,0.69133204,0.21673,2.062012,1.0947859,0.040403437,12.65840435,41.23395,0.9975122,3.2958853,0.48043281,9.149086,4.750069141385584
7.907078,0.55190688,0.43339,2.3305759,1.0031747,0.058108393,6.454463482,69.52596,0.9978052,3.2807271,0.45141038,9.317827,4.702767345688178
7.393416,0.5265795,0.05477,2.5752442,1.0380999,0.05205521,6.002187252,70.49309,0.9954135,3.1709011,0.74522054,8.981375,4.863623437459307
7.850864,0.34849322,0.041,2.1189291,1.1709435,0.054625437,11.036186218,70.65096,0.9986222,3.3972034,0.42002705,9.440487,4.915734400283396
8.376794,0.51880276,0.35423,1.840139,0.9985092,0.058125764,12.554045677,21.30579,0.9887468,3.2894847,0.55780631,8.303767,4.819221210457716
8.309919,0.55993605,0.31745,0.4892005,0.9293707,0.046824705,5.354586124,4.33974,0.9882357,3.2565563,0.35915479,8.764859,4.488407876945029
8.002125,0.68032682,0.02923,2.4138234,1.1176298,0.051357161,11.027537346,53.34607,0.9925793,3.2409687,0.36637786,9.705969,4.733349538338975
7.916877,0.64103419,0.00689,1.9261625,0.8491312,0.053195074,12.23541832,56.28538,0.9922062,3.3134544,0.50035214,8.826108,4.939404377941765
8.197694,0.5306443,0.47427,4.7188931,0.8291767,0.061544463,5.201324463,95.66287,0.9973527,3.2075734,0.47967082,8.558732,4.627766330261352
8.002125,0.68032682,0.02923,2.4138234,1.1176298,0.051357161,11.027537346,53.34607,0.9925793,3.2409687,0.36637786,9.705969,4.733349538338975
8.356335,0.34390211,0.42911,1.4813308,0.9902427,0.057459116,7.64818716,19.90753,0.9966217,3.2096026,0.43732128,8.976819,4.936696752092285
8.166598,0.64934051,0.452,0.0521311,1.0435706,0.067833059,4.188261032,43.97628,0.9916168,3.1431677,0.61164808,8.738801,4.850217663236966
9.343295,0.57272995,0.48729,0.5868651,1.1145735,0.064589523,4.154053211,26.74226,0.9927424,3.3015049,0.52369559,9.644132,4.693490953262794
8.030532,0.61926281,0.41497,1.6360945,1.0407479,0.057233527,9.611321449,1.69208,0.9952784,3.2657125,0.49410158,9.641671,4.747531081824909
7.202244,0.48644382,0.00395,0.8934807,1.0936891,0.056395371,14.030205727,33.28164,1.0008992,3.2224741,0.71022403,9.414868,4.979879322866016
8.489921,0.63615978,0.4538,2.6905024,1.1240237,0.053115528,13.58396244,64.28156,0.9935812,3.2700841,0.69461417,9.050761,4.9975406138610285
7.667185,0.4996677,0.07701,0.0537132,0.9464741,0.067192987,10.481358528,56.09139,0.9958576,3.2573006,0.54197162,8.74751,4.998888226471259
7.633562,0.60970265,0.40861,0.2115107,1.1338367,0.041450743,4.79891634,29.06163,0.993107,3.2086518,0.49927732,9.554131,4.9006946962016045
7.900611,0.62743539,0.22136,2.6511319,1.1693931,0.048821639,3.004198074,23.2804,0.9947028,3.3006179,0.53386831,9.148246,4.786919406837853
8.317995,0.61660987,0.3074,0.9677668,1.0321848,0.058847964,11.523887634,43.08615,0.9949943,3.2824728,0.50924879,8.340373,4.590240868628366
8.071179,0.59890777,0.3356,0.2580959,0.721278,0.049758784,0.166386545,38.29155,0.9936791,3.245971,0.56540459,8.732263,4.869889457351874
8.217099,0.57013792,0.30621,0.385107,1.2493531,0.057142846,8.732516289,56.66651,0.9899221,3.247771,0.47354484,9.720695,4.9028706593609535
8.343208,0.6008606,0.1232,0.7137917,0.9221957,0.052201733,5.269696236,45.53521,0.9962654,3.2881131,0.51223427,8.911956,4.959436769591717
8.592005,0.54073268,0.17032,0.7125213,1.1102266,0.058185879,14.369495392,53.49622,0.9959874,3.1835539,0.53762823,9.138139,4.9990410618090575
7.715603,0.72831899,0.26084,1.3998955,0.9631435,0.034487803,4.502009392,15.19307,0.9936947,3.3033931,0.5868907,8.813284,4.842029117983532
7.705649,0.4910996,0.16429,2.2304308,0.9393443,0.06606444,5.510101795,79.47566,0.9956357,3.2236879,0.45906779,9.12245,4.937919306333267
8.636075,0.59838086,0.40348,1.5937508,1.176026,0.050502431,2.043173552,40.04039,0.9945574,3.3213191,0.67656142,9.160436,4.988787456083088
8.45397,0.63955986,0.41346,1.9099377,0.8067302,0.057992764,10.55941391,52.11425,0.9943593,3.256809,0.49040654,9.359514,4.830173266889437
7.948194,0.65162253,0.28553,0.6150318,0.9537274,0.06086256,7.961202621,27.24893,0.9913819,3.2210832,0.47582343,9.358631,4.914384143758844
8.46521,0.58141732,0.08609,1.7539595,1.1302282,0.061269324,9.155965805,54.52133,0.9922171,3.1772492,0.71968734,9.252184,4.997538185037033
8.304357,0.48929328,0.21731,0.4415241,0.936563,0.050356869,6.530157089,84.9326,0.996053,3.2135453,0.45491272,9.241569,4.91223915007418
8.2984,0.58048505,0.23222,1.2073233,1.0734636,0.06342683,8.447912216,44.46869,0.9969338,3.2602177,0.53559762,9.252787,4.92008356251486
6.074584,0.57335782,1e-05,0.0001383,1.2091542,0.057786927,0.017258994,49.44495,0.9941065,3.3084416,0.66990566,7.751036,4.857430623158467
8.488669,0.55193138,0.47801,2.3617628,1.2064205,0.058842868,11.739276886,21.36394,0.99747,3.1873112,0.57590842,9.037958,4.9120667891821
7.404985,0.56698608,0.44519,1.0940166,0.9534498,0.057318915,3.103148937,40.59862,0.9967597,3.2141919,0.56471187,8.904378,4.846146075414891
8.458944,0.5991357,0.11923,1.1926361,1.0034568,0.052895255,6.090004921,22.83271,0.9969006,3.3069196,0.45099917,9.087161,4.66854421169897
