sepal_length,sepal_width,petal_length,petal_width,class
5.9067175,2.5120166,5.1168708,0.6707101,Iris-setosa
6.1846628,2.7774922,2.621318,0.5304092,Iris-setosa
5.8588957,3.0608822,2.306565,0.6311204,Iris-setosa
4.7667542,2.5743131,2.1538037,1.420305,Iris-setosa
5.8341718,2.7449559,2.2370559,1.7821885,Iris-setosa
5.2203163,2.6912802,5.409845,0.6058243,Iris-setosa
5.7285327,3.2378279,5.5181286,0.4744553,Iris-setosa
5.9733667,3.1139214,2.1907664,0.4301114,Iris-setosa
5.5542007,2.5730916,1.96148,0.6480686,Iris-setosa
5.1644519,2.8152122,5.8619707,0.5892858,Iris-setosa
6.3491724,2.6975251,2.5199332,0.503579,Iris-setosa
5.8006854,2.8191964,2.037661,1.9229041,Iris-setosa
6.8140912,3.1971304,2.2571013,0.7247048,Iris-setosa
4.9896508,2.8533741,2.4747859,1.683521,Iris-setosa
6.3956897,3.5116783,2.4802771,0.7067465,Iris-setosa
5.4822139,3.0853153,3.5386696,0.5260979,Iris-setosa
5.3657692,2.8976278,4.8927454,0.4275094,Iris-setosa
5.4521927,3.2409029,2.2673753,1.9514961,Iris-setosa
5.7042892,2.2806232,4.9861518,0.6806943,Iris-setosa
5.8895627,3.5912947,2.0032827,2.2582422,Iris-setosa
5.3083601,2.8633845,4.429522,0.5330867,Iris-setosa
5.3112626,3.1442062,3.7205933,0.6103507,Iris-setosa
5.4130458,3.079228,2.0287999,1.8350079,Iris-setosa
5.3403221,3.0567171,5.8844475,0.6724722,Iris-setosa
5.2546304,2.6880711,2.3452906,0.650778,Iris-setosa
5.3237402,2.6757119,2.0432894,0.9401899,Iris-setosa
5.9895599,2.7816686,2.0910369,1.9141551,Iris-setosa
4.5131566,2.9238659,2.4103412,1.3721599,Iris-setosa
5.8045325,3.1044215,6.1441216,0.5162855,Iris-setosa
5.1589885,3.4294966,2.0810903,1.3012559,Iris-setosa
5.3771351,2.8128272,1.9701405,1.9038674,Iris-setosa
5.0904735,2.9040027,2.223778,1.4979448,Iris-setosa
5.1647201,3.0250745,5.4236655,0.5145766,Iris-setosa
5.3493211,2.827506,5.7923812,0.4395862,Iris-setosa
5.9344792,2.4140106,2.147584,1.7936273,Iris-setosa
6.148045,2.9337937,2.1920758,2.270869,Iris-setosa
5.0922541,2.9235748,3.0616426,0.6719587,Iris-setosa
5.1022441,2.9505953,5.3565818,0.4615766,Iris-setosa
6.0704247,2.6898693,2.1170671,0.7302901,Iris-setosa
5.2161172,3.0763869,5.2594914,0.5509701,Iris-setosa
4.6983513,3.0298662,2.464095,1.0060462,Iris-setosa
6.7683805,2.2786056,2.3694996,1.7937878,Iris-setosa
6.2820694,2.6183896,2.6847387,0.5548795,Iris-setosa
4.8373575,2.3803156,2.4406424,0.4811055,Iris-setosa
6.0461004,2.395155,2.1276253,1.9034814,Iris-setosa
4.7320624,2.5562553,3.8235196,0.5438977,Iris-setosa
6.8128412,2.8800083,5.0161616,0.6554982,Iris-setosa
4.5990929,2.9482632,2.4773459,0.8678211,Iris-setosa
5.3144072,2.8341103,2.3641181,1.7447588,Iris-setosa
6.2328271,2.2963604,2.2837489,1.8049058,Iris-setosa
5.3954509,2.8252041,2.3688534,0.9007191,Iris-setosa
4.886512,2.6846254,4.3946083,0.5841511,Iris-setosa
5.1242353,2.9436295,3.117304,0.5888777,Iris-setosa
5.2941796,3.1459138,4.4964999,0.5663606,Iris-setosa
6.0627033,3.2673587,5.7910008,0.6701641,Iris-setosa
5.2207239,3.2646368,4.0429467,0.6864874,Iris-setosa
5.315527,2.8653111,3.2188981,0.6281154,Iris-setosa
5.2591533,2.6502283,2.3999298,1.7454168,Iris-setosa
5.2399682,2.2235334,2.1470367,1.8203447,Iris-setosa
5.6152516,2.8585439,2.1480065,2.2591871,Iris-setosa
4.5841083,2.9075583,4.401982,0.6605405,Iris-setosa
5.5340689,2.9744761,2.1971287,0.5421903,Iris-setosa
5.4440322,3.1118264,2.2020935,1.435166,Iris-setosa
6.7030859,2.5316808,2.5223815,0.5574043,Iris-setosa
4.7539015,2.8219074,2.0799426,1.3402697,Iris-setosa
4.5820963,3.3906301,1.9787265,1.2117719,Iris-setosa
5.8780317,2.7480241,5.0340625,0.5643601,Iris-setosa
5.067103,3.0677869,2.2643664,1.3335771,Iris-setosa
4.7115968,2.9703838,1.96148,0.6905464,Iris-setosa
5.7242262,2.9513287,2.4416713,1.8693282,Iris-setosa
5.2380791,3.229767,2.1113753,1.5382715,Iris-setosa
5.0834776,3.2590816,1.9882515,1.7464348,Iris-setosa
5.3563162,3.0760895,4.4367154,0.6534512,Iris-setosa
4.9233653,2.6185919,2.3043883,1.7559567,Iris-setosa
5.1522845,3.0953746,5.2450795,0.5389737,Iris-setosa
5.0615419,2.9820745,2.3708842,1.1107495,Iris-setosa
5.4941738,2.8511688,5.9543694,0.5530091,Iris-setosa
5.6569006,2.8211282,5.6752894,0.5489365,Iris-setosa
4.8240985,2.4057238,2.2447843,1.3073198,Iris-setosa
5.1574476,3.4122341,2.461166,1.3280577,Iris-setosa
6.0198481,2.7806447,2.2738048,2.0125972,Iris-setosa
6.1551112,2.8331354,2.0506084,1.9347992,Iris-setosa
5.3183067,2.9540262,5.2464545,0.5759967,Iris-setosa
5.257252,3.0560378,5.3983847,0.5882907,Iris-setosa
5.2731122,3.3455931,2.387184,0.9810739,Iris-setosa
5.4009195,3.3480183,2.1258551,1.6024286,Iris-setosa
4.8239143,3.3851622,2.2591899,1.6351563,Iris-setosa
5.4316077,2.8972698,2.8031498,0.537582,Iris-setosa
5.1895299,2.8011124,3.2703724,0.6411698,Iris-setosa
5.7637869,2.8969529,6.2078092,0.5437317,Iris-setosa
4.9506901,2.6767194,2.2380245,0.7624508,Iris-setosa
5.9742121,2.7359082,2.5457803,0.6703084,Iris-setosa
6.0603591,2.255569,5.2048591,0.5817495,Iris-setosa
4.9972686,3.0205529,2.4097639,1.5803706,Iris-setosa
5.1539329,3.4671837,2.4823033,1.1155067,Iris-setosa
5.2960877,3.318241,1.9970442,1.3778886,Iris-setosa
5.3509205,3.1627703,2.4657492,1.4128822,Iris-setosa
6.4162876,2.6382575,2.3282326,2.1863918,Iris-setosa
5.1574227,3.0104374,3.6031158,0.5034439,Iris-setosa
5.2256864,3.2393841,2.4165723,0.8189326,Iris-setosa
5.2226422,2.9126967,2.1055755,0.9790445,Iris-setosa
6.313701,3.0183695,2.1191737,2.0378109,Iris-setosa
4.8779393,2.6321333,2.1252291,1.3280568,Iris-setosa
5.266644,2.1182952,2.0578704,0.6358398,Iris-setosa
4.5179746,3.0212879,2.5670579,1.9961176,Iris-setosa
5.4749997,2.944637,2.087327,2.1001418,Iris-setosa
5.3011021,3.0625291,2.0164768,1.3650463,Iris-setosa
6.6844136,3.4961243,2.0712907,1.8887769,Iris-setosa
5.8590373,2.8826675,2.0094515,0.4537125,Iris-setosa
5.0634718,2.9558237,2.1912858,0.9559858,Iris-setosa
4.847089,2.6600525,2.0122673,0.9081445,Iris-setosa
5.3529836,2.9659048,3.5241587,0.4356773,Iris-setosa
5.4314705,2.5485006,2.2761916,0.9340044,Iris-setosa
5.0433304,2.8561055,2.0153158,2.2204797,Iris-setosa
5.4351902,3.0209949,4.067734,0.5035533,Iris-setosa
5.7674879,2.4084086,2.4431342,2.1253187,Iris-setosa
5.2728147,2.8536579,4.3366524,0.5197015,Iris-setosa
4.6913507,2.8893554,2.2360197,1.9144749,Iris-setosa
6.2589654,2.7606016,2.3247317,0.5899538,Iris-setosa
5.391778,3.2184894,2.3661478,0.7412457,Iris-setosa
6.3484584,2.8789913,2.5015676,0.4902133,Iris-setosa
4.92108,2.5203322,3.9158524,0.4573221,Iris-setosa
5.2148393,2.2999825,2.8706183,0.6029714,Iris-setosa
5.5801463,2.4737762,5.0358599,0.5836871,Iris-setosa
4.6189679,2.8379168,2.0552458,1.6749413,Iris-setosa
5.0116416,3.3825748,2.4089054,1.7179232,Iris-setosa
5.3974108,2.9202792,5.283615,0.5991985,Iris-setosa
5.6190742,2.7852347,2.3949193,2.0955661,Iris-setosa
5.1931424,3.2514943,2.1677987,1.0582998,Iris-setosa
4.8228615,2.7415144,3.2567322,0.5455818,Iris-setosa
5.3718224,2.7400289,2.2032977,0.7705455,Iris-setosa
5.8338448,2.52776,2.0433738,0.7344059,Iris-setosa
5.3006968,2.7717048,2.2749852,0.8649477,Iris-setosa
4.8339894,3.1424966,2.4920483,1.6290104,Iris-setosa
4.6660254,3.0254552,3.6679853,0.626468,Iris-setosa
5.9906924,2.7245773,5.3637916,0.4341672,Iris-setosa
5.6764963,2.740542,2.0171058,1.8018501,Iris-setosa
5.1491595,2.5296234,5.7207005,0.6095993,Iris-setosa
6.0021619,2.2519523,4.9560128,0.6085711,Iris-setosa
5.4904351,2.9060769,5.8314801,0.6840394,Iris-setosa
5.3107822,2.8793529,3.6184688,0.5967723,Iris-setosa
4.66654,2.5059932,2.4822583,1.3540967,Iris-setosa
5.1035435,3.1489804,2.0303021,1.158726,Iris-setosa
6.8656955,2.4873985,2.3276516,0.6691763,Iris-setosa
6.5384401,2.8061097,2.5894853,2.084542,Iris-setosa
4.8638631,2.8384338,1.96148,1.388981,Iris-setosa
5.3293145,2.669037,2.5365733,0.6823778,Iris-setosa
5.1021346,2.8463361,5.0992311,0.6002833,Iris-setosa
4.9116956,2.8676299,2.4807257,1.5141417,Iris-setosa
5.3380041,3.2006426,4.5025438,0.5033071,Iris-setosa
5.0177597,2.8971192,2.3658709,1.1545659,Iris-setosa
5.1296508,3.0932409,2.4055502,0.9910737,Iris-setosa
6.5211362,2.4251186,2.1570479,0.6022681,Iris-setosa
5.0094829,3.0902474,2.1143042,1.7835118,Iris-setosa
5.9738143,3.1736447,5.9391308,0.4965133,Iris-setosa
4.5424424,2.2352141,2.2872433,1.3994345,Iris-setosa
