Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,class
87232.548,897.03658,424.93627,314.50492,1.6803752,0.58246199,130788.629,307.18442,0.72289047,0.9787283,0.99944777,0.79468892,0.0058322761,0.0016315839,0.58923524,0.99945557,CALI
85957.623,1056.60423,371.93786,315.0147,1.9555072,0.79456634,111229.783,271.30671,0.77348892,0.9835345,0.8867697,0.80099877,0.0040569359,0.001434535,0.64006639,0.98427294,CALI
94758.226,1413.8362,393.73226,315.4018,1.3788918,0.78894661,113838.757,261.22654,0.81644472,0.9818983,0.98862134,0.71616329,0.0066738623,0.0017477877,0.694196,1.00339193,CALI
85536.241,1412.43363,420.98618,317.83649,1.522681,0.9292379,129957.388,271.61382,0.81186508,0.9966256,0.96556311,0.77185921,0.0057561219,0.0010865973,0.69687443,0.98219278,CALI
92112.577,1379.76855,486.96655,316.60194,1.6607466,0.69031442,23154.638,302.82339,0.68292145,0.9975656,0.95427848,0.76633119,0.0061984564,0.0018259952,0.54207954,0.99980196,CALI
49163.561,1334.42662,483.051,314.89811,1.8384178,0.77388053,17071.866,303.81674,0.65918064,0.9708562,0.98161173,0.79683649,0.0055100399,0.0017902165,0.60315286,1.00633103,CALI
61726.793,1412.46905,470.04571,315.9528,1.3557018,0.88769809,28495.371,349.47589,0.79600895,0.984947,0.92127187,0.78291299,0.0064768428,0.0010205399,0.65433755,0.99979024,CALI
65434.047,1404.46748,469.31418,314.11547,1.7759364,0.84619914,132058.238,228.92511,0.82968139,0.9971665,0.88890586,0.75489497,0.0057223793,0.001253604,0.58949399,0.9827663,CALI
57284.658,1375.09896,270.84133,313.5247,1.5914519,0.8020612,124208.308,327.30815,0.7712703,0.9937928,0.795971,0.78686817,0.0056387187,0.0015492467,0.56036972,0.97966671,CALI
111062.203,792.05933,489.35578,316.14125,1.6863278,0.60088521,132312.033,301.37298,0.81550231,0.98366,0.99779634,0.75622151,0.0058383268,0.0016535336,0.66262192,0.98911241,CALI
68890.287,1374.59522,370.48776,315.8412,1.3890314,0.80586885,17707.895,277.83502,0.7724243,0.9737179,0.82478509,0.79474144,0.006316929,0.0020068136,0.58096494,0.98803252,CALI
92049.549,1376.0054,532.6254,313.93757,1.8737845,0.77977399,123092.841,327.82594,0.78206981,0.9980306,0.91739609,0.75268111,0.0058871201,0.0013712712,0.72906849,0.98276377,CALI
38338.748,1387.93669,296.97632,314.36119,1.638458,0.78963526,60424.315,303.10844,0.81490016,0.9749987,0.92792024,0.79986931,0.0056589254,0.0011076763,0.57345903,0.99568593,CALI
