sepal_length,sepal_width,petal_length,petal_width,class
4.0448053,3.1033858,2.8064462162,1.3760952,Iris-versicolor
3.8359688,3.7987664,5.1178733498,0.9531869,Iris-versicolor
4.6678984,3.5949587,2.1146941786,1.7055819,Iris-versicolor
6.8445681,3.6840437,3.6037709672,1.0049954,Iris-versicolor
3.8448616,2.8579747,4.9839996082,0.3910077,Iris-versicolor
5.9939984,4.188363,5.9192117647,1.8493547,Iris-versicolor
4.1518892,3.6919386,5.8107233733,0.817637,Iris-versicolor
5.7784881,3.4152353,1.584644963,2.4294513,Iris-versicolor
5.5153518,2.5837572,3.566633363,0.6071472,Iris-versicolor
6.4125934,4.1506024,5.4541675457,1.8779864,Iris-versicolor
5.9452622,3.7515123,5.4140828772,1.0650139,Iris-versicolor
4.4202896,2.6513868,3.551947195,0.835934,Iris-versicolor
7.7431483,2.7291275,3.8814839094,1.7207325,Iris-versicolor
4.3575037,2.8035424,2.9922401685,1.5662395,Iris-versicolor
7.031447,2.4100287,3.3866071027,0.7761348,Iris-versicolor
7.6197108,3.3669744,3.4702618931,1.4878465,Iris-versicolor
7.9621531,4.1021518,6.1208654124,0.0487371,Iris-versicolor
5.846641,2.8735951,2.5930205225,0.9568992,Iris-versicolor
6.2194267,3.1481652,3.1065748835,1.7891636,Iris-versicolor
4.6935297,2.3740758,4.6839209006,0.6412995,Iris-versicolor
5.668829,3.1673389,1.1795959978,2.3674813,Iris-versicolor
5.6556967,2.3785312,1.5968912113,1.4787786,Iris-versicolor
6.0986492,3.9517137,5.29894108,1.1213236,Iris-versicolor
6.912634,2.9289832,5.7906504224,0.6642003,Iris-versicolor
8.9399633,3.0231434,3.5639093859,1.6280283,Iris-versicolor
4.8310938,2.9358936,4.0463948119,1.813071,Iris-versicolor
5.6267721,3.1034748,4.6248735293,0.2686721,Iris-versicolor
3.7612165,2.3109448,2.8047247988,1.2512668,Iris-versicolor
4.4006271,3.230229,8.8527138874,0.1858112,Iris-versicolor
5.4808333,2.1538758,5.6096942538,0.0006268,Iris-versicolor
6.5867192,2.149479,4.3301862302,0.9799294,Iris-versicolor
5.7612654,2.8499395,4.6823517688,0.9981807,Iris-versicolor
6.3985183,2.3000065,3.6617564291,0.6648095,Iris-versicolor
6.0437317,3.459271,8.149403559,0.1181108,Iris-versicolor
6.3976895,4.2715655,4.3075903783,2.1680667,Iris-versicolor
5.5626322,3.5579498,4.9656219177,1.8836098,Iris-versicolor
3.2880569,2.7749411,2.9035335398,1.8464834,Iris-versicolor
7.6274345,3.2293014,5.5094573333,1.2635571,Iris-versicolor
4.9712199,3.3330839,2.7568520386,2.0185813,Iris-versicolor
6.5741982,2.8774991,2.40862135,1.0733123,Iris-versicolor
5.8827019,2.3813255,3.7394970795,0.8724885,Iris-versicolor
6.3068975,3.0846658,4.765260531,0.823755,Iris-versicolor
7.1488629,3.4551461,1.9933133986,2.3387736,Iris-versicolor
5.162937,3.4014818,5.7722671876,0.5499042,Iris-versicolor
4.9756439,3.0517924,1.906563229,1.5346516,Iris-versicolor
3.9319798,2.6974271,1.0389394854,1.7875405,Iris-versicolor
4.3600493,2.7770284,1.940415897,1.6842453,Iris-versicolor
6.2886999,2.9837528,2.6977790985,1.6226534,Iris-versicolor
4.4393496,3.5438294,3.4545264123,1.1923265,Iris-versicolor
7.7985162,2.2089511,3.1375891541,0.2719967,Iris-versicolor
7.2968171,2.3799384,4.4877928153,0.0485049,Iris-versicolor
6.2798448,2.4255784,2.7505808232,0.8905883,Iris-versicolor
8.6905993,3.3438077,5.5764861072,0.3105895,Iris-versicolor
7.8485465,3.7503696,7.4807898542,0.101701,Iris-versicolor
6.1118852,2.44023,2.8292541203,1.1477128,Iris-versicolor
3.6563912,2.468822,2.8865421856,0.9686016,Iris-versicolor
6.6087352,2.2831905,4.1189850953,0.0006268,Iris-versicolor
6.8534174,3.2248168,4.3874495295,0.6180111,Iris-versicolor
6.4438742,2.3296581,2.5675826872,1.0562511,Iris-versicolor
7.7116226,2.9556679,6.0541474305,0.6098756,Iris-versicolor
6.5965901,3.3235756,7.7695349014,0.160377,Iris-versicolor
6.5412988,3.2238903,0.7510545316,2.0903522,Iris-versicolor
5.2202349,3.8499063,3.6695645821,1.2766508,Iris-versicolor
7.165453,2.9626672,5.2106383524,0.0599709,Iris-versicolor
4.9909853,4.1947831,5.1771061537,1.5435269,Iris-versicolor
4.6303047,2.9912336,4.4468656986,0.9768263,Iris-versicolor
5.2240799,3.4203946,4.8189884349,0.5706812,Iris-versicolor
6.4359802,2.7001687,3.9673545928,1.0504251,Iris-versicolor
6.832435,4.0832818,6.1917795619,0.2916392,Iris-versicolor
8.2482423,3.1494775,2.2904749787,1.4428308,Iris-versicolor
5.9418837,3.8215378,1.8193945687,1.871651,Iris-versicolor
5.9783214,3.186634,4.8671935729,1.2431906,Iris-versicolor
4.6602678,3.9912645,3.3867794944,1.5662379,Iris-versicolor
4.431447,3.7158221,6.9436005077,0.9882222,Iris-versicolor
6.1191373,2.1197873,2.3120585596,2.0581383,Iris-versicolor
6.1976614,2.5750319,3.1363239625,1.5217411,Iris-versicolor
5.8935119,3.3594957,7.114199475,0.7046917,Iris-versicolor
3.756893,2.7225725,4.7627855317,1.1048056,Iris-versicolor
4.6307782,2.925499,6.1368273215,0.0523446,Iris-versicolor
7.5957354,2.6072442,3.9413342308,1.207606,Iris-versicolor
6.8505161,3.3414119,7.6234810023,0.1896226,Iris-versicolor
3.9121982,4.2384333,8.6173539281,0.1740141,Iris-versicolor
5.5266233,3.2240641,4.9955345409,1.5449322,Iris-versicolor
7.8219192,3.2772064,3.648699753,1.1210083,Iris-versicolor
6.7314598,3.4664636,6.6876051433,0.227308,Iris-versicolor
4.4681929,3.1132043,1.0967116079,3.0879554,Iris-versicolor
8.905473,3.8588579,6.2046303312,1.5116606,Iris-versicolor
6.2554846,2.7750726,2.3601529676,1.3001795,Iris-versicolor
7.3247673,2.3071288,4.2462030749,0.7091302,Iris-versicolor
7.9805665,3.2700017,2.3855455427,1.3209697,Iris-versicolor
5.6532093,2.8568772,4.5177355689,0.5474418,Iris-versicolor
8.4640761,3.1184706,3.8604568958,0.8581798,Iris-versicolor
5.2795645,2.7102637,2.9645109754,0.9995814,Iris-versicolor
6.9127369,3.9553668,5.6778944657,1.6673507,Iris-versicolor
4.3953694,3.1699552,2.6140048962,1.2500819,Iris-versicolor
5.2905571,2.3662149,4.4585688779,0.090923,Iris-versicolor
5.9197566,2.3349271,1.9327493661,1.4966778,Iris-versicolor
7.3551631,3.1063176,1.7378256303,1.7685832,Iris-versicolor
4.3015206,2.9287455,4.4585823436,0.4830175,Iris-versicolor
8.0379487,2.9582147,4.4620995015,1.4079086,Iris-versicolor
7.0774885,2.5410082,0.8752366408,1.6679568,Iris-versicolor
6.735446,2.7398495,1.5710601197,1.4637587,Iris-versicolor
7.0397982,2.6503696,4.6094396157,0.772141,Iris-versicolor
5.1045977,1.8912294,4.6279218365,0.5360565,Iris-versicolor
5.0978403,3.1140419,3.6904872047,0.7156658,Iris-versicolor
6.9028841,3.3843997,5.8757968658,1.03655,Iris-versicolor
4.5309582,3.5712446,7.4805730378,0.4933483,Iris-versicolor
3.7970758,2.6818794,5.4988618083,0.0006268,Iris-versicolor
5.8456708,2.9919731,3.8829267848,0.6715803,Iris-versicolor
4.0203759,3.363322,3.8131980107,2.4365544,Iris-versicolor
6.9011068,3.3687991,4.459527882,1.0481771,Iris-versicolor
5.656654,3.8803304,6.941423914,0.7036928,Iris-versicolor
5.7893679,3.39903,5.4136877605,1.0397753,Iris-versicolor
5.0406525,2.7692339,6.4921409482,0.0064312,Iris-versicolor
5.6694339,3.1870522,8.1401933069,0.1637645,Iris-versicolor
6.5886249,3.4056059,3.9602216844,0.8676719,Iris-versicolor
7.5576925,4.3540238,6.0942372667,0.0192933,Iris-versicolor
8.9691932,3.861637,4.5348453367,0.2506448,Iris-versicolor
7.243376,4.011223,6.0922719558,0.9301865,Iris-versicolor
4.0368184,2.687597,5.6652359285,0.9315835,Iris-versicolor
5.9921791,3.2096413,5.5198496965,0.5741795,Iris-versicolor
5.6291956,3.4755175,6.308676413,0.4575495,Iris-versicolor
5.1903172,2.5759264,4.9485963797,0.703017,Iris-versicolor
6.8744521,3.6438845,4.2869145965,2.3908498,Iris-versicolor
5.1280412,2.7058365,5.3655829258,0.6656068,Iris-versicolor
4.0487205,3.3508524,3.3203914977,1.8954882,Iris-versicolor
6.097826,2.9855621,5.8212920525,0.622393,Iris-versicolor
5.5020905,3.1369753,4.3871301106,0.6565291,Iris-versicolor
5.4761039,2.5965742,4.3757480499,0.7567955,Iris-versicolor
5.9406969,3.4965587,2.4684841329,1.72452,Iris-versicolor
4.9960039,3.220687,4.9674699498,1.016201,Iris-versicolor
4.3581229,2.7948888,4.2308716915,1.2195965,Iris-versicolor
5.2559307,3.7217927,4.3479223616,1.6559488,Iris-versicolor
5.9123391,3.4262555,3.5769351903,1.4186331,Iris-versicolor
4.8132849,2.7244371,6.3187295151,0.7319829,Iris-versicolor
4.5161421,3.9765605,5.6851691784,1.3550193,Iris-versicolor
5.8984837,3.0060346,4.9559396349,1.4881468,Iris-versicolor
6.3190689,2.4376934,4.5516712567,0.4980138,Iris-versicolor
4.3358243,3.6377598,5.1121428638,0.5571158,Iris-versicolor
4.4952167,2.764063,4.4947926138,1.3658559,Iris-versicolor
5.7306857,3.4850021,5.2971151306,1.2590008,Iris-versicolor
6.4479416,3.2833469,3.7467452946,1.1549776,Iris-versicolor
6.7662033,3.595372,4.54603911,1.6508945,Iris-versicolor
8.1615112,3.4965566,3.3191087865,1.0278554,Iris-versicolor
5.4404415,3.5865014,7.0755486825,0.3785645,Iris-versicolor
7.2511355,2.4995368,5.7735443929,0.2682902,Iris-versicolor
7.3959516,2.4595954,6.1367442595,0.0224087,Iris-versicolor
6.2856355,3.0300912,5.6171670348,0.5348386,Iris-versicolor
5.9883812,3.6365939,1.1842416869,2.5509345,Iris-versicolor
5.9997257,3.5502979,3.941593527,0.7952747,Iris-versicolor
4.0946242,3.591781,8.3586040824,0.0461012,Iris-versicolor
6.1769208,3.1534434,4.2948235421,0.4145684,Iris-versicolor
5.8654444,2.6600943,3.0099662248,1.08941,Iris-versicolor
6.5936706,2.8591489,5.6961151257,0.2012582,Iris-versicolor
5.0084369,2.6394395,7.1990078364,0.3855969,Iris-versicolor
4.7816538,2.866805,1.1156394027,1.9041996,Iris-versicolor
6.7187438,3.8994555,4.4364376762,0.8242878,Iris-versicolor
6.018463,3.9075768,6.2061240395,0.0006268,Iris-versicolor
7.911341,2.6197642,6.1136759087,0.3145237,Iris-versicolor
6.4246918,2.8273508,4.7071749277,0.4566852,Iris-versicolor
4.1919751,3.0397513,6.7339385317,0.0006268,Iris-versicolor
5.1582016,2.826586,2.4513823595,1.4346221,Iris-versicolor
6.154925,3.165447,4.3117471446,0.8046787,Iris-versicolor
4.8452853,3.9588056,6.7615701786,0.6501407,Iris-versicolor
6.2698249,2.5785877,2.2073742711,1.0461744,Iris-versicolor
4.1873159,3.3066242,5.6006555894,0.8168553,Iris-versicolor
3.6108505,3.2422493,6.2788177187,0.7379948,Iris-versicolor
5.7187634,3.035814,4.7462423219,0.8234411,Iris-versicolor
4.9209863,2.5292755,5.3467536309,0.8168891,Iris-versicolor
8.3041192,3.4486448,5.1423047992,0.3497601,Iris-versicolor
6.2410173,2.1892586,3.0015174217,1.6602283,Iris-versicolor
6.1752866,2.6320626,2.4207206306,1.4452562,Iris-versicolor
5.4959796,3.206689,3.1227427941,1.6872727,Iris-versicolor
7.5950941,3.8929981,5.1087272993,0.7101995,Iris-versicolor
5.1055724,2.8123936,3.3922491554,1.0588191,Iris-versicolor
5.0593312,2.7067395,5.7411383631,0.5492647,Iris-versicolor
7.1942952,2.8407194,4.32743638,1.3887314,Iris-versicolor
3.547573,3.7212308,6.0409270901,0.5342542,Iris-versicolor
5.1898611,2.5771928,4.1245098559,1.2199994,Iris-versicolor
6.5044964,3.2518736,5.9547361407,0.5415642,Iris-versicolor
4.5885665,3.6309724,5.0926809687,0.6386321,Iris-versicolor
5.8493601,3.5153462,3.5693754647,1.3926875,Iris-versicolor
5.7009194,4.4349443,6.7728542732,0.4646724,Iris-versicolor
7.3626097,3.9409853,9.2087596797,0.0542738,Iris-versicolor
5.8292963,3.6096019,3.4146622238,1.607422,Iris-versicolor
6.6590024,2.8749069,3.3084283626,0.7891687,Iris-versicolor
5.5800275,3.1949727,6.7135991604,0.4815641,Iris-versicolor
3.4106339,2.6060664,5.5234091566,1.329388,Iris-versicolor
6.6329783,3.5960916,6.6294539018,0.3813016,Iris-versicolor
5.0545616,3.7741355,4.2548317183,1.5598019,Iris-versicolor
5.0921446,3.3473567,7.2977415415,0.5117763,Iris-versicolor
5.6388969,2.4739814,2.1441384024,1.699569,Iris-versicolor
3.3028399,4.2892582,5.0617209246,1.2790524,Iris-versicolor
5.4718949,2.9457863,4.5849828538,1.1339787,Iris-versicolor
4.4612275,3.5822088,1.1444565787,2.5486054,Iris-versicolor
4.9244921,3.3992468,7.0732211926,0.4165565,Iris-versicolor
4.769117,2.8850392,5.7340890823,0.8374961,Iris-versicolor
6.6930593,2.8025073,6.4335345009,0.2584438,Iris-versicolor
3.5080821,3.5315875,9.0489484663,0.3408359,Iris-versicolor
6.8105851,3.735628,7.1611915255,0.1415861,Iris-versicolor
7.5390365,3.1458374,2.4986202742,2.2739753,Iris-versicolor
6.6905424,2.891082,5.0558889951,0.4608028,Iris-versicolor
6.0529662,3.4789619,1.3188663375,2.5469669,Iris-versicolor
4.2124854,3.3592005,4.9502851918,0.6357948,Iris-versicolor
4.2180883,2.5899628,6.5811064634,0.0006268,Iris-versicolor
8.4211501,3.9165697,5.9212623724,0.2963828,Iris-versicolor
4.6177197,2.9943812,7.8765796468,1.2559465,Iris-virginica
4.7271266,3.5012931,8.1072473748,1.4325365,Iris-virginica
3.4181692,3.1364385,9.1326570941,1.0879864,Iris-virginica
7.4470683,3.8030106,8.4372785192,1.4131283,Iris-virginica
4.3759877,3.3483264,8.6121587483,2.1669043,Iris-virginica
3.7630261,3.9741405,9.0152504085,1.8286738,Iris-virginica
5.2409917,3.9224141,8.4718390262,1.6861663,Iris-virginica
7.9600506,3.3282772,7.683238941,0.728166,Iris-virginica
8.8693566,3.3686334,7.2384846988,1.1443035,Iris-virginica
6.3915644,4.107232,9.232731636,2.2982244,Iris-virginica
5.9630599,3.3201481,8.3397517857,0.5805992,Iris-virginica
3.65254,2.7943755,8.8887701997,1.1122653,Iris-virginica
5.1125077,2.6583978,7.3397456781,1.3863153,Iris-virginica
5.1493552,2.1757271,7.4702994332,0.6897291,Iris-virginica
5.9409,3.3380002,5.9396348995,1.8859105,Iris-virginica
6.5806291,3.3276941,5.7651046109,1.6577465,Iris-virginica
4.4958446,3.4666545,6.884303146,1.1721863,Iris-virginica
5.8467893,2.267868,8.7771592522,0.0006268,Iris-virginica
4.7976774,3.4563398,8.6305724818,1.0516817,Iris-virginica
5.3502951,2.5792457,6.346813003,2.1927064,Iris-virginica
5.3602475,3.0743298,7.888126708,1.5281471,Iris-virginica
5.2183398,3.2000677,8.3620316932,0.676272,Iris-virginica
6.6855846,3.2692531,6.114570159,2.4289282,Iris-virginica
5.242787,3.646464,9.3760722895,0.3744954,Iris-virginica
7.6973559,2.4247551,6.4103558942,1.1758448,Iris-virginica
3.9669749,2.6248655,7.116136417,1.710286,Iris-virginica
4.7627231,3.1228604,7.4304250617,0.6653358,Iris-virginica
5.4044069,2.3989438,9.0490466844,0.7185155,Iris-virginica
5.3059722,3.2029254,6.3940420225,1.964284,Iris-virginica
3.9844674,2.7234204,4.8201035732,1.7708147,Iris-virginica
7.009992,1.9586388,5.3908854072,1.2005535,Iris-virginica
5.2300104,2.648709,4.9587685917,2.6074919,Iris-virginica
6.520654,3.0268541,3.6625513358,2.62692,Iris-virginica
6.6303117,3.1390989,6.9147914662,1.6071803,Iris-virginica
5.6967111,3.2922507,7.7143135901,1.6529174,Iris-virginica
5.0313851,3.7831213,6.5309802367,1.827348,Iris-virginica
3.2880569,2.7918919,9.3288239414,1.0407503,Iris-virginica
7.0489181,3.3853513,7.9133098502,2.5573515,Iris-virginica
5.3478164,2.7402825,8.4276036863,1.4887122,Iris-virginica
4.1533825,3.2296155,7.9374650889,1.5630036,Iris-virginica
7.4354573,2.5986895,8.4621595871,0.4037143,Iris-virginica
5.976795,2.5436152,5.5840918325,1.4269672,Iris-virginica
7.3543421,3.6216351,8.8576805956,0.4038228,Iris-virginica
8.3794493,3.4102716,9.0644622963,0.6151716,Iris-virginica
4.4198291,2.3742422,8.5211781956,0.7862994,Iris-virginica
5.5805503,3.1709223,5.749141506,1.5976901,Iris-virginica
5.7321823,3.7155773,8.0885941791,0.7745707,Iris-virginica
6.0129514,2.9332342,7.5912137496,0.3957718,Iris-virginica
5.630488,2.9927833,8.3348102759,1.1435165,Iris-virginica
6.47419,2.2446699,4.2562275121,3.0790212,Iris-virginica
5.0106542,2.6523108,4.6636960641,1.9418674,Iris-virginica
6.0981297,2.5018065,8.0268036232,0.9434979,Iris-virginica
8.6195126,3.2547022,6.2991071518,1.5429666,Iris-virginica
7.4567891,3.0552884,9.0870689659,1.7707554,Iris-virginica
6.6095441,2.3739215,8.6516969519,0.7887175,Iris-virginica
5.3724182,2.4283837,5.491448699,2.2053536,Iris-virginica
7.0703474,2.7423078,9.3633619757,0.5204546,Iris-virginica
6.2852157,3.6174462,8.5689915275,0.9814503,Iris-virginica
7.9494342,3.3255133,7.7931577321,0.5295264,Iris-virginica
4.5153479,3.3990483,4.9295137137,2.5735115,Iris-virginica
5.5639432,3.400448,7.4317138975,2.7895797,Iris-virginica
7.2223027,3.292934,8.4554742343,1.4847274,Iris-virginica
4.4637824,2.9547454,6.3301368345,1.3622836,Iris-virginica
4.8009144,2.9139339,9.06098363,0.0006268,Iris-virginica
6.9318452,4.0477495,5.7267000273,2.6964446,Iris-virginica
5.892509,2.8748318,3.6722573404,2.4458434,Iris-virginica
5.6772846,3.2853454,8.8587578547,1.7355214,Iris-virginica
6.1488743,2.6120999,9.2655330594,0.0006268,Iris-virginica
7.5960982,4.0869638,7.2105768335,1.8866887,Iris-virginica
3.8122136,2.6843167,5.1495732702,1.6690349,Iris-virginica
3.6588271,4.1485818,8.3369287342,1.506595,Iris-virginica
5.6732156,2.8845414,6.6970273108,1.9186593,Iris-virginica
3.9223272,3.9955856,8.9568394335,1.842852,Iris-virginica
5.1281009,3.1938094,8.2552668043,1.6899606,Iris-virginica
5.2149065,2.5438293,8.3879747087,1.4741744,Iris-virginica
8.2504653,2.6060505,8.1720151037,0.0642058,Iris-virginica
5.8020076,3.5567026,6.0664642668,1.5489815,Iris-virginica
5.8222221,2.938162,7.422401597,1.58193,Iris-virginica
5.9536091,2.9344212,6.721303052,1.0066524,Iris-virginica
5.8787052,2.4806953,9.2538242272,0.2206877,Iris-virginica
4.6667238,3.1849316,9.440231597,0.3748634,Iris-virginica
4.8662346,3.9301078,7.1515256484,1.5868689,Iris-virginica
5.1260131,3.3520069,7.4507209002,2.4440835,Iris-virginica
6.183869,3.0363495,8.9404733992,0.0006268,Iris-virginica
5.2224717,3.1150028,7.4104201829,0.8026342,Iris-virginica
3.8547505,3.1669597,8.4240941708,2.0912068,Iris-virginica
8.136745,3.3588498,6.6437684823,2.2991171,Iris-virginica
5.9421508,2.0902894,8.9091300854,0.6343328,Iris-virginica
7.1661938,2.7702941,3.6560511752,2.9475859,Iris-virginica
6.6579037,2.8195125,7.442948428,0.5089715,Iris-virginica
5.840831,3.2083553,6.8075224678,1.6663869,Iris-virginica
5.1834447,3.4459523,8.0031233433,0.7524278,Iris-virginica
5.4137763,2.497469,7.8277419172,1.9252746,Iris-virginica
8.0738686,3.4276184,9.4356442293,1.2112441,Iris-virginica
6.8614688,3.983208,9.2266055457,1.2378477,Iris-virginica
4.8474886,3.2167131,5.9214503184,1.5139188,Iris-virginica
7.072952,2.9165161,9.0710662307,1.0427455,Iris-virginica
5.252439,3.3320824,7.9141126494,2.6478876,Iris-virginica
6.8794786,3.6173117,8.8952680964,0.9501934,Iris-virginica
4.4847089,2.4371901,8.2633678128,1.418724,Iris-virginica
7.2508122,1.9976851,7.2659634035,0.6305886,Iris-virginica
6.6763666,2.8314337,4.2583359691,2.0969331,Iris-virginica
8.6937935,2.9512158,9.2432598669,1.4903496,Iris-virginica
5.1326424,2.8563359,8.1299386895,1.2412573,Iris-virginica
6.121925,2.8752875,9.3321337466,1.8520672,Iris-virginica
7.1083909,3.4908043,7.6366467109,1.3593261,Iris-virginica
5.2409868,3.2882935,5.5348714443,2.4122093,Iris-virginica
6.9071062,2.7174168,5.9504621172,1.617004,Iris-virginica
6.1063226,3.0713107,7.3063124384,1.1609296,Iris-virginica
5.4366861,3.1582692,9.2189554766,1.0546774,Iris-virginica
7.18831,3.3529131,8.7111827018,0.6509598,Iris-virginica
6.2359178,3.9115897,8.1442430084,1.5897391,Iris-virginica
4.5389225,3.1738255,6.7339425859,1.2457842,Iris-virginica
4.8503178,2.8200407,7.4909102323,0.5325273,Iris-virginica
7.3957449,3.5384897,6.3698122984,1.5592788,Iris-virginica
7.1732941,4.1842367,8.5814347862,0.6609632,Iris-virginica
6.2952454,3.5277918,7.0392426542,1.6939785,Iris-virginica
6.7557287,4.0664448,7.2168938897,1.9055289,Iris-virginica
5.7046951,4.1737214,9.3257568171,1.9204706,Iris-virginica
4.8086004,2.669974,6.1779853637,1.6209408,Iris-virginica
6.0417072,2.8698589,8.169697024,0.1708009,Iris-virginica
5.7815763,3.0593037,7.1871574813,0.9715772,Iris-virginica
7.2212522,2.7656502,6.4373735024,2.1453397,Iris-virginica
5.8468297,3.5185778,9.0627616508,1.7157187,Iris-virginica
4.0437107,3.506836,7.6960026494,0.9681148,Iris-virginica
7.1883652,3.0729881,6.3421215067,2.5363639,Iris-virginica
6.4173064,2.7063763,5.8585288148,1.4607848,Iris-virginica
4.673911,3.5409075,5.9685604117,2.0210681,Iris-virginica
7.9824625,3.0201061,8.5289526138,0.5213541,Iris-virginica
4.8509368,3.6221279,7.6062484455,1.4158587,Iris-virginica
4.5499288,3.7825514,7.4384545941,1.8665128,Iris-virginica
5.6920682,2.4457313,5.9320396079,2.7307382,Iris-virginica
5.4364884,3.5367693,6.9560674274,1.6392827,Iris-virginica
6.5650695,3.5668709,6.3717938947,1.8057806,Iris-virginica
5.7861411,2.8112183,8.9405858503,1.3514635,Iris-virginica
5.4118355,3.9070268,6.5114730211,1.985248,Iris-virginica
3.7218611,2.7651013,9.2512930383,1.5461016,Iris-virginica
7.1467134,3.1235502,6.8056765949,1.6426942,Iris-virginica
6.3300773,3.2034053,8.1656355319,0.9848691,Iris-virginica
7.9879214,2.7785609,7.10191647,0.6290644,Iris-virginica
6.5495498,2.9276015,7.2473045304,0.8168499,Iris-virginica
7.0008327,2.9909961,6.8815376596,0.869915,Iris-virginica
7.4731523,4.1681465,7.3427964645,1.2861283,Iris-virginica
5.9903733,2.7275696,8.0934787286,0.4567151,Iris-virginica
4.0448132,3.2214427,9.2581603554,2.4476217,Iris-virginica
6.7886547,2.9880471,8.6181194017,1.4267086,Iris-virginica
7.0877687,2.8277019,9.0353094989,2.6648458,Iris-virginica
4.7135488,2.9171463,4.848536092,2.0229166,Iris-virginica
5.5748345,3.5858763,4.7494574411,2.4934241,Iris-virginica
5.9200933,3.1196072,6.7247057386,2.1280968,Iris-virginica
5.9138584,3.4538843,7.0596779245,0.9261289,Iris-virginica
6.9956551,3.2819647,7.933194999,0.6545686,Iris-virginica
5.9846522,2.7496172,7.3892102284,0.6432946,Iris-virginica
6.3124636,2.6399063,8.2604892018,0.9347108,Iris-virginica
3.7809585,3.1936139,8.6373546659,1.1312984,Iris-virginica
5.6075642,3.2542645,6.2305583604,1.7715777,Iris-virginica
4.9958307,2.9499059,8.8247083509,0.9318894,Iris-virginica
7.7480578,3.4081349,8.0566883364,0.7079539,Iris-virginica
4.9059714,2.4586595,9.1746469122,1.495809,Iris-virginica
5.8460214,2.438803,8.4136928334,0.4305314,Iris-virginica
4.9117264,2.886037,6.9951212425,2.6243101,Iris-virginica
5.3038222,3.2148998,8.6926379093,1.9933333,Iris-virginica
6.4634409,4.1061046,8.411257136,0.6653356,Iris-virginica
6.9688693,3.4792182,8.4304718688,1.2292123,Iris-virginica
5.7863209,3.3360981,8.8385875184,0.834581,Iris-virginica
7.48683,3.4200977,7.2074393019,0.9403522,Iris-virginica
5.0895308,2.8636081,5.3432017348,2.6545262,Iris-virginica
8.1485617,2.9942613,8.6531072554,0.135991,Iris-virginica
5.5381386,2.8589317,7.3508119861,1.8786732,Iris-virginica
5.5372049,3.4448199,5.2570853748,2.6326218,Iris-virginica
6.3977341,2.059878,8.5901764636,0.8088004,Iris-virginica
5.9467658,3.0814913,6.3096828788,1.0604224,Iris-virginica
4.3177858,3.4563528,8.026336307,1.28959,Iris-virginica
6.8932704,2.8753476,7.1247928385,0.8093928,Iris-virginica
7.0906886,3.0395046,7.2332946208,1.851885,Iris-virginica
4.2650829,2.9014978,5.3872503058,2.1829918,Iris-virginica
7.7087801,3.6296994,9.3658950687,0.4564681,Iris-virginica
8.4933019,3.0199595,7.6812176884,0.4963338,Iris-virginica
3.6704057,2.7573141,6.2831264938,1.2773832,Iris-virginica
5.5170802,2.0539175,7.6307631578,0.6225865,Iris-virginica
8.5919401,3.641472,7.8347885338,1.0005462,Iris-virginica
6.3235879,3.7143167,4.075046608,2.7450505,Iris-virginica
5.6888696,3.6272788,8.7926096142,1.2018911,Iris-virginica
7.2473564,3.8894342,8.8180556009,0.3271131,Iris-virginica
6.4725156,3.7462286,8.5138349455,1.5333644,Iris-virginica
5.0601991,3.2605372,7.5612047803,1.0712927,Iris-virginica
6.5971772,3.7146627,5.0114921185,2.3416476,Iris-virginica
5.4257125,2.8735067,8.1173429199,1.35017,Iris-virginica
5.295209,3.7222072,8.0406015239,0.6962526,Iris-virginica
5.5610387,3.2914219,5.3923101589,1.8862173,Iris-virginica
5.9826041,2.9383542,7.8331135377,1.1715028,Iris-virginica
6.2138757,2.3459138,7.7515983314,0.8047582,Iris-virginica
3.950325,3.8695912,9.3659027551,1.7892608,Iris-virginica
5.0978204,2.7753055,5.8923288344,2.1712204,Iris-virginica
5.0367938,3.229818,7.9564380178,1.2593763,Iris-virginica
3.6526931,2.9936308,5.8962845968,1.6651414,Iris-virginica
4.1538542,3.4540856,8.3102159065,0.9019686,Iris-virginica
5.6616187,2.9451549,5.3516384474,2.646173,Iris-virginica
5.9785976,3.3216888,4.963286593,1.9318822,Iris-virginica
5.0016225,3.7614739,8.4461400697,1.9872633,Iris-virginica
8.9170111,2.7686586,7.602140758,0.5210465,Iris-virginica
3.5610489,3.426872,8.9579392466,2.2521429,Iris-virginica
8.4919062,3.4513897,6.6248625459,1.1627228,Iris-virginica
3.7545503,3.3240734,7.3941214531,1.5972258,Iris-virginica
5.0676389,2.8342206,8.3947009312,1.685552,Iris-virginica
7.1440406,3.9140263,9.2871275925,0.7982899,Iris-virginica
4.9579756,2.4377798,0.4194661766,0.792102,Iris-setosa
