sepal_length,sepal_width,petal_length,petal_width,class
5.5378834,4.189487,4.583129751,1.0939826,Iris-versicolor
7.7673305,3.5356588,3.604025068,1.7762439,Iris-versicolor
3.7906112,3.0412375,2.96421679,1.1065309,Iris-versicolor
4.2164381,3.6882854,8.604144383,0.3554762,Iris-versicolor
4.3689912,3.8392139,4.648426638,2.0777432,Iris-versicolor
4.8941347,2.9745305,0.386673023,2.1021672,Iris-versicolor
6.9874476,3.4399419,5.775053716,1.2067681,Iris-versicolor
3.9027111,3.2374452,5.868462554,1.0405792,Iris-versicolor
4.8998172,3.9677657,9.67485729,0.1156683,Iris-versicolor
5.7533217,3.1083636,3.638084506,1.7949948,Iris-versicolor
5.2834599,2.843009,1.907059797,1.7824033,Iris-versicolor
6.7770153,1.9380133,5.619920634,0.0005927,Iris-versicolor
5.9952605,2.6509816,4.866696841,0.0175956,Iris-versicolor
4.6964703,3.7221905,6.224353156,0.3100249,Iris-versicolor
5.7882282,2.4781584,2.377116227,1.5635619,Iris-versicolor
7.0501837,2.5550941,3.59498076,2.0111252,Iris-versicolor
8.5465672,4.0451804,4.679039042,1.9421946,Iris-versicolor
4.7407842,2.4748954,6.569685277,0.2272501,Iris-versicolor
5.0794355,3.1531496,5.461385371,0.3996986,Iris-versicolor
5.1564468,3.3825725,7.693985652,0.1724602,Iris-versicolor
5.83256,2.5242555,0.521911503,1.8372133,Iris-versicolor
6.9654505,2.8768281,3.571790679,0.4640814,Iris-versicolor
4.3289333,1.9810031,1.654707733,2.042317,Iris-versicolor
6.3845532,3.1588915,2.239332424,2.3539988,Iris-versicolor
7.313145,3.0115701,4.440417071,0.3673737,Iris-versicolor
4.8551775,3.7815978,7.344443973,1.0189619,Iris-versicolor
4.6953882,3.85511,6.151128106,0.7513291,Iris-versicolor
5.7107952,2.9265139,2.297231114,1.7563821,Iris-versicolor
7.2362806,4.1577648,4.01741427,0.9858278,Iris-versicolor
5.0955633,2.7431493,3.317604437,1.3960522,Iris-versicolor
5.7007734,4.0578869,3.407255104,1.7340791,Iris-versicolor
4.9406807,2.3241403,3.405699016,1.7132969,Iris-versicolor
7.1292187,3.0303339,0.622700992,3.4434127,Iris-versicolor
3.1092753,3.2107437,6.131547505,0.5660572,Iris-versicolor
3.9903426,3.4258621,4.552054672,2.1009196,Iris-versicolor
7.376306,3.0159051,7.083041473,0.5304943,Iris-versicolor
3.9986809,3.363814,9.451682695,0.0771455,Iris-versicolor
6.1978591,3.172578,5.696798261,0.6140138,Iris-versicolor
5.4163937,3.1297292,2.97960991,1.3750141,Iris-versicolor
7.7681574,3.6889139,5.724244007,1.6044078,Iris-versicolor
5.7383877,2.910408,7.227519246,0.1996528,Iris-versicolor
5.4917179,1.9750775,6.166800663,0.3989465,Iris-versicolor
5.4127308,3.331483,3.950296794,1.8855718,Iris-versicolor
5.9869746,2.8309991,2.514158295,2.2863996,Iris-versicolor
5.1542825,3.5833625,5.403030984,1.3380011,Iris-versicolor
6.0470847,3.1723278,4.279551484,0.9083793,Iris-versicolor
7.6230833,4.0304611,6.318712729,0.1008742,Iris-versicolor
4.6604969,3.1384631,1.915377175,1.6127183,Iris-versicolor
7.1914588,2.7113937,7.017193367,0.4549854,Iris-versicolor
6.058291,2.5126186,2.649717967,1.2319717,Iris-versicolor
4.3066357,3.7584847,5.639050331,0.3681458,Iris-versicolor
5.7094981,3.063508,1.381237897,2.5498435,Iris-versicolor
5.642551,3.4175856,0.701746881,2.4085973,Iris-versicolor
7.3059425,2.8488768,5.416907215,0.8664283,Iris-versicolor
5.9142683,3.4106747,2.400710171,1.7756257,Iris-versicolor
7.3889289,2.8070437,3.155325347,1.0388667,Iris-versicolor
5.3468925,2.9601424,3.541421177,2.2267929,Iris-versicolor
6.4425016,2.2002999,3.649936013,0.5809337,Iris-versicolor
4.8088932,3.2859671,1.847429339,2.4551061,Iris-versicolor
4.3507396,3.9724066,5.920791623,1.3834212,Iris-versicolor
5.8698181,3.0485671,0.631020594,2.1674567,Iris-versicolor
5.5765543,3.3609753,5.592831749,0.0005927,Iris-versicolor
5.954419,2.919525,3.270211989,1.0277133,Iris-versicolor
4.8628232,3.4811157,4.577415968,1.3796117,Iris-versicolor
4.1315386,2.7705508,3.588757925,1.5768496,Iris-versicolor
6.3735565,3.0264974,4.365608393,0.7942609,Iris-versicolor
6.8951356,1.8713141,2.029332049,0.7305028,Iris-versicolor
3.9009452,3.8873045,5.79644124,1.1054928,Iris-versicolor
4.7001917,1.9878488,4.693723426,1.3322584,Iris-versicolor
5.3062106,2.6317973,2.666068595,2.3378381,Iris-versicolor
5.9858795,3.2245324,1.426497736,2.938078,Iris-versicolor
6.9543833,4.6706441,7.734740434,0.8485921,Iris-versicolor
4.9784636,3.6281092,2.881608048,1.5516619,Iris-versicolor
6.7413258,3.6346555,6.129646952,0.012694,Iris-versicolor
5.3578412,3.7548135,3.988954566,1.4088148,Iris-versicolor
3.0178642,3.252552,6.829164581,0.180197,Iris-versicolor
4.0309788,4.3500218,5.698023202,1.5872783,Iris-versicolor
6.9465859,3.0478098,3.91209239,2.0315567,Iris-versicolor
6.3226151,3.08111,2.444845789,2.5219602,Iris-versicolor
7.8122349,2.8538375,2.387496741,1.9281761,Iris-versicolor
5.6428007,3.5448764,1.678357904,2.4112492,Iris-versicolor
7.6406863,3.6629339,6.812258708,0.4856372,Iris-versicolor
4.6287007,3.3982295,7.077248741,0.3411232,Iris-versicolor
4.1572162,3.6654665,6.600770549,1.2797915,Iris-versicolor
4.255846,2.9440528,5.295186466,0.8236881,Iris-versicolor
4.2501675,3.4223712,0.009382474,2.817271,Iris-versicolor
7.1988555,1.9832009,2.484620432,1.0600432,Iris-versicolor
7.5266351,4.2180808,4.439779238,0.8636125,Iris-versicolor
6.9486259,2.9484703,4.103776021,1.4695211,Iris-versicolor
7.1890569,2.9825751,2.301575679,1.6119139,Iris-versicolor
6.0184502,3.3825829,6.514200558,0.4330095,Iris-versicolor
4.4939635,3.1962523,7.264219545,0.5088122,Iris-versicolor
7.3667361,2.9879569,3.783783826,1.142098,Iris-versicolor
7.2790254,1.5155328,4.020851013,0.3849424,Iris-versicolor
4.0452525,2.6254135,6.415967489,0.1436244,Iris-versicolor
4.7978632,2.8785718,1.877726539,1.4255788,Iris-versicolor
7.784279,3.3859522,5.332372121,0.1804688,Iris-versicolor
6.1162046,2.8828785,6.204119051,0.0005927,Iris-versicolor
4.8670836,2.0283143,1.209240534,1.8191925,Iris-versicolor
5.4500626,4.2484595,2.062538069,2.6423081,Iris-versicolor
8.8019603,3.1024002,3.451348044,2.3848374,Iris-versicolor
4.8880071,3.2380724,2.426890993,1.3505916,Iris-versicolor
4.7729205,3.4003376,6.133407657,1.025047,Iris-versicolor
5.9269121,3.4508514,8.587528295,0.1105815,Iris-versicolor
5.7148369,3.2462411,1.603462559,1.9664662,Iris-versicolor
5.4811317,3.3728591,6.665294234,0.2153818,Iris-versicolor
5.4800541,3.6132374,3.940664837,2.2087269,Iris-versicolor
7.2741509,3.3764063,4.258510168,0.4061491,Iris-versicolor
5.0992361,2.6263077,1.215088842,2.0301864,Iris-versicolor
7.2229263,3.8254159,4.572098097,1.8819736,Iris-versicolor
7.0780049,3.2089587,5.46351469,0.9662011,Iris-versicolor
6.865694,2.9427676,4.269271104,1.9193196,Iris-versicolor
8.6604344,2.0504023,4.729979799,0.3942585,Iris-versicolor
6.66684,3.2544054,5.581115643,0.9140232,Iris-versicolor
4.7679261,2.8544548,5.336771724,0.7217643,Iris-versicolor
3.9443292,3.177235,3.082164053,1.0899137,Iris-versicolor
6.9577727,2.4953582,2.38047989,1.2147341,Iris-versicolor
7.1195105,2.4013043,2.479215636,2.0982489,Iris-versicolor
7.1086835,3.2135801,3.204812068,0.8402446,Iris-versicolor
5.7027096,2.7679632,1.682014995,3.4501678,Iris-versicolor
7.9805109,3.1297217,1.882569137,1.8833771,Iris-versicolor
6.978926,2.5264416,4.078649893,1.8286349,Iris-versicolor
7.0738816,3.5779892,5.090242013,0.9871599,Iris-versicolor
5.6678038,2.9564326,2.680511966,1.1310852,Iris-versicolor
4.7565791,2.5739925,0.571973903,1.99744,Iris-versicolor
7.903642,2.8485399,5.606279435,1.0382019,Iris-versicolor
8.1021199,3.5228358,2.649448861,2.543457,Iris-versicolor
