Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,class
99940.454,989.47543,455.02747,317.43987,1.4317179,0.8431779,125978.963,279.82292,0.8360531,0.9927441,0.86026575,0.79549476,0.0054446983,0.0010490229,0.62647922,0.9925328,CALI
101025.627,1146.86458,490.81941,316.9912,1.3795492,0.9313021,132289.154,319.47655,0.8044149,0.9743425,0.73779535,0.73522564,0.0061389224,0.0014044578,0.67261195,0.9873442,CALI
113393.842,1404.56748,392.09798,317.33919,1.61267,0.805097,37997.382,276.06896,0.7886741,0.9931259,0.88368685,0.73443682,0.0068475387,0.0018340876,0.4548216,0.9980619,CALI
67020.636,1112.8504,528.3277,314.74295,1.5956655,0.8758636,129537.044,219.42833,0.7674262,0.9777487,0.90347328,0.80311601,0.0060651422,0.0012814175,0.63106497,1.0038651,CALI
44071.204,1002.01661,378.30748,314.0175,1.7591366,0.8764672,126466.967,286.4237,0.7875963,0.9819171,0.95826397,0.73514712,0.005233873,0.0002085333,0.75723004,0.9882548,CALI
113692.697,1329.64785,503.1416,314.39883,1.7878194,0.866705,87022.781,243.2822,0.7278631,0.9790549,0.74234416,0.72954224,0.0058558008,0.0013564855,0.72848086,1.00021,CALI
53013.201,1339.00551,358.07309,317.03612,1.5751484,0.7793027,117881.912,324.90277,0.7578844,0.9794234,0.86555445,0.77552303,0.0043860005,0.0014781638,0.6743772,0.9896061,CALI
21609.795,1007.9439,509.09456,316.68872,1.5912506,0.7045785,119431.792,343.29032,0.7879709,0.9853258,0.95561898,0.7950889,0.0064937669,0.0008798598,0.62159245,0.9923146,CALI
10305.771,1412.20837,260.00143,316.39985,1.3552507,0.7081349,132139.803,304.60788,0.678411,0.9967688,0.94665754,0.69311345,0.0056584367,0.0013585811,0.42079726,0.9793539,CALI
10305.771,1395.94915,363.70911,315.94523,1.3552507,0.9110448,131335.489,246.63954,0.6671323,0.994095,0.72841597,0.78161394,0.0042292916,0.0013144368,0.59716354,0.9923912,CALI
82250.233,1409.82356,542.04819,315.93054,1.8351287,0.9685719,117141.473,248.55642,0.7619678,0.982221,0.80233077,0.74901082,0.005270425,0.0014529108,0.68544739,0.9797782,CALI
96195.502,762.50007,456.49916,317.50742,1.58159,0.8584215,127650.192,340.21697,0.7511121,0.9742952,0.85057921,0.80776528,0.0055394622,0.000988789,0.64945735,1.005233,CALI
68095.687,1170.84975,364.70337,316.29844,1.3786988,0.6838767,127061.455,286.8724,0.7123014,0.9763639,0.91965809,0.80341565,0.0051089669,0.0012552165,0.54753951,1.0018419,CALI
60239.699,1414.57582,416.01493,317.05278,1.7347362,0.9097642,93457.327,236.96505,0.6640449,0.9916147,0.78554275,0.79309229,0.0056474898,0.0006098702,0.70674118,0.9876795,CALI
79245.539,1331.33413,526.61709,315.66996,1.42183,0.9062271,114983.664,289.8416,0.7308239,0.9841675,0.9799214,0.73545117,0.0060830112,0.0017313305,0.65439098,1.0054454,CALI
19611.041,1394.65625,535.74716,312.88122,1.4432113,0.5878911,133829.244,287.02664,0.6574331,0.9959393,0.98503019,0.73061629,0.005396095,0.001219193,0.63836363,1.0029918,CALI
13703.502,1059.47665,480.18048,316.581,1.749321,0.7346805,122857.97,221.64554,0.6950532,0.9812822,0.72841597,0.78611743,0.0040359856,0.0011413085,0.72313121,0.9793539,CALI
93325.96,1400.87175,365.56359,316.09563,1.3553865,0.6933162,128523.384,270.48395,0.6819397,0.9752589,0.79801498,0.79116179,0.005720261,0.0015776844,0.47552777,0.9976485,CALI
22189.429,1061.67024,279.9657,315.63501,1.8525874,0.6116689,129719.861,337.20556,0.7277678,0.990861,0.77573898,0.71914069,0.0040716313,0.0015718034,0.63849294,0.9826229,CALI
114834.991,1363.13504,360.87293,317.61624,1.8091515,0.7771717,26887.093,333.14295,0.8018194,0.9849181,0.91254903,0.75754523,0.0064357282,0.0009349074,0.51303394,1.0069959,CALI
112860.508,1220.61392,354.5361,315.91987,1.8418633,0.6005171,127592.25,319.19281,0.7626197,0.9865058,0.99727708,0.78047338,0.0063895109,0.0012291604,0.77059435,0.9919929,CALI
