fixed acidity,volatile acidity,citric acid,residual sugar,is_red,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.1236086,0.6087669134,0.44244509935,9.8103790283,1.25592839718,0.073121,12.306474,161.85486,0.99377662,3.2867119,0.4358749,11.7400694,5.752
7.7760868,0.3681550324,0.3645452857,0.2705058455,0.17278462648,0.0899428,45.261826,122.53825,0.9931621,3.3349581,0.4313641,10.2480459,5.35
7.7742047,0.4699080884,0.53310668468,7.4942469597,0.29168733954,0.0427228,4.32345,67.687,0.9960041,3.4231639,0.5728491,10.4487152,5.004
6.1631742,0.2644838989,0.24858281016,0.9993292093,0.49762254953,0.0371613,31.163733,7.49796,0.99482083,3.1337798,0.664115,8.9672813,5.548
6.2783628,0.310238421,0.30246794224,9.9333190918,0.18378554285,0.0699589,4.607873,91.09207,0.99597865,3.3968983,0.5227505,11.6195717,5.274
6.1970892,0.4480671287,0.20831689239,9.3514652252,0.05641089752,0.0685034,23.819195,112.82185,0.99807847,3.2249908,0.4108253,9.2761126,5.14
7.0119901,0.4198959768,0.05489952862,1.7577382326,0.83020949364,0.0926397,54.200623,85.94981,0.99746156,3.2502902,0.6953089,10.5670357,5.74
9.4519606,0.2244408429,0.37761297822,0.1089582592,0.08307070285,0.0122046,32.675659,93.2554,0.98898667,3.0243459,0.5877135,7.4988198,5.948
8.3768425,0.2974188328,0.24707572162,1.7508107424,0.51463729143,0.0639157,38.103954,122.80395,0.99372661,3.0502005,0.4934553,11.4668512,5.978
6.1064849,0.5601868629,0.30015262961,7.1379933357,0.07182118297,0.0550542,60.615524,133.66496,0.99483806,3.3586488,0.5160415,9.1266394,5.072
7.6800728,0.5461500287,0.22409972548,7.0723934174,0.43538638949,0.046554,28.883619,108.37154,0.99182665,3.0602746,0.5244838,10.4667873,5.454
7.5305538,0.2671229541,0.41816207767,12.5735082626,0.14063057303,0.0542774,12.969315,204.2545,0.99910408,2.8366828,0.4955789,9.6219559,5.352
6.5274463,0.2944678068,0.32244065404,3.9570066929,0.14134986699,0.097415,25.581411,175.30791,0.99469447,3.0481424,0.6417652,8.6823483,5.26
7.4928498,0.3338339329,0.07777712494,0.2027715892,0.73067355156,0.08712,0.915394,65.94406,0.9936195,3.380723,0.4590912,9.5352221,5.044
7.7537599,0.6869885921,0.3434483707,12.7879457474,0.1356395334,0.07452,73.306831,88.44905,0.99112582,3.3913448,0.3832744,10.9626913,5.386
6.7461109,0.6899793744,0.18966785073,10.051612854,1.00383043289,0.009602,35.438435,95.78257,0.99483269,3.0676889,0.4019259,9.550559,5.224
