dteday,holiday,weekday,workingday,season,yr,mnth,hr,temp,atemp,hum,windspeed,weathersit,cnt
24.0670681,0.24238358438,3.3396272659,0.6534217,2.74224329,1.1259608269,10.2383937836,21.933927536,0.3549902439,0.38302156,0.3952950537,0.1040347368,1,122.04
2.964645624,0.11995684355,2.5719892979,1.27537298203,3.14470911,0.0818842277,9.9548006058,9.130740166,0.6600995064,0.61399299,0.910990715,0.1384382248,1,177.214
0.016033573,0.25254001289,3.3396272659,0.00016121825,2.74224329,8.07175e-05,10.2383937836,21.905614853,0.1466710201,0.43652615,0.3952950537,0.1040347368,1,91.622
9.343484879,0.13694769144,1.4394177198,0.46222829819,1.28554857,0.4486375153,5.4917330742,8.350338936,0.5234947205,0.26830333,0.5670098662,3.01827e-05,1,106.976
9.938179979,0.13940688968,2.2988119125,0.00016121825,3.05374885,0.9566214905,14.4327746127,0.487204462,0.0029338596,0.41783872,0.555883348,0.1131960675,1,126.102
20.000501633,0.09949537367,2.3240606785,0.23855450749,2.00341702,0.6783109903,7.2096633911,7.736653805,0.4347847104,0.55389059,0.6955084205,0.1659731567,1,155.58
0.016033573,0.00023633448,5.6605892181,0.00016121825,0.03266622,0.4462739527,4.8575091362,6.755559444,0.4376689792,0.34724581,0.490588814,3.01827e-05,1,118.138
10.436175346,0.17875722051,1.5425459146,0.45844978094,2.52841473,0.3730894327,6.3195700645,8.743490219,0.4236858785,0.44373655,0.7191667557,0.2246102244,1,168.02
0.016033573,0.00023633448,0.0031844433,0.0758882463,3.05374885,0.462025106,8.0401191711,0.008992279,0.4759487212,0.41783872,0.5862630606,3.01827e-05,1,104.416
13.07298851,0.11691495776,2.8704416752,0.90562415123,1.87513673,0.2340922356,3.3352451324,9.222585678,0.4531686604,0.27130535,0.8429312706,0.2461563051,1,136.832
10.514761925,0.00023633448,0.0031844433,0.00016121825,0.03266622,8.07175e-05,6.149766922,0.008992279,0.6817787886,0.476219,0.0007052746,0.3796717227,1,91.656
0.016033573,0.00023633448,0.7745916247,0.8581161499,0.03266622,0.4891639948,6.0998396873,21.90430069,0.5967334509,0.42056382,0.9435920119,0.0027272373,2,126.448
9.176987648,0.20904323459,3.1430737972,0.00016121825,0.03266622,0.5810359716,9.0725231171,8.378106117,0.9090608954,0.00432834,0.8574464917,0.2756309807,2,167.27
10.968239784,0.06394954026,3.7409243584,0.77867138386,2.54306793,0.288012892,10.8097581863,6.261189938,0.3595784009,0.57741696,1.0125690699,0.0581785254,2,92.542
20.000501633,0.09949537367,2.3240606785,0.23855450749,2.00341702,0.6783109903,7.2096633911,7.736653805,0.4347847104,0.55389059,0.6955084205,0.1659731567,1,155.58
15.539216042,0.0818785429,3.6793341637,0.41276782751,1.39523304,0.2549054325,7.6273021698,25.328546524,0.5468974113,0.16715454,0.4894733429,0.1622779071,1,100.382
7.814216137,0.19335512817,3.6464567184,0.38523563743,2.12047052,0.612627387,8.1415071487,26.496999741,0.4731179178,0.73846525,0.7536348104,0.2278861403,2,134.112
3.482532263,0.04922667891,3.0206120014,0.96528172493,0.33970097,0.2276834697,0.0216474533,15.875939369,0.4954987168,0.63841468,0.7064415216,0.2662125528,1,175.504
0.016033573,0.02923027612,1.8453546762,0.96526682377,0.03266622,0.9121328592,0.0107981125,6.200398922,0.4594277143,0.69360429,0.0007052746,0.1097014174,1,101.792
7.787486553,0.13940688968,2.2988119125,0.0758882463,3.05374885,0.462025106,8.0401191711,0.487204462,0.4759487212,0.41783872,0.555883348,0.1131960675,1,104.406
24.0670681,0.24238358438,3.3396272659,0.6534217,2.74224329,1.1259608269,10.2383937836,21.933927536,0.3549902439,0.38302156,0.3952950537,0.1040347368,1,122.04
0.016033573,0.00023633448,1.6648089886,0.96526682377,3.90432191,8.07175e-05,0.0107981125,9.911211014,0.0029338596,0.45304695,0.5435546041,3.01827e-05,1,146.162
20.000501633,0.10983064026,2.2302777767,0.49032354355,2.00341702,0.7842621207,7.2096633911,7.736653805,0.4347847104,0.55389059,0.6955084205,0.1659731567,1,155.58
15.539216042,0.0818785429,3.6793341637,0.41276782751,1.39523304,0.2549054325,7.6273021698,25.328546524,0.5468974113,0.16715454,0.4894733429,0.1622779071,1,100.382
15.995614052,0.19786666334,3.3816828728,0.64988011122,1.82245493,0.4994933605,3.2981159687,20.045808792,0.4361097813,0.3620874,0.2222902775,0.2966234684,1,124.522
0.016033573,0.00023633448,0.1078036362,0.73627132177,0.64564848,0.7186311722,0.0107981125,21.721300125,0.5849799459,0.00432834,0.0007052746,3.01827e-05,2,126.186
