Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,class
126239.03,1665.4445,437.963405,319.55846,1.08106597,0.91097506,91862.259175,139.6919,0.7543298,0.9783304,0.88038238,0.9060315,0.0028567908,0.0018672434,0.49193707,1.00109295,CALI
94499.088,1526.5672,423.377501,198.08391,1.00359482,0.66100194,158422.206658,251.29268,0.570426,0.9793075,0.80771964,0.85873913,0.0060951931,0.0008181381,0.6021234,0.98576841,CALI
148341.925,1475.9166,368.446482,135.22404,0.68262767,0.55880009,117699.709068,350.73591,0.6297876,0.9946017,0.87890251,0.97918627,0.0050283652,0.0008862638,0.60833337,0.9874199,CALI
126554.563,1261.7326,591.365649,277.84479,1.17632691,0.42802426,100467.506439,266.26474,0.7573675,0.9742899,0.75140219,0.83554216,0.0054021188,0.0008888016,0.51668531,0.99799223,CALI
32368.871,1454.9777,593.854939,328.22883,1.22648651,0.5160793,43525.468398,415.25678,0.8806814,0.9905411,0.82426642,0.87093138,0.0054225104,0.0005448097,0.76980823,0.9984551,CALI
56057.071,1528.361,73.97108,345.93786,0.98964176,0.45390823,134799.78892,153.70207,0.6304532,0.9799496,0.72211612,0.95371871,0.0048631209,0.0007212597,0.74762336,0.98491991,CALI
137240.326,1239.3015,265.796813,288.00178,1.50161635,0.43812906,149455.335165,157.72727,0.7237469,0.9859115,0.8808916,1.02726654,0.0082477245,0.0013338283,0.89030498,0.98592386,CALI
79891.009,1424.0364,203.902663,333.92005,1.01103131,0.57104996,153108.053007,66.8282,0.8621614,0.9739994,0.98902708,1.0329606,0.00586652,0.0012596911,0.78334717,1.00408323,CALI
142307.129,219.4408,474.8205,353.95077,1.74003716,0.93638148,133768.632035,223.57323,0.7325927,0.9850912,0.74613618,1.0551382,0.0030271619,0.0009220583,0.78008126,0.99405691,CALI
120126.695,1515.165,516.484578,335.19858,0.91756943,0.51149162,105473.300021,285.24859,0.7812098,0.9982614,0.8186545,1.00418639,0.0036051923,0.0017319496,0.40731886,0.99728169,CALI
140630.035,1491.9856,75.609111,234.87098,0.70940945,0.72147157,157706.330609,371.37856,0.7711343,0.9656847,1.00114258,0.96095773,0.0024944281,0.0012772728,0.82967096,0.99954108,CALI
11942.795,1574.0868,460.445343,350.61396,1.11895146,0.59467638,124420.245468,301.6014,0.8301214,0.9703922,0.90429179,0.98118057,0.0056533281,0.0006853567,0.41955321,0.99151051,CALI
146755.248,1656.4824,487.498712,157.64053,1.19119159,0.50703855,117912.255953,226.02141,0.8632079,0.9759689,0.91773047,0.94925601,0.0069999097,0.0008969587,0.96309226,0.98793553,CALI
45799.032,1057.3696,537.141976,255.02525,1.33825488,0.48756832,59468.436313,177.47417,0.5869146,0.9670273,0.94153401,1.04879709,0.0072526722,0.0005623552,0.76746256,0.99042595,CALI
39217.544,1517.8408,611.528989,183.27399,0.66784275,0.42457692,144550.12244,350.47956,0.6167142,0.9726639,0.9299005,0.87783286,0.0037480138,0.0008460381,0.91192856,0.9922012,CALI
123703.227,1619.3037,394.347605,268.60662,1.1928694,0.57991142,58851.352618,49.77145,0.7292277,0.9695038,0.74698249,1.0624325,0.0068709024,0.0011372998,0.69285567,0.99566339,CALI
