sepal_length,sepal_width,petal_length,petal_width,class
4.9410095,2.9912828,4.3608743,0.83983785,Iris-versicolor
5.5680994,2.671823,4.0656009,0.58598983,Iris-versicolor
6.7423546,2.9918528,5.4417576,0.8042335,Iris-virginica
5.5314625,3.1232962,5.299718,1.42840914,Iris-virginica
7.0685308,2.9129759,2.4286332,1.89005838,Iris-setosa
5.1772871,3.1522676,2.1058459,1.10142249,Iris-setosa
4.933274,2.7097375,2.0426607,1.31073872,Iris-setosa
5.596528,3.0033729,2.3719883,1.84075915,Iris-setosa
5.3321904,3.1492568,3.588166,0.68556543,Iris-setosa
6.418594,3.1235256,2.5072819,0.72287966,Iris-setosa
6.2173197,2.8340132,5.198909,0.65016391,Iris-setosa
4.9803108,2.5920547,2.221557,1.74326177,Iris-setosa
6.2198808,2.5267798,2.1683714,0.73381355,Iris-setosa
4.8693097,3.0649186,2.335665,1.45741915,Iris-setosa
4.8985477,2.4883041,2.219683,1.2131179,Iris-setosa
6.1119576,2.467699,2.4189397,1.80335074,Iris-setosa
5.0117729,3.212011,2.2201876,1.20642218,Iris-setosa
5.6339999,2.4341921,2.1917095,1.99263642,Iris-setosa
5.2147789,3.5546935,2.3076812,1.46309122,Iris-setosa
5.6948715,3.2383206,2.2604721,1.75924817,Iris-setosa
5.4205889,2.5391484,2.6224226,0.65778271,Iris-setosa
4.8592346,2.7211961,3.7474885,0.58751553,Iris-setosa
7.0136931,3.0988744,2.4866437,0.7071403,Iris-setosa
4.7936772,2.8893179,2.4245192,1.32242831,Iris-setosa
5.6741769,2.4794838,2.0426607,0.64866767,Iris-setosa
6.331477,2.9519437,2.1311111,1.78350277,Iris-setosa
6.3745592,2.4725808,2.2793245,1.94141494,Iris-setosa
4.8968133,2.9964375,3.7431599,0.64287502,Iris-setosa
6.5219334,2.8288358,2.3924462,0.59791729,Iris-setosa
5.5217419,2.8053236,5.724974,0.67166067,Iris-setosa
5.933044,2.8889521,5.3673113,0.64156651,Iris-setosa
5.0070755,2.8520899,2.2975014,1.32444929,Iris-setosa
5.0782452,2.9177084,2.494997,1.1641412,Iris-setosa
5.0584397,3.0396929,2.1615042,1.23003397,Iris-setosa
5.6265671,2.8337627,5.364101,0.6445976,Iris-setosa
5.9295585,2.7934617,2.4246397,1.92470573,Iris-setosa
4.7396741,2.4812565,2.1364068,1.0027346,Iris-setosa
5.3122914,3.1474748,2.4338709,1.54453577,Iris-setosa
4.8410503,2.5611225,2.3756269,1.19884364,Iris-setosa
6.286009,2.7589595,2.5127802,1.84406517,Iris-setosa
5.3181907,3.1326737,2.3569898,1.27444093,Iris-setosa
5.0979425,2.0487492,2.1707514,1.87957516,Iris-setosa
4.6791064,3.0278414,2.3715398,1.49442148,Iris-setosa
5.1766827,3.2871826,4.7270806,0.69826509,Iris-setosa
5.1093409,3.0230039,2.1366507,1.45110718,Iris-setosa
5.2511714,2.512488,2.1827644,1.74455839,Iris-setosa
5.1322025,2.7161946,4.7577614,0.58598983,Iris-setosa
4.7267856,3.1411736,2.2253957,1.44453372,Iris-setosa
4.6618285,2.7172699,2.399605,1.23795477,Iris-setosa
5.4608887,2.758024,5.3553049,0.68166036,Iris-setosa
5.1444401,3.3405574,2.3404211,0.89546632,Iris-setosa
5.1603938,2.915975,3.9396763,0.58658044,Iris-setosa
5.0190618,3.0803154,2.4747452,1.56529961,Iris-setosa
5.1744847,3.0245789,2.0814645,1.25444215,Iris-setosa
5.3870229,3.5486633,2.3137841,1.58592591,Iris-setosa
5.357426,3.1250929,4.9302321,0.58598983,Iris-setosa
6.5730613,2.6930473,2.3961458,2.01175549,Iris-setosa
6.082456,2.8168078,2.3787685,0.64328974,Iris-setosa
5.2052527,2.8208891,2.2059713,0.73133052,Iris-setosa
6.7648296,2.8075998,2.3898434,1.79622479,Iris-setosa
6.0890237,2.2614202,2.5098427,1.93579526,Iris-setosa
5.0639844,2.9118576,2.0426607,1.73070464,Iris-setosa
5.5269837,2.6104881,2.2164912,1.97887602,Iris-setosa
5.9468687,2.7667064,2.4924734,1.80565861,Iris-setosa
4.9340063,2.5472356,2.2171853,1.24591964,Iris-setosa
4.9971015,2.7341908,2.3916367,1.47788044,Iris-setosa
5.1567954,2.466722,2.3358266,0.67026795,Iris-setosa
5.1874558,3.0749727,2.3173619,1.51520774,Iris-setosa
5.3341051,3.1418374,2.0426607,1.3823523,Iris-setosa
5.1505979,2.8188625,2.356352,1.05932872,Iris-setosa
6.2346804,2.8269964,5.02122,0.59893783,Iris-setosa
5.6759298,2.4901466,2.3985689,1.73775382,Iris-setosa
4.9154857,2.8673543,3.3051209,0.69405761,Iris-setosa
4.9305304,3.1125376,2.4020768,1.18031778,Iris-setosa
5.4466749,2.6906107,2.3608121,1.79297793,Iris-setosa
6.3316259,2.6705011,2.1912196,1.96825771,Iris-setosa
4.9132629,2.5323695,2.3834568,1.09242133,Iris-setosa
5.1045888,3.0786669,2.1301206,1.2024131,Iris-setosa
5.3750551,2.8040417,2.0608145,1.09478033,Iris-setosa
6.2673894,2.8355391,2.5244138,1.90235025,Iris-setosa
4.8961641,2.8827264,2.4373211,1.14855402,Iris-setosa
5.1706784,2.8640739,2.1882025,1.76645353,Iris-setosa
4.8705309,2.3334256,2.3894628,1.38138284,Iris-setosa
5.1974273,2.7595343,2.3047499,0.88604354,Iris-setosa
5.1998927,3.0973862,2.2694893,1.80838811,Iris-setosa
5.0615464,2.8558442,3.6267069,0.6166927,Iris-setosa
4.7061018,3.048953,2.4314862,1.22883559,Iris-setosa
4.7483806,2.8230934,2.2054587,1.08665278,Iris-setosa
6.2569374,2.8250079,2.3852931,2.00242067,Iris-setosa
6.1049727,3.0196328,2.4851042,0.72687606,Iris-setosa
