dteday,holiday,weekday,workingday,season,yr,mnth,hr,temp,atemp,hum,windspeed,weathersit,cnt
6.72492647,0.03444572911,1.7229731083,0.32268965244,3.358222246,0.1491065621,9.119972229,7.4936389923,0.357478589,0.551224411,0.94640678,0.23096124828,1,102.254
0.07259115,0.03522795811,3.9176204205,0.00013577261,2.837878227,0.0040451954,0.024942107,0.1549483836,0.519239187,0.666888118,0.07239195,0.00037845611,1,88.448
0.07259115,0.00074922806,1.9673107862,1.3331001997,0.025608387,0.9791118503,10.841114044,6.0104370117,0.402826577,0.469925076,0.07239195,0.23379869759,2,97.018
20.10966492,0.14065916836,5.035718441,0.71177780628,2.524382353,0.8362077475,8.92334938,5.8554096222,0.300609738,0.370107502,0.6232056,0.01247583609,1,111.512
6.72492647,0.03444572911,0.0103739165,0.32268965244,3.358222246,0.1491065621,0.024942107,7.4936389923,0.357478589,0.551224411,0.07239195,0.23096124828,1,114.242
1.72871172,0.33256223798,2.9626293182,0.23645876348,2.943044424,0.2202012539,3.25453639,0.0074895597,0.6064291,0.42761898,0.53391612,0.16066353023,2,91.988
5.20433521,0.08242622763,1.4659473896,0.63115715981,3.890465498,0.6852856278,8.949080467,24.5086860657,0.469671905,0.542093217,0.73220724,0.11397887766,1,93.23
13.62439346,0.15635561943,2.302011013,0.72289031744,2.645290136,0.6871644855,5.209485054,24.3185024261,0.349272043,0.835033357,0.65807933,0.22618962824,3,96.722
14.95611191,0.26134264469,0.4631404281,1.49037110806,3.406988144,0.0591720752,2.833067656,10.4408683777,0.480012774,0.430778116,0.62566727,0.11357217282,1,133.594
15.38961887,0.20225447416,3.7774357796,0.20769679546,3.459674835,0.2757601142,5.34288168,8.5595016479,0.727196276,0.238650963,0.92350495,0.25560301542,1,134.264
4.70130634,0.05689227954,3.2943353653,1.27098166943,2.704339504,0.0151011767,5.271055222,21.3038406372,0.481506228,0.600644171,0.71176547,0.06384698302,1,172.146
14.71345806,0.07248242944,1.9795993567,0.55921906233,2.833565235,0.1156450734,8.705773354,11.1865978241,0.156805232,0.401029378,0.71188998,0.11995125562,1,147.686
23.16502762,0.18986600637,2.2330644131,0.8917016983,3.007142067,0.8539278507,4.88598156,9.7667579651,0.768828452,0.224546418,0.48477149,0.37598255277,1,183.068
21.25709724,0.15255248547,3.2843239307,0.84108686447,2.285757065,0.4215401709,6.050082207,9.5716552734,0.542036772,0.767080188,0.29256216,0.22550408542,1,127.786
11.39516068,0.19409993291,1.9673107862,1.3331001997,1.714125395,0.9791118503,10.841114044,6.0104370117,0.5791623,0.469925076,0.52617633,0.23379869759,2,162.918
6.72492647,0.03444572911,1.7229731083,0.32268965244,3.358222246,0.1491065621,9.119972229,7.4936389923,0.357478589,0.551224411,0.94640678,0.23096124828,1,102.254
21.56228638,0.19082994759,3.0194306374,0.0839509815,3.4750247,0.0505242832,7.496607304,0.0734687075,0.341033429,0.585124433,0.68794942,0.2332547307,1,94.322
5.98440886,0.14781489968,5.6000666618,0.45374599099,2.491961718,1.384308219,3.25453639,8.334646225,0.275018245,0.42761898,0.57835698,0.13271328807,1,148.142
6.72492647,0.03444572911,1.7229731083,0.32268965244,3.358222246,0.1491065621,9.119972229,7.4936389923,0.357478589,0.551224411,0.94640678,0.23096124828,1,102.254
8.42208385,0.11121675372,1.4329465628,1.16801548004,3.211781502,0.2881065607,7.579377174,19.7279663086,0.371608526,0.580525875,0.80526221,0.36688420177,1,178.764
26.08807182,0.17087496817,0.1358670741,0.27448838949,2.827165365,0.0477959029,9.831910133,19.5111045837,0.53846848,0.429280877,0.55796826,0.12814585865,1,176.152
6.31984425,0.22197507322,3.1457178593,0.02115719393,2.890231848,0.6913273335,8.629104614,8.4893980026,0.501381576,0.384127319,0.67867875,0.38494631648,1,168.322
10.7545433,0.11933580786,2.5358555317,0.00312783755,3.568049908,0.792835176,6.199352264,0.1280419827,0.289013922,0.592648447,0.43697482,0.22387826443,1,134.398
22.7942028,0.19379806519,1.7919055223,1.5288465023,1.66812253,0.1752595007,7.740981579,8.9409351349,0.394495875,0.395889252,0.75279456,0.28466755152,2,171.132
15.53642941,0.26885381341,1.0812858343,0.45116651058,2.166481018,0.3747605383,8.605800629,8.6261768341,0.673607051,0.354546756,0.84766662,0.02260916494,1,155.232
3.7811904,0.04992224276,1.2592372894,1.1036721468,2.029013872,0.7329612374,7.260404587,9.5557203293,0.901965261,0.471187979,0.53081316,0.16227868199,2,185.018
