Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,class
160270.207422,1439.2302,406.817926,328.563737,1.24991071,0.82136604,131532.19285,173.432923,0.76972875,0.9860723,0.970493,0.92045575,0.0043113543,0.0021165788,0.79242964,0.98784524,CALI
150945.33845,1546.545,501.829103,321.386347,0.95313088,0.66798758,61908.21009,68.856787,0.75739445,0.98069913,0.81489,0.98597431,0.0054950355,0.0015921597,0.52655901,1.00292314,CALI
57840.557663,1473.6658,337.706285,345.740386,1.41916154,0.68552518,104106.10318,428.89855,0.56667167,0.98189193,0.669152,0.92903881,0.0033238804,0.0028879848,0.3509987,0.98431443,CALI
66128.108172,1472.9066,291.187836,343.386756,1.39077689,0.91617599,125324.642,464.698908,0.83170269,0.97636001,1.026537,0.87266264,0.0040577589,0.0025943958,0.54390684,0.9952696,CALI
134554.051415,1462.3538,411.374358,331.203209,2.31673013,0.78498092,129772.89622,188.605628,0.64009106,0.98656161,0.842267,0.97363132,0.0063600733,0.0021826114,0.65789821,0.99763751,CALI
140702.401824,1136.7314,347.260941,119.861888,0.79147132,0.70114281,65096.82727,462.17515,0.86746127,0.97647743,0.883966,0.97853776,0.0035328547,0.0010236726,0.87251044,0.99239715,CALI
85549.505362,1394.4612,531.98445,333.981787,2.02519914,0.4933543,145722.3181,460.591016,0.69501837,0.97367935,0.967588,0.62875266,0.0094398901,0.0016856188,0.66005955,0.99407526,CALI
9332.675991,1373.4615,479.299556,317.544423,1.10967819,0.7916173,4883.22562,484.974162,0.90157525,0.99431762,0.760456,0.76022382,0.0090065865,0.0011209311,0.77844851,0.99731192,CALI
144444.499564,1360.018,480.378313,349.364268,1.56675137,0.42379145,62745.83677,125.033503,0.79708228,0.99049401,0.687966,0.69309283,0.0059628419,0.002204179,0.92044064,0.98437217,CALI
14178.500847,1688.6792,459.169757,343.330114,1.5235585,0.65388901,147369.9546,386.157105,0.76740471,0.98019107,0.748442,0.79799614,0.0073807012,0.0012488052,0.9105244,1.0104005,CALI
118516.862383,1327.3718,236.633543,334.217161,1.50762949,0.75028755,156152.84479,404.105658,0.86086004,0.98615389,0.670258,0.59186306,0.0033172564,0.0025102971,0.60259664,0.99282976,CALI
96897.947492,1659.6445,293.958035,314.231502,1.11035119,0.99734462,128688.69616,465.797151,0.59669834,0.9805726,0.726578,0.88381217,0.0051313251,0.0002841479,0.82700938,0.98864902,CALI
133650.288733,1439.783,540.922228,280.155471,1.12889614,0.95726425,134678.03213,143.514036,0.59847597,0.97749293,0.980814,0.57867302,0.0058120265,0.0017119818,0.75597252,0.99749342,CALI
