age,fnlwgt,capital-gain,capital-loss,hours-per-week,education-num,workclass,education,marital-status,occupation,relationship,race,sex,native-country,class
2.0815492,944.2846,18.938452,0.1684495,6.786477,0.76814723, Federal-gov, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male, Haiti,50K-
41.5477183,192314.4033,5659.642654,176.1781021,31.222691,8.24627896, ?, 7th-8th, Never-married, Protective-serv, Other-relative, White, Female, Philippines,50K-
6.9931702,405120.2009,10533.322103,1352.1793562,40.889671,5.5188597, Self-emp-not-inc, 1st-4th, Widowed, Protective-serv, Not-in-family, White, Female, Outlying-US(Guam-USVI-etc),50K-
16.9342824,944.2846,16701.290392,1060.9430372,34.898547,11.53653528, Private, 11th, Married-spouse-absent, Farming-fishing, Other-relative, Other, Female, Puerto-Rico,50K-
5.2674275,944.2846,11572.446716,8.1588962,31.089794,12.14524201, ?, HS-grad, Divorced, Adm-clerical, Other-relative, White, Female, Canada,50K-
2.2856339,503316.5201,18.938452,622.7429417,34.22373,7.36068964, Self-emp-not-inc, Prof-school, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male, Guatemala,50K-
4.3906595,25091.2026,18.938452,641.7549265,6.786477,11.10372213, ?, 1st-4th, Never-married, Sales, Husband, Black, Female, Haiti,50K-
2.0815492,412913.9649,18.938452,1353.6937614,49.577863,10.77468726, State-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female, France,50K-
27.1743308,241165.5642,3689.890599,1107.4185891,8.708075,12.38609771, Self-emp-not-inc, Some-college, Widowed, Farming-fishing, Husband, Other, Female, ?,50K-
26.119513,84712.3772,4234.725709,950.8839181,30.371593,8.94113104, Self-emp-inc, 10th, Widowed, Adm-clerical, Husband, White, Female, Trinadad&Tobago,50K-
57.4263112,184267.6214,17490.112705,1051.9633175,62.766202,12.98700788, Local-gov, Preschool, Never-married, Other-service, Own-child, Black, Female, Yugoslavia,50K-
80.0272154,103919.7071,18691.845813,187.8114143,50.507322,8.45202817, ?, 9th, Separated, ?, Other-relative, Asian-Pac-Islander, Male, China,50K-
35.8886021,381384.0657,2952.680825,996.9518423,41.243869,5.89252441, ?, 11th, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female, Poland,50K-
40.5364156,329498.4697,690.137677,305.4362157,38.821812,4.93970662, Private, Assoc-acdm, Widowed, Protective-serv, Own-child, White, Female, El-Salvador,50K-
36.8278873,252003.249,10974.524943,382.6651492,69.112731,8.55953022, Private, 10th, Separated, Prof-specialty, Own-child, Other, Male, Philippines,50K-
4.6968863,77723.1691,3086.336065,608.0007094,76.164333,7.19538734, Self-emp-inc, 11th, Married-spouse-absent, Handlers-cleaners, Own-child, Black, Female, South,50K-
2.0815492,944.2846,10821.425664,0.1684495,28.592286,9.97409102, Private, Prof-school, Separated, Prof-specialty, Other-relative, Black, Female, Canada,50K-
61.4597336,271497.007,7416.683346,1105.9983224,43.991305,9.50111825, Self-emp-not-inc, 9th, Widowed, Handlers-cleaners, Husband, Black, Male, Italy,50K-
19.4596992,44554.8452,13034.773976,0.1684495,6.786477,6.07127234, State-gov, 11th, Married-spouse-absent, Craft-repair, Other-relative, Asian-Pac-Islander, Male, Guatemala,50K-
80.1923056,198849.34,6280.104939,878.432815,14.342644,9.92141358, Self-emp-inc, Some-college, Married-AF-spouse, Adm-clerical, Other-relative, Black, Female, Japan,50K-
33.3010947,338992.6602,25669.768948,788.2177331,40.109866,7.18568961, Self-emp-not-inc, Assoc-voc, Separated, Transport-moving, Husband, White, Female, Honduras,50K-
2.0815492,944.2846,18.938452,0.1684495,6.786477,4.46771884, Federal-gov, 9th, Married-civ-spouse, Farming-fishing, Own-child, Other, Male, Yugoslavia,50K-
38.6886709,248118.0791,14203.642401,66.7786257,17.377453,7.66407265, ?, HS-grad, Separated, Tech-support, Not-in-family, Other, Female, ?,50K-
2.0815492,252102.9994,18.938452,638.304978,6.786477,10.40032204, ?, 11th, Married-AF-spouse, Other-service, Own-child, Other, Female, Iran,50K-
88.1255994,71712.3825,2107.343935,542.4169511,78.945507,11.36204446, ?, Preschool, Married-civ-spouse, Prof-specialty, Husband, Other, Male, Puerto-Rico,50K-
2.0815492,944.2846,3273.157386,0.1684495,6.786477,8.70435124, Local-gov, Assoc-acdm, Married-spouse-absent, Transport-moving, Other-relative, Amer-Indian-Eskimo, Female, ?,50K-
60.3874906,205795.3526,21463.888436,1224.9494672,24.681276,11.87477686, Self-emp-not-inc, Masters, Married-AF-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female, ?,50K-
