fixed acidity,volatile acidity,citric acid,residual sugar,is_red,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
8.3848343,0.458506912,0.4156730771,1.1969099045,0.13315789402,0.108302228153,21.29949188,257.30725098,0.993509,3.2281213,0.6140212417,10.0391684,5.01
6.0978947,0.277723372,0.0748187155,7.6587843895,0.58170729876,0.041251271963,22.57813644,103.0422821,0.9966512,3.1587512,0.3736462593,8.8290491,5.204
3.7199292,0.1036709249,0.3888866901,0.0069490364,5.027483e-05,0.04921547696,37.9523735,0.42976564,0.9983502,3.3751535,0.3861346543,9.8711948,5.776
8.3568316,0.4220256507,0.426966697,4.5431785583,0.16687740386,0.013439000584,64.95727539,73.85900116,0.9925765,2.8792315,0.3100903928,9.4307041,5.25
7.3664198,0.3698478937,0.4511937797,8.1898794174,0.2472012043,0.054714009166,35.51950455,128.06459045,0.9946156,2.9984193,0.8130055666,10.6584406,5.892
6.8367734,0.2649073303,0.177736178,14.9896736145,0.42913907766,0.043083511293,12.04424667,174.07156372,0.9968686,3.4362624,0.5272955298,9.6687737,5.45
7.8427539,0.4624584317,0.4512191117,12.1337366104,0.11189608276,0.069043241441,56.07661057,190.91870117,0.992432,3.3017917,0.7430645227,10.0952806,5.38
6.5401454,0.2806248665,0.2975734472,12.0747880936,0.58639115095,0.112387545407,20.23552322,169.03965759,0.996551,3.2815948,0.4788908064,10.4726305,5.364
7.7433534,0.6109619141,0.2133761942,2.1649401188,0.46007344127,0.043652325869,50.46444702,157.52009583,0.9949733,3.2748091,0.688813746,10.3620634,5.36
5.8788619,0.3073750436,0.4408573806,10.8128633499,0.59006363153,0.068653769791,19.9105854,141.77076721,0.9970779,3.2231236,0.4957576692,9.5297823,5.518
8.5536098,0.4838867486,0.2651176155,0.5599310994,0.2726855278,0.106032542884,55.10126877,166.02471924,0.9914784,3.2228212,0.4035768807,8.7902956,5.188
7.01262,0.3773496449,0.2141746134,3.4115953445,0.29064780474,0.000162375654,17.30710602,51.14868164,0.9938639,2.9115536,0.3322899342,11.823801,5.758
9.6503429,0.4267592728,0.2485811114,4.5967068672,0.31891405582,0.027363449335,23.7550354,154.30014038,0.9963241,3.3122549,0.6953338385,9.9013338,5.636
4.9976811,0.1065224335,0.1245913431,6.0630016327,0.13368266821,0.110098309815,21.44051933,23.41932487,0.9969081,3.2970777,0.5571367741,11.469223,5.998
6.8632369,0.2490066588,0.0551683679,7.6540884972,0.10627334565,0.064024314284,40.67786789,36.94791794,0.999674,3.2052214,0.6898005009,8.1381426,5.426
5.5709624,0.3312364817,0.1736949086,4.4958319664,0.05186936632,0.083608992398,29.86082458,140.563797,0.9949331,3.2331514,0.7065967917,9.3433723,5.156
6.7635059,0.1684943587,0.2295751274,2.3836095333,0.32689923048,0.028750304133,15.77516747,100.2407608,0.9902027,3.3387051,0.7242627144,8.0763521,5.832
2.8806789,0.0026318838,0.4465245903,0.0069490364,0.01484235376,7.0024442e-05,1.96086168,119.99437714,0.9974735,2.5859375,0.6464394331,9.419096,5.162
6.6908288,0.2160738111,0.1493059993,8.3035373688,0.0703901574,0.072066910565,25.68021011,114.55747223,0.9937423,3.4501166,0.2960008383,9.2295856,5.616
7.977747,0.5619605184,0.5380738974,1.0776350498,0.04925436527,0.010854159482,55.20620346,71.6647644,0.9995763,3.1961904,0.5022053719,10.5173388,5.274
7.5431228,0.5977532864,0.2726690471,6.3708567619,0.23050354421,0.051013112068,52.58879471,134.05891418,0.9977998,3.0853724,0.5736250281,10.9154654,5.386
6.452353,0.0879702121,0.1537884325,1.8186175823,0.07118433714,0.010458111763,3.70304441,44.30696106,1.0025159,2.8868678,0.5584924221,11.063139,5.024
7.8403277,0.5395498872,0.2534187734,6.7161192894,0.89320987463,0.038174554706,40.05271912,113.09822083,0.9919904,3.1255403,0.6438455582,10.3464899,5.73
7.3692842,0.3950212002,0.5655280948,4.3592658043,0.81546974182,0.090860456228,20.32684898,108.57043457,0.9931734,3.4082384,0.4568236172,10.593545,5.474
6.16435,0.6832607985,0.1351243258,5.4325928688,0.84677052498,0.041920360178,10.65547371,162.81518555,0.9917229,3.2866452,0.6924126744,10.443162,5.186
5.8970399,0.2118294239,0.2631543875,6.1254177094,0.5372992754,0.077081725001,20.29807091,100.87890625,0.9926419,3.0059071,0.7164240479,10.2087383,5.808
5.837389,0.3101676106,0.364603281,2.0956783295,0.1285443604,0.083208315074,0.4947246,149.63313293,0.9941821,3.4293156,0.7053089738,10.4467535,5.366
8.4921389,0.5087860823,0.2115980983,5.1269803047,0.51934784651,0.001271595829,4.00950432,146.69839478,0.9956775,3.3584273,0.6882265806,10.8681641,5.298
