fixed acidity,volatile acidity,citric acid,residual sugar,is_red,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.6850586,0.2081784159,0.50052243471,4.716948032,0.52221947908,0.05883699283,44.003452301,130.75325012,0.99021262,3.2779739,0.311693877,10.068132,5.636581510951263
6.1172562,0.6297498941,0.46123749018,1.922176361,0.4251832962,0.102140113711,31.9474639893,114.1795578,0.99736094,3.1798432,0.549217165,11.547227,5.494639334014544
7.0478029,0.4157483578,0.54157906771,2.101146221,0.09219392389,0.071586765349,44.5248565674,246.92544556,0.99360508,3.3673005,0.706751704,11.328908,5.692883628674427
8.4173298,0.3823821545,0.46412041783,5.918930054,0.40617251396,0.055574379861,50.934211731,185.70657349,0.99460173,3.1335366,0.239100456,12.340854,5.5964003557946125
7.694747,0.2078175694,0.35777711868,4.904846668,0.0635644719,0.046173080802,32.0191993713,254.68635559,0.99789917,3.1462438,0.776687264,9.902674,5.212073938907137
5.8659945,0.3177260756,0.07526150346,4.775875092,0.34398281574,0.060422386974,0.0005350707,133.13833618,0.99270934,3.1929994,0.379119366,10.821042,5.352125790192345
8.7225714,0.3963963091,0.34630575776,3.620970964,0.66951364279,0.028147151694,50.3666687012,66.19633484,0.99057108,3.2343824,0.239614949,10.813997,5.346843473236795
7.5343494,0.5144476891,0.37666466832,2.863202572,0.58130991459,0.023741142824,47.4005584717,136.10279846,0.99830055,3.1712246,0.427279741,11.499513,5.620527681542805
6.8708701,0.3905791342,0.28714284301,0.818840802,0.36388391256,0.010948401876,24.6677207947,73.17778778,0.9937185,3.2619386,0.538644195,10.139558,5.68495549595266
7.6807346,0.5611588955,0.34103667736,3.611945391,0.94597691298,0.080143347383,30.4918556213,10.59985256,0.99477094,3.4464717,0.675848603,10.058624,5.6051566551688605
6.6028733,0.4262647331,0.45028313994,2.57200098,0.39799493551,0.103787131608,50.8503723145,157.0866394,0.99291492,3.1389749,0.482710987,10.692834,5.479052218179065
5.0517368,0.3800898492,0.19412313402,3.673264503,0.02493459359,0.057398501784,47.1277275085,154.65512085,0.99052727,3.0177472,0.466807216,10.402617,5.378220136423189
11.5444841,0.3685146272,0.21793028712,4.874670982,0.40561982989,0.056348863989,56.0640449524,162.73599243,0.99349838,3.4522736,0.692827761,9.847559,5.7905046917654985
9.0023441,0.2941244841,0.46008253098,6.37928915,0.68284600973,0.109013915062,10.9687862396,136.4356842,0.98874307,3.4151525,0.563721538,9.123283,5.083121556344449
9.1046448,0.3798231184,0.39459240437,8.577094078,0.04606033862,0.085967086256,34.9924850464,102.89208221,0.99391007,3.1401284,0.314105511,9.855442,5.440160775251318
6.7475243,0.5910158753,0.35133263469,2.574491024,0.12669561803,0.00962978974,11.4652481079,75.99246216,0.99427253,3.1714928,0.64494586,10.00311,5.315926226764698
7.4376345,0.2888748646,0.57026767731,1.810768127,1.36187469959,0.044286854565,2.726313591,142.55476379,0.99567133,3.2689757,0.823717296,9.276627,5.026984649060588
9.5705023,0.4354842305,0.10705056041,11.988147736,0.02719158493,0.151445120573,31.9579582214,190.75366211,0.99509352,3.377018,0.425268471,10.274706,5.027954075222688
8.3095655,0.4148137569,0.39551225305,12.663290024,0.22965046763,0.09970150888,17.9314346313,40.29025269,0.98855686,3.091012,0.361973941,7.02723,5.3863770897853875
5.9986711,0.6954892874,0.28730013967,8.70138073,0.4007589817,0.049544878304,8.8792600632,91.74005127,0.9989627,3.2610586,0.573744714,11.50835,5.959506894967899
7.9082875,0.3600430787,0.27956700325,3.577045679,0.66878008842,0.025613892823,41.9799957275,178.64378357,0.99565756,3.2699161,0.451084018,11.154854,5.750217548211485
7.2058306,0.1943653524,0.53181654215,12.042000771,0.30436435342,0.116873428226,16.6016540527,162.35658264,0.9901728,3.3816676,0.282406509,10.320757,5.929059796726055
6.5541096,0.6988443136,0.3318207562,8.115803719,0.0155087905,0.080740727484,56.2060432434,136.94471741,0.98918986,3.2145581,0.384265572,7.982109,5.0421389673431785
7.8969817,0.3349212408,0.06428808719,1.286027431,0.6782746911,0.016522949561,30.2479114532,245.80569458,0.99449992,3.1732557,0.466524154,10.513648,5.282091314923527
6.164031,0.3125962317,0.49543952942,5.059837341,0.05739613622,0.05252815783,37.4355010986,80.16910553,0.99790066,3.0018368,0.357346267,9.968168,5.5034641758426766
7.787261,0.2883222401,0.10821180046,6.060100079,0.87056279182,0.024589769542,23.3772907257,170.26741028,0.99772793,3.7220721,0.661749601,10.043941,5.340477507134694
5.3849182,0.5879677534,0.33951845765,6.026185036,0.4421569109,0.122159339488,51.6897392273,134.39888,0.99388921,3.2262166,0.643639028,10.020913,5.3068883896369865
7.4035368,0.3913603425,0.48113515973,8.90489006,0.4123108983,0.082398124039,37.011680603,15.2723465,0.9994356,3.2971449,0.491770893,7.776451,5.236750046896284
6.4006133,0.1308284849,0.41296678782,1.590282083,0.41436356306,0.104686431587,28.7035140991,124.26608276,0.99635357,3.2008858,0.415326178,11.824499,5.936699126627272
8.3365307,0.3335196674,0.11643553525,9.74899292,0.09589552134,0.046861827374,10.0713434219,135.5587616,0.99181581,2.765717,0.862177968,11.771199,5.617895584230258
4.8390293,0.3264139593,0.35569816828,6.811463833,0.15860700607,0.019097272307,41.0910377502,227.24604797,0.99522376,2.7489936,0.6892699,9.981539,5.130608989221457
5.7051048,0.461109668,0.27397981286,5.599773407,0.67975085974,0.080893561244,62.7497215271,165.53646851,0.99588633,3.1855359,0.941645801,10.582633,5.026360641391024
8.116498,0.1789146811,0.34467989206,0.541805029,0.28936877847,0.057825140655,19.2808189392,116.14472961,0.99720544,3.1410668,0.289163917,9.543176,5.311291448576624
6.8017688,0.3051701188,0.04185439646,9.048330307,0.18718084693,0.105236180127,27.7854156494,139.26116943,0.9947384,3.1393647,0.721170545,11.822642,5.799106883533934
8.7151384,0.4658774436,0.33498972654,6.818452358,0.21816007793,0.071967601776,49.1694869995,153.0987854,1.00320899,2.9265482,0.539154708,10.402541,5.531553287071927
6.5402789,0.6011497378,0.39540609717,6.440910339,0.20160740614,0.06679161638,31.8069534302,57.91906357,0.9928261,3.0910571,0.492798656,11.162416,5.819647036534241
6.1854305,0.2634550631,0.13400487602,9.336965561,0.22619755566,0.057888839394,44.0001373291,142.49519348,0.99517506,3.6505423,0.536754489,11.599064,5.997745866461019
3.9514468,0.4332455099,0.44198638201,5.489737988,0.14777089655,0.0869057253,47.0697746277,171.82981873,0.99046171,3.257782,0.407681197,11.918615,5.946786830243841
5.9112005,0.5161128044,0.41182652116,4.394108772,0.09712155163,0.046746186912,7.3106517792,209.457901,0.99676347,3.3300514,0.661432981,11.911942,5.415567224784014
6.4765377,0.3735219538,0.48596018553,6.200775146,1.11996018887,0.100511439145,79.597442627,165.64668274,0.99730867,3.3011284,0.791721344,10.638481,5.428531701675794
8.0454445,0.2101204395,0.20218330622,3.019473314,0.04808925092,0.071185685694,7.7657489777,2.64423013,0.9951759,2.9981406,0.342932314,10.220397,5.029650219907327
8.2681866,0.0285439044,0.28209036589,7.718181133,0.71848016977,0.095839068294,0.7887572646,124.00531006,0.99160743,3.0353544,0.336036265,9.134915,5.383105902316268
7.2288008,0.2917964756,0.35396659374,0.94138819,0.02552430891,0.121753714979,23.1747322083,123.83337402,0.99410409,2.9912963,0.549949825,11.672676,5.5238251474432705
5.8659945,0.3177260756,0.07526150346,4.775875092,0.34398281574,0.031674537808,34.5059013367,136.64360046,0.99270934,3.3681941,0.552614212,10.821042,5.903243197344923
5.9563341,0.2470086664,0.28935664892,4.656005859,0.086566329,0.06495141238,26.416841507,143.90557861,0.99376279,3.1909015,0.35664618,8.539347,5.151770392550792
