fixed acidity,volatile acidity,citric acid,residual sugar,is_red,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.040451,0.4293219447,0.13525395095,8.299895287,0.98711562157,0.0842273459,22.0379371643,97.51528168,0.99641436,2.9540403,0.459795386,11.806429,5.473513466144277
9.93687,0.337469548,0.55120038986,7.975790501,0.13237266243,0.0477440059,50.2031326294,35.98043823,0.99100822,3.0098448,0.301690191,11.423972,5.890199331240159
7.439569,0.2475816756,0.26483157277,7.495383739,0.06767809391,0.0715072155,53.9097595215,65.65044403,0.99678773,3.1359489,0.296859503,9.978733,5.871782094008418
7.884636,0.3858243227,0.32505351305,7.49169302,0.07031707466,0.1093904227,41.348690033,149.79023743,0.9957248,3.2154524,0.603287876,11.440941,5.768498579837034
5.496925,0.4697747529,0.45458176732,11.105802536,0.0495419912,0.0395653956,43.0725593567,54.34680939,0.99370354,3.7127521,0.539209902,9.290463,5.475932132304365
6.999817,0.3996864259,0.23943094909,0.621454537,0.29377061129,0.0827197134,6.5106329918,188.73123169,0.99115723,3.1169078,0.782574594,8.022233,5.053238303624497
7.807323,0.3531279266,0.41764521599,7.029827118,0.44786772132,0.0496427752,5.2705922127,179.29322815,0.99295205,3.2817822,0.651221991,9.493818,5.414523751347951
3.049103,0.1000483781,0.32946643233,7.832816601,0.00022698069,6.6878e-06,0.0005350707,48.99199677,0.99356484,3.1762545,0.357239425,9.01714,5.635076692993291
7.768714,0.4489801228,0.30165395141,4.774021626,0.24771901965,0.0068379701,60.0040435791,161.77304077,0.99231583,3.13343,0.519177198,9.275301,5.49792203643008
10.103404,0.386877507,0.37615847588,7.291692734,0.37566167116,0.0679446757,21.1003494263,70.94011688,0.99527276,3.4197662,0.659543335,10.480284,5.96428816527718
6.710582,0.4518849254,0.41674935818,0.334226459,0.8958748579,0.097984165,38.2980575562,95.34577179,0.99472851,3.3595083,0.491964698,10.802948,5.2381855695890565
6.743841,0.206345126,0.55409860611,4.453930378,0.96169263124,0.0360622667,15.9049272537,141.14601135,0.9933719,3.1543326,0.316220433,8.986145,5.220180235593522
5.751659,0.3827494383,0.48760268092,1.363836408,0.62486201525,0.0678437874,46.0944786072,98.30751801,0.99560219,3.192055,0.356721193,10.515347,5.482288450110424
3.049103,0.0014211677,0.28200116754,0.019439487,0.00022698069,6.6878e-06,0.0005350707,0.48279124,0.99657899,3.4906902,0.468669325,8.790567,5.165126607036825
7.818534,0.5803555846,0.10627814382,5.875665188,0.22158358991,0.0653877035,29.0794334412,118.7043457,0.99184036,3.0312445,0.273242831,11.654959,5.294614133274536
6.864666,0.3717554808,0.19138096273,12.816884041,0.23744487762,0.0475898683,37.3763847351,174.04992676,0.99705458,3.2386012,0.366521627,9.94127,5.313494517899956
6.989646,0.3811879754,0.05068863556,0.902649224,0.48989418149,0.0702050328,2.7630975246,92.52032471,0.99317312,3.2848201,0.559891641,11.469206,5.773669786720633
6.735037,0.3130180538,0.29294240475,2.772912979,0.0480167456,0.0796542168,51.3239974976,187.4781189,0.99805439,3.1509354,0.490263164,10.117436,5.150786136299088
9.570502,0.4354842305,0.10705056041,11.988147736,0.02719158493,0.1514451206,31.9579582214,190.75366211,0.99509352,3.377018,0.425268471,10.274706,5.027954075222688
8.722571,0.3963963091,0.34630575776,3.620970964,0.66951364279,0.0281471517,50.3666687012,66.19633484,0.99057108,3.2343824,0.239614949,10.813997,5.346843473236795
9.624431,0.3883652389,0.44742402434,15.901608467,0.49785861373,0.0405620188,37.2152328491,130.32354736,1.00030077,3.0381429,0.408344924,9.170302,5.26124631840003
6.572025,0.1195406541,0.29175260663,4.799167156,1.19267570972,0.0509197898,0.0005350707,139.08081055,0.99653822,3.2241805,0.547100484,10.765243,5.554165801840994
6.908093,0.2532002628,0.54230040312,1.187855005,0.30801662803,0.0194839351,30.7485599518,146.7484436,0.99110454,3.4354832,0.459586889,9.473742,5.466727703645361
6.991003,0.3401331604,0.11843374372,4.408535957,0.44556763768,0.1226124316,30.9244232178,67.06351471,0.99480289,3.0783525,0.352429241,10.755636,5.523529023938675
4.757208,0.4783129096,0.55378782749,1.236465812,0.26211538911,0.0680098012,60.9018249512,120.50646973,0.99335897,3.1785142,0.704401255,11.336096,5.9702723648286256
9.402391,0.3579690158,0.25652906299,3.793303251,0.88387084007,0.0829419121,52.1157913208,83.01607513,0.99478221,3.3710043,0.440611124,9.313742,5.06426527090788
7.48876,0.2937648296,0.2724763155,5.657393932,0.07895167172,0.065544486,22.8084106445,165.49807739,0.99399436,3.3403804,0.467474341,10.124128,5.589826394539357
8.180444,0.4761469364,0.39108273387,1.586677551,0.44809028506,0.0236101225,48.4432106018,97.05355835,0.99625862,3.0532198,0.460675716,11.502189,5.819794641924656
8.961479,0.3787292838,0.4548586309,0.452475518,1.0787113905,0.071278438,44.1207923889,35.65354919,0.99654216,2.9935238,0.67191416,8.789318,5.492514822382207
6.119707,0.4461553991,0.29780933261,11.418412209,0.3334517777,0.064479515,18.1631126404,107.18016815,0.99458867,3.2087953,0.516222715,8.055113,5.190993151525945
7.953432,0.0578412935,0.47969835997,4.898753643,1.01649999619,0.0573954061,1.7642036676,125.78370667,0.99427974,3.1600399,0.307658613,10.464108,5.345258165554721
8.342386,0.2780370414,0.32141059637,3.458884478,0.77113544941,0.0613850281,36.718120575,80.67463684,0.99518114,3.1797211,0.356024414,10.272815,5.3189708428180555
7.629646,0.372145623,0.59135717154,9.657180786,1.11484491825,0.0334549174,6.4842839241,171.44734192,0.99454755,3.0589409,0.498600334,9.704988,5.401813035191395
6.317592,0.382186383,0.11194887012,1.16381228,0.12692512572,0.0421819314,20.1880054474,86.16956329,0.98838586,3.2216401,0.619591236,8.825588,5.504556298083023
8.718994,0.1280257702,0.20814400911,4.803744793,0.7077113986,0.0544285476,25.2936306,172.16743469,0.99605465,3.195302,0.536598444,10.023859,5.654197225101447
7.472794,0.4294702411,0.51905667782,0.462805927,0.7759462595,0.0318469331,11.7951784134,181.66363525,0.99458581,2.9240897,0.479429036,10.146995,5.418484803003252
6.142146,0.2155956775,0.39539131522,4.904593945,0.12398155034,0.0191719215,26.7024822235,249.48190308,0.99377829,3.2095225,0.601462305,10.239217,5.376549777054783
9.801676,0.5426126719,0.23566061258,13.234534264,1.49171900749,0.0298422743,23.0210037231,170.09347534,0.99492711,3.2611012,0.592609644,9.788612,5.033676737819013
6.546153,0.5932283401,0.15092416108,9.499152184,0.29714524746,0.101050064,40.839099884,150.11270142,0.99844193,3.4145308,0.565095484,12.747561,5.735096476581265
6.621908,0.1979833394,0.22652105987,4.764836311,0.46553292871,0.0745316446,24.4113349915,46.92819214,1.00163138,3.2424967,0.588178396,10.238315,5.973515895831087
