dteday,holiday,weekday,workingday,season,yr,mnth,hr,temp,atemp,hum,windspeed,weathersit,cnt
4.0709448,0.02960625,1.8775892,0.91482985,1.3787373,7.058e-06,1.3011816,2.9477026,0.40114605,0.39475262,0.00045899,0.15410107,1,17.53495747708964
4.4840312,0.04415877,3.443042,0.95696229,0.7025287,0.023154685,0.0828426,3.956167,0.41132694,0.39192319,0.13753517,0.15408739,1,26.65783859534641
4.6540022,0.02541651,2.7825301,0.93396288,1.3117249,0.004850481,0.2589141,2.5257533,0.38804418,0.40101013,0.46629712,0.15602869,1,28.278705966951733
4.810451,0.04957721,2.7109606,0.96131903,0.6595048,0.228749707,0.6317317,2.4682109,0.38605297,0.403101,0.39326009,0.1538424,1,31.775319684649194
4.763248,0.05719131,3.7108922,0.95565689,1.0349376,0.037166245,2.3879435,2.1083608,0.42706531,0.39090249,0.52335787,0.15730883,1,31.625434676034047
4.6117396,0.03778702,3.5803392,0.9221139,0.9421102,0.114763133,0.1279546,4.0854621,0.41645849,0.40493098,0.00901029,0.15815283,1,29.929577531278785
4.4492126,0.0653493,3.5484395,0.93239266,0.5994943,0.186206415,0.4544204,2.0451584,0.39724112,0.39111426,0.26718983,0.15824804,1,10.494376629047164
4.4871297,0.04645094,3.6402817,0.9235006,0.9059342,0.059735596,1.3592458,2.8581414,0.40460667,0.41076121,0.23623815,0.1547174,1,30.25000276594757
4.6117396,0.03778702,3.5803392,0.9221139,0.9421102,0.114763133,0.1279546,4.0854621,0.41645849,0.40493098,0.00901029,0.15815283,1,29.929577531278785
4.539597,0.02540438,2.8324854,0.92799145,1.3787373,0.016704893,1.3011816,3.4160562,0.41273049,0.40099621,0.05550448,0.15746933,1,31.922408775446016
4.6807995,0.04414859,2.7957683,0.93106771,0.9961908,0.225007445,0.540448,3.342298,0.40813538,0.39418444,0.0035273,0.15551184,1,21.522944307330075
4.4840312,0.01026826,1.8775892,0.85489023,0.7025287,0.023154685,0.0001066,3.5560679,0.41132694,0.39728412,0.06350742,0.1485818,1,9.202752177648149
4.4801502,0.05526601,3.981427,0.9487043,0.7472278,0.034517866,0.9330375,3.2558095,0.41559303,0.39542788,0.02701824,0.15535882,1,16.09947335956705
4.7945333,0.12478545,3.4172199,0.91094863,1.0131191,0.029401448,1.3974749,2.4051766,0.40943041,0.40299129,0.16261421,0.15393107,1,18.777657797579792
4.4840312,0.04415877,3.443042,0.95696229,0.7025287,0.023154685,0.0828426,3.956167,0.41132694,0.39192319,0.13753517,0.15408739,1,26.65783859534641
4.5554771,0.0200457,3.2832961,0.93072742,0.7724328,0.099805728,0.687125,3.2833045,0.40631127,0.40654618,0.24996661,0.15584172,1,29.722433672258365
4.2019658,0.02960625,1.8775892,0.92799145,0.781746,7.058e-06,1.5466399,3.4160562,0.40114605,0.39475262,0.04843897,0.15410107,1,26.89431800245134
4.7786865,0.07658322,3.6378076,0.91953963,1.0886656,0.025574001,0.4086742,2.2531469,0.37534589,0.39406216,0.31176525,0.15346539,1,18.816391895459276
4.8469949,0.00942942,3.039937,0.92616326,0.8557101,0.189444542,0.5453554,2.1004326,0.40323302,0.39480385,0.59261918,0.1485818,1,26.97095402436334
4.7882228,0.05533127,3.1831231,0.919016,1.1641768,0.134415925,1.6037519,2.116905,0.40725473,0.40554145,0.73143935,0.15664658,1,26.084561220614717
4.6117396,0.03778702,3.5803392,0.9221139,0.9421102,7.058e-06,0.1279546,4.0854621,0.41645849,0.36303243,0.00045899,0.15815283,1,23.37264560239346
4.585381,0.08869085,3.6387341,0.93072742,0.9552382,0.099805728,0.1889995,3.2833045,0.38518542,0.40654618,0.00045899,0.15505251,1,12.347000774016914
4.539597,0.02540438,2.8324854,0.92799145,1.3787373,0.016704893,1.3011816,3.4160562,0.41273049,0.40099621,0.05550448,0.15746933,1,31.922408775446016
4.810451,0.04957721,2.7109606,0.96131903,0.6595048,0.228749707,0.6317317,2.4682109,0.38605297,0.403101,0.39326009,0.1538424,1,31.775319684649194
4.7006941,0.02315741,4.2009935,0.93976784,1.133993,0.025622567,0.9698687,2.7627385,0.41301882,0.39490664,0.26116222,0.15335442,1,27.994289296536238
4.5273733,0.0892676,3.1688261,0.95112234,1.0474426,0.125333846,0.6873174,3.3063579,0.40862319,0.38458639,0.03582943,0.15697373,1,22.44017325600178
4.7166796,0.13567311,3.802371,0.91850495,0.5382562,0.073285311,2.5003819,2.5471287,0.39605954,0.39520049,0.07251966,0.1532027,1,26.86872536816872
4.6726513,0.02782452,2.9658515,0.94633251,1.1888171,0.208144337,1.3971863,2.6537423,0.40823728,0.40050855,0.15987407,0.15719439,1,29.45575337355645
4.6505108,1.211e-05,1.8775892,0.93885386,1.2621658,0.060204089,0.0001066,3.3465474,0.40856385,0.39745417,0.16549604,0.15629296,1,19.639270246546904
4.5846648,0.03419598,3.8115318,0.93795693,0.964249,0.046313662,0.0644817,3.9696,0.3732715,0.39765874,0.12566839,0.15584722,1,30.618935043369664
4.6704001,0.042995,3.0127857,0.94533139,1.3057029,0.047353789,3.2873476,1.5839952,0.40478909,0.39444929,0.58906078,0.157489,1,16.263433479905377
4.4734864,0.05179596,3.1905992,0.91670436,0.9989932,0.014749544,2.0633917,2.018518,0.39160448,0.38744402,0.15955311,0.15528224,1,13.938742945123991
4.539597,0.02540438,2.8324854,0.92799145,1.3787373,0.016704893,1.3011816,3.4160562,0.41273049,0.40099621,0.05550448,0.15746933,1,31.922408775446016
4.4840312,0.04415877,3.443042,0.95696229,0.7025287,0.023154685,0.0828426,3.956167,0.41132694,0.39192319,0.13753517,0.15408739,1,26.65783859534641
4.8159122,0.03924333,3.636879,0.91320741,1.0509114,0.081804238,0.0208163,3.0327356,0.40656811,0.39556181,0.24028738,0.15454027,1,20.142789780457118
4.539597,0.02540438,2.8324854,0.92799145,1.3787373,0.016704893,1.3011816,3.4160562,0.41273049,0.40099621,0.05550448,0.15746933,1,31.922408775446016
4.6131148,0.00538814,3.261265,0.95043826,0.776213,0.225729987,1.6349314,2.8443623,0.39512533,0.39335385,0.01423566,0.15684935,1,23.294476066671525
4.4840312,0.04415877,3.443042,0.95696229,0.7025287,0.023154685,0.0828426,3.956167,0.41132694,0.39192319,0.13753517,0.15408739,1,26.65783859534641
4.5333366,0.11536696,3.9716454,0.9090907,1.2391829,0.025002623,0.0001066,3.02283,0.39817041,0.39750957,0.10684121,0.15384164,1,14.259348591338508
4.5554771,0.0200457,3.2832961,0.93072742,0.7724328,0.099805728,0.687125,3.2833045,0.40631127,0.40654618,0.24996661,0.15584172,1,29.722433672258365
4.5333366,0.11536696,3.9275825,0.90475285,1.0836518,0.199504584,0.8292017,3.02283,0.39817041,0.39474809,0.10684121,0.15384164,1,29.969640816604763
4.5164332,0.07463334,3.5521936,0.93793774,0.9915473,0.203998506,0.6347672,2.8711889,0.39818752,0.38940686,0.18981054,0.15619154,1,26.25910089861937
4.0709448,0.09383927,2.836997,0.93584269,0.9305946,0.106496856,0.7563325,3.4132452,0.40528274,0.39945188,0.04843897,0.1485818,1,23.697689488323913
4.7804484,0.08040738,3.6362169,0.89593101,1.11681,0.151411921,2.0514123,3.8665137,0.39307982,0.38996109,0.07140375,0.15475479,1,102.6575452780454
4.5363445,0.01091621,3.9929433,0.93655163,0.9855525,0.009155738,0.6548965,3.8844266,0.40137616,0.38101509,1.06981564,0.15490688,1,80.8578469711158
5.100265,0.08192461,3.0269725,0.92350519,1.3877068,0.168694973,0.4521687,2.4524264,0.40511295,0.40121979,0.52730513,0.15588032,1,40.23664067225502
4.810451,0.04957721,2.7109606,0.96131903,0.6595048,0.228749707,0.6317317,2.4682109,0.38605297,0.403101,0.39326009,0.1538424,1,31.775319684649194
4.9703083,0.03494715,3.4019392,0.93068379,1.2023886,0.031218428,2.2620833,2.3650992,0.40655729,0.38916916,0.46483076,0.15718789,1,41.40984105143486
4.7797008,0.04979489,3.7443805,0.92664403,1.1313879,0.055666309,0.9178699,4.0446095,0.3975254,0.40093601,0.24760604,0.15895724,1,82.2826738476146
4.4850416,0.10447905,3.3025205,0.91405171,0.7185586,0.183658451,0.564869,2.2460682,0.41555256,0.40022007,0.63954848,0.15842463,1,31.598525465220877
4.5796542,0.10199073,3.5341213,0.934268,1.1301866,0.063484117,2.3207428,3.7231889,0.3950505,0.39789706,0.05451013,0.15562455,1,90.31698070081988
4.7522664,0.04228324,3.2986977,0.94102877,1.167937,0.144639358,0.1462492,4.5392003,0.40274093,0.40278521,0.17358223,0.15738772,1,95.60020331202256
4.4425955,0.09698205,2.9720185,0.9589538,1.1537277,0.062015753,1.2581971,3.710186,0.41285121,0.40240356,0.2253876,0.15779576,1,77.16672698397299
4.83745,0.07588266,2.855042,0.94415611,0.9263452,0.06825415,0.7841844,3.9612372,0.40622771,0.39823985,0.38378403,0.15493886,1,94.76695734367192
4.4166312,0.0336832,3.5016384,0.86669952,1.2832769,0.023620993,0.388003,4.0641918,0.40823627,0.39531675,0.37941024,0.15049323,1,79.61326215329692
4.6599669,0.05269065,3.8750219,0.95338047,1.3451751,0.043020714,0.8401498,4.00246,0.38682294,0.40257326,0.22666088,0.15405889,1,79.56313670892877
4.5733228,0.02358199,3.491694,0.92667812,0.9701082,0.036090199,1.8157275,2.5638394,0.39095503,0.39959645,0.45985642,0.15394428,1,40.66512129501799
4.83745,0.07588266,2.855042,0.94415611,0.9263452,0.06825415,0.7841844,3.9612372,0.40622771,0.39823985,0.38378403,0.15493886,1,94.76695734367192
4.7008467,0.09407901,3.1625743,0.92749202,0.9758025,0.249351054,0.9119572,3.4764774,0.411356,0.4099187,0.21027061,0.15396982,1,60.030091519489226
4.7804484,0.08040738,3.6362169,0.89593101,1.11681,0.151411921,2.0514123,3.8665137,0.39307982,0.38996109,0.07140375,0.15475479,1,102.6575452780454
4.8428364,0.02779781,3.6751673,0.93223333,1.2565206,0.133773118,0.6531836,2.4911091,0.38967127,0.39871559,0.62412143,0.15397829,1,38.825860615291596
4.0709448,0.0964648,1.8775892,0.93761122,0.9070722,0.123059899,0.0001066,2.5034869,0.35464907,0.40196559,0.62139612,0.1485818,1,38.342433940770604
4.6600213,0.05627254,3.2559168,0.92333126,1.0027804,0.191989973,1.7477367,2.6061089,0.39496836,0.41265464,1.07502532,0.15670946,1,43.64446632308197
4.6528573,1.211e-05,1.8775892,0.92609656,0.9183569,0.109134398,0.1242703,4.4285803,0.41481152,0.39782426,0.15301813,0.15795605,1,60.80496136476963
4.6838217,0.11087587,3.3957121,0.9260484,0.8628221,0.064734586,0.5055568,3.5109913,0.40650553,0.4058907,0.4898338,0.15394397,1,70.08634773971362
4.6198559,0.05888315,3.2496479,0.93309784,1.0017503,0.078058042,1.2437046,3.4975026,0.41005158,0.40784457,0.63161922,0.15708061,1,91.80244173133448
4.7974257,0.0306772,3.0765007,0.9238047,0.7940784,0.203750432,0.840545,2.5477026,0.41521043,0.40659279,0.6526807,0.15323095,1,47.13617196288712
4.6916184,0.01526158,4.0788531,0.93815601,1.4119676,0.120395765,0.8686884,3.1190848,0.41715559,0.39181465,0.1578474,0.154229,1,36.48141447674408
4.5788856,0.08182679,2.9666569,0.95791483,1.118771,0.154427141,0.5573694,2.9928889,0.40578145,0.3807056,0.32484981,0.15523885,1,43.363258903404464
4.5384378,0.0571692,4.0400066,0.92717725,0.7944465,0.15736717,2.1182384,2.5397012,0.40386677,0.39563993,0.34871176,0.15119578,1,42.32442265543383
5.0227156,0.02371069,3.2018466,0.927728,0.9155917,0.088653289,1.2295547,2.8520114,0.38648784,0.39594975,0.54066533,0.1572361,1,54.847765055165844
4.4114103,0.02038874,1.8775892,0.89590067,1.0241909,0.142382279,0.1656909,4.2285242,0.41245532,0.40177989,0.07415637,0.15614465,1,45.29162838397365
4.6736608,0.10454953,3.637872,0.91353279,0.6403278,0.001761513,0.6401945,4.5905628,0.38291672,0.40217373,0.0725869,0.15688603,1,74.27738061509285
4.7416387,0.02640124,2.918967,0.94817936,1.5122504,0.094606742,3.3349543,2.6510491,0.40771997,0.39732957,0.09821759,0.15853372,1,54.49267212037139
4.4819555,0.08154298,2.8985155,0.91583329,0.9691733,0.309178293,2.2685418,2.4150183,0.40368617,0.38734204,0.5695253,0.15468913,1,50.4580726302497
4.674005,0.02036168,2.8216376,0.94623446,1.1428242,0.095112056,1.8244419,3.5813849,0.41085508,0.4037959,0.46282402,0.15803075,1,103.46641104959416
4.7997832,0.11531921,3.4588215,0.93788636,0.656303,0.07739497,0.147256,4.2100539,0.41667226,0.39530048,0.09298974,0.15322782,1,44.75773747582242
4.7333302,0.06019745,3.5375783,0.91988128,1.1475675,7.058e-06,0.0800292,3.246732,0.39826077,0.39349526,0.35418326,0.15364785,1,36.92220525709
4.7031798,0.12165267,3.656127,0.92945641,0.8777508,0.062592931,1.9742892,3.8869898,0.39796779,0.39675406,0.15196443,0.15739518,1,99.16510331817622
4.7573848,0.02887003,3.748621,0.93210685,0.9127163,0.005482856,1.7688103,3.8233039,0.39154422,0.39366403,0.37952015,0.15707579,1,91.35059060940002
4.7824593,0.14197412,3.525207,0.93900931,0.8386006,0.041866325,0.1263091,4.1848264,0.4051719,0.40247509,0.27099141,0.15433897,1,75.80706938688091
4.6154337,0.11340328,3.7879722,0.91571993,1.5115405,0.273938149,0.8826653,2.8821282,0.39856181,0.4000847,0.61444896,0.15373656,1,66.15802649611535
4.5760584,0.03298355,3.3159828,0.93543226,0.691457,0.031782955,1.3947647,3.8408139,0.40173706,0.40621424,0.45970166,0.1544279,1,99.3492501527578
4.7437334,0.03674562,3.8125265,0.89137667,1.0974668,0.031311456,0.686186,3.0130303,0.39980507,0.39972124,0.43549073,0.15463729,1,41.957190477320516
