Area,Perimeter,MajorAxisLength,MinorAxisLength,AspectRation,Eccentricity,ConvexArea,EquivDiameter,Extent,Solidity,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor3,ShapeFactor4,class
80254.615,1317.50919,539.29627,323.10843,1.02083356,0.59905293,142520.575975,332.92456,0.77464997,0.98042369,0.8002359,0.68658134,0.0038785808,0.00188340224,1.03210806,0.991741,CALI
67794.067,1275.30674,547.57308,327.47501,1.31658941,1.02643877,136120.214925,464.0222,0.59204285,0.99641982,1.00100306,0.93262327,0.0089882519,0.00228440732,0.81000059,0.9889252,CALI
123053.219,914.35023,239.35088,348.80087,1.6687243,0.81642864,37443.823292,406.48048,0.94685684,0.98505994,0.81891197,0.60079398,0.0038086244,0.00093884104,0.6771724,0.9914815,CALI
123336.315,1340.59504,17.87718,322.61845,2.08484265,0.98072458,147427.919569,390.18833,0.81567675,0.98692869,1.00456714,0.84378112,0.0055202492,0.00303069197,0.68717075,0.984123,CALI
80.253,1176.94989,646.2887,237.10879,0.67907953,0.44256103,152179.001136,450.90288,0.65485477,0.97495986,0.64191312,0.72783957,0.0039967272,0.00235372717,0.63825485,0.9810695,CALI
50066.734,1534.00344,506.65664,311.13866,1.09643871,0.99902987,135436.355317,352.89813,0.89202368,0.97959682,0.84332479,1.06498323,0.0038718859,0.00282330332,0.95014758,0.9866374,CALI
46283.809,1533.3567,425.36973,325.23934,1.24175113,0.79275179,144348.084038,72.88442,0.59161008,0.97116878,0.76650162,0.91512764,0.0081890929,0.0002841589,0.58727405,0.9862603,CALI
59927.399,1508.31259,306.03197,325.02886,0.72767211,1.05523895,108796.94697,246.02609,0.79542593,0.99794008,1.00233847,0.9344922,0.0038981683,0.00208112906,1.01225973,1.0026075,CALI
19558.966,1468.85663,556.03979,320.25031,0.67907953,0.52646838,159706.364979,426.04808,0.75038943,0.98049408,0.85947781,0.53353763,0.0049525181,0.00258247898,0.36517637,0.9920372,CALI
143931.848,1460.18142,584.86633,345.02841,0.85988142,0.65563742,153868.145048,440.08533,0.88406928,0.99604966,1.0903213,0.63136858,0.0054698568,0.00078252531,0.61699385,0.9815949,CALI
58126.938,1499.08035,624.6741,348.16034,0.96224619,0.78395561,114365.053555,348.54067,0.71249667,0.97847563,0.75522545,0.66452554,0.0058713676,0.00185475282,0.43068484,0.9963799,CALI
149141.655,278.71759,461.03769,345.50302,0.92321427,0.91648314,105255.842805,262.338,0.6590764,0.98897527,0.76383497,0.55984045,0.0038837356,0.00106871156,0.93855983,0.9939921,CALI
137131.953,1358.58128,625.21709,325.22625,1.72321608,0.60093315,111207.154314,92.15362,0.81278136,0.98647104,1.0242146,0.85904819,0.0091174799,0.00249517683,0.56263389,1.0001756,CALI
143620.367,1455.76581,441.11075,244.35509,1.11155108,0.9062286,147796.760585,417.34571,0.77424385,0.97180538,0.88686836,0.86668277,0.0049538039,0.0018999054,0.88367855,1.0031285,CALI
28045.448,1479.71086,494.42552,351.067,0.67907953,0.96194859,6981.089794,320.58748,0.80189349,0.99256464,1.0413785,0.74799647,0.0040462298,0.00087920164,0.73635493,0.9863123,CALI
6292.489,1284.60325,484.46618,331.42888,0.81391995,0.85117791,125214.771022,407.70761,0.60954834,0.99598559,0.92794947,0.72865012,0.0059863074,0.00222434716,0.90185065,1.0074058,CALI
15036.132,1319.18278,431.73853,337.12604,0.89226095,0.77682653,146448.363857,387.7946,0.7618505,0.9969569,0.72666139,0.53589723,0.0056986067,0.00115698082,0.63150521,0.9985555,CALI
121742.78,1281.53196,166.24429,329.67578,2.30577663,0.51007358,153020.519924,277.52254,0.79178347,1.00199234,0.83743573,0.55606604,0.00386138,0.00150286586,0.86145441,0.98158,CALI
76200.22,1511.16491,644.09099,195.09134,2.17733479,0.76932676,136379.617808,450.70771,0.69869052,0.99511576,1.09749786,0.74801354,0.0044421318,0.00188436257,0.97160708,1.0090706,CALI
126505.648,1510.38368,365.314,350.34873,1.7184859,0.86464302,18034.162085,344.45495,0.59554225,0.99880025,0.97440721,0.91247442,0.0079317617,0.00129109902,0.98719141,0.988333,CALI
